stadiumname,swapcrowdplacement,stadiumid,teamid,forcedhome
Allianz Stadium,0,247,116280,0
_Stadion Olympik,0,195,116282,0
Lumen Field,0,341,116300,0
Providence Park,0,435,116302,0
_Oktigann Park,0,468,116303,0
_Stadio Classico,0,193,116304,0
_El Grandioso (El Monumento),0,181,116305,0
_Stadion Neder,0,178,116306,0
_Ivy Lane,0,180,116307,0
_Estadio de las Artes,0,158,116308,0
_Stadion Neder,0,178,116309,0
Sports Illustrated Stadium,0,430,116310,0
BMO Stadium,0,458,116311,0
_Aloha Park,0,153,116312,0
_El Libertador (La Bombastico),0,192,116325,0
Estadio Alfredo Di Stéfano,0,471,116326,0
Riyadh Air Metropolitano,0,364,116327,0
Estadio San Mamés,0,388,116328,0
Estadio Benito Villamarín,0,392,116330,0
Municipal de Ipurua,0,395,116331,0
_Longville Stadium,0,469,116332,0
Estadio Ciutat de València,0,396,116333,0
_Town Park,0,34,116334,0
Reale Arena,0,397,116336,0
Ramón Sánchez-Pizjuán,0,389,116337,0
Estadio Mestalla,0,10,116339,0
Anfield,0,13,116343,0
_Crown Lane,0,32,116360,0
_Union Park (Euro Arena),0,33,116361,0
_Waldstadion (Fussballstadion),0,176,116416,0
_Estadio de las Artes,0,158,116417,0
_Union Park (Euro Arena),0,33,116428,0
_Town Park,0,34,131110,0
_Union Park (Euro Arena),0,33,131124,0
_Arena del Centenario (Estadio del Pueblo),0,175,131125,0
,0,158,131159,0
_Stadion Olympik,0,195,131173,0
_Longville Stadium,0,469,131174,0
,0,158,131271,0
Estádio do SL Benfica,0,457,131358,0
Johan Cruijff ArenA,0,15,131359,0
_Stade Municipal,0,179,131360,0
_Union Park (Euro Arena),0,33,131361,0
_Oktigann Park,0,468,131362,0
_Oktigann Park,0,468,131363,0
,0,158,131368,0
_Longville Stadium,0,469,131388,0
Estadio Nuevo Los Cármenes,0,439,131391,0
,0,158,131397,0
,0,158,131398,0
,0,158,131399,0
,0,158,131400,0
,0,158,131401,0
,0,158,131402,0
,0,158,131403,0
,0,158,131404,0
,0,158,131405,0
,0,158,131406,0
_Euro Park,0,35,131447,0
_Oktigann Park,0,468,131459,0
_Euro Park,0,35,131463,0
_Crown Lane,0,32,131477,0
_Crown Lane,0,32,131478,0
_Ivy Lane,0,180,131487,0
_Stadio Classico,0,193,131488,0
_Town Park,0,34,131491,0
_FC Rush Stadium,0,508,131524,0
_FC Rush Stadium,0,508,131527,0
,0,158,131680,0
_Waldstadion (Fussballstadion),1,176,131681,0
_Waldstadion (Fussballstadion),1,176,131682,0
_Waldstadion (Fussballstadion),0,176,131720,0
_Stade Municipal,0,179,131724,0
Selhurst Park,0,330,131725,0
RCDE Stadium,0,393,131733,0
_Al Jayeed Stadium (Stade Kokoto),0,149,131735,0
_Union Park (Euro Arena),0,33,131739,0
_Arena d'Oro,0,229,131795,0
,0,158,131821,0
,0,158,131822,0
,0,158,131823,0
,0,158,131824,0
,0,158,131825,0
,0,158,131914,0
,0,158,132169,0
,0,158,132170,0
,0,158,132319,0
,0,158,132320,0
_Arena d'Oro,0,229,132375,0
,0,158,132398,0
,0,158,132399,0
,0,158,132482,0
,0,158,132483,0
