shortsnumberplacementcode,shortsnumbercolorprimg,jerseyfrontnumberplacementcode,jerseynumbercolorsecr,jerseynumbercolorprimr,jerseynumbercolorprimg,shortsnumbercolorsecb,shortsnumbercolorterb,competitionid,shortsnumbercolorprimr,jerseynumbercolorterg,shortsnumbercolorprimb,jerseynamelayouttype,jerseynumbercolorterr,jerseynumbercolorprimb,jerseybacknameplacementcode,jerseynamecolorg,shortsnumbercolorsecg,jerseynumbercolorsecg,shortsnumbercolorterr,shortsnumbercolorterg,jerseynamecolorr,jerseynumbercolorsecb,jerseynamecolorb,jerseynumbercolorterb,shortsnumbercolorsecr,jerseybacknamefontcase,teamkittypetechid,numberfonttype,jerseynamefonttype,year,teamtechid,shortsnumberfonttype
1,220,0,220,220,220,220,12,13,220,12,220,1,12,220,1,220,220,220,12,12,220,220,220,12,220,0,0,262,135,0,12,262
1,12,0,25,12,12,25,220,13,12,220,12,1,220,12,1,12,25,25,220,220,12,25,12,220,25,0,1,265,135,0,12,265
1,220,0,220,220,220,220,12,13,220,12,220,1,12,220,1,220,220,220,12,12,220,220,220,12,220,0,2,262,135,0,12,262
1,220,0,220,12,12,12,12,14,220,220,220,1,220,12,1,12,12,220,12,12,12,220,12,220,12,0,0,23,49,0,13,89
1,220,0,220,12,12,12,12,60,220,220,220,1,220,12,1,12,12,220,12,12,12,220,12,220,12,0,0,23,49,0,13,89
1,220,0,220,12,12,12,12,61,220,220,220,1,220,12,1,12,12,220,12,12,12,220,12,220,12,0,0,23,49,0,13,89
1,220,0,12,220,220,12,12,14,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,1,23,49,0,13,89
1,220,0,12,220,220,12,12,60,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,1,23,49,0,13,89
1,220,0,12,220,220,12,12,61,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,1,23,49,0,13,89
1,220,0,12,220,220,12,12,14,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,2,23,49,0,13,89
1,220,0,12,220,220,12,12,60,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,2,23,49,0,13,89
1,220,0,12,220,220,12,12,61,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,2,23,49,0,13,89
1,12,0,220,12,12,220,220,14,12,220,12,1,220,12,1,12,220,220,220,220,12,220,12,220,220,0,3,23,49,0,13,89
1,12,0,220,12,12,220,220,60,12,220,12,1,220,12,1,12,220,220,220,220,12,220,12,220,220,0,3,23,49,0,13,89
1,12,0,220,12,12,220,220,61,12,220,12,1,220,12,1,12,220,220,220,220,12,220,12,220,220,0,3,23,49,0,13,89
1,0,0,12,220,220,220,220,14,197,12,46,0,12,220,1,220,220,12,220,220,220,12,220,12,220,0,0,23,49,0,14,89
1,0,0,12,220,220,220,220,60,197,12,46,0,12,220,1,220,220,12,220,220,220,12,220,12,220,0,0,23,49,0,14,89
1,0,0,12,220,220,220,220,61,197,12,46,0,12,220,1,220,220,12,220,220,220,12,220,12,220,0,0,23,49,0,14,89
1,220,0,12,220,220,12,12,14,220,12,220,0,12,220,1,220,12,12,12,12,220,12,220,12,12,0,1,23,49,0,14,89
1,220,0,12,220,220,12,12,60,220,12,220,0,12,220,1,220,12,12,12,12,220,12,220,12,12,0,1,23,49,0,14,89
1,220,0,12,220,220,12,12,61,220,12,220,0,12,220,1,220,12,12,12,12,220,12,220,12,12,0,1,23,49,0,14,89
1,220,0,12,220,220,12,12,14,220,12,220,0,12,220,1,220,12,12,12,12,220,12,220,12,12,0,2,23,49,0,14,89
1,220,0,12,220,220,12,12,60,220,12,220,0,12,220,1,220,12,12,12,12,220,12,220,12,12,0,2,23,49,0,14,89
1,220,0,12,220,220,12,12,61,220,12,220,0,12,220,1,220,12,12,12,12,220,12,220,12,12,0,2,23,49,0,14,89
1,12,0,12,220,220,220,220,14,12,12,12,0,12,220,1,220,220,12,220,220,220,12,220,12,220,0,3,23,49,0,14,89
1,12,0,12,220,220,220,220,60,12,12,12,0,12,220,1,220,220,12,220,220,220,12,220,12,220,0,3,23,49,0,14,89
1,12,0,12,220,220,220,220,61,12,12,12,0,12,220,1,220,220,12,220,220,220,12,220,12,220,0,3,23,49,0,14,89
1,30,0,220,234,30,220,220,13,234,220,45,1,220,45,1,30,220,220,220,220,235,220,45,220,220,0,0,262,135,0,15,262
1,227,0,220,224,227,220,12,13,224,12,41,1,12,41,1,227,220,220,12,12,224,220,41,12,220,0,1,262,135,0,15,262
1,220,0,12,220,220,12,12,13,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,2,262,135,0,15,262
1,220,0,12,220,220,12,12,14,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,0,23,49,0,17,89
1,220,0,12,220,220,12,12,60,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,0,23,49,0,17,89
1,220,0,12,220,220,12,12,61,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,0,23,49,0,17,89
1,220,0,220,0,28,12,12,14,220,220,220,1,220,136,1,28,12,220,12,12,0,220,136,220,12,0,1,23,49,0,17,89
1,220,0,220,0,28,12,12,60,220,220,220,1,220,136,1,28,12,220,12,12,0,220,136,220,12,0,1,23,49,0,17,89
1,220,0,220,0,28,12,12,61,220,220,220,1,220,136,1,28,12,220,12,12,0,220,136,220,12,0,1,23,49,0,17,89
1,12,0,220,12,12,220,220,14,12,220,12,1,220,12,1,12,220,220,220,220,12,220,12,220,220,0,2,23,49,0,17,89
1,12,0,220,12,12,220,220,60,12,220,12,1,220,12,1,12,220,220,220,220,12,220,12,220,220,0,2,23,49,0,17,89
1,12,0,220,12,12,220,220,61,12,220,12,1,220,12,1,12,220,220,220,220,12,220,12,220,220,0,2,23,49,0,17,89
1,12,0,12,220,220,220,220,14,12,12,12,1,12,220,1,220,220,12,220,220,220,12,220,12,220,0,3,23,49,0,17,89
1,12,0,12,220,220,220,220,60,12,12,12,1,12,220,1,220,220,12,220,220,220,12,220,12,220,0,3,23,49,0,17,89
1,12,0,12,220,220,220,220,61,12,12,12,1,12,220,1,220,220,12,220,220,220,12,220,12,220,0,3,23,49,0,17,89
1,220,0,220,0,28,12,12,14,220,220,220,1,220,136,1,28,12,220,12,12,0,220,136,220,12,0,0,23,49,0,18,89
1,220,0,220,0,28,12,12,60,220,220,220,1,220,136,1,28,12,220,12,12,0,220,136,220,12,0,0,23,49,0,18,89
1,220,0,220,0,28,12,12,61,220,220,220,1,220,136,1,28,12,220,12,12,0,220,136,220,12,0,0,23,49,0,18,89
1,220,0,28,28,30,220,220,201,220,30,220,1,28,77,1,30,220,30,220,220,28,77,77,77,220,0,0,151,78,0,18,151
1,220,0,28,28,30,220,220,202,220,30,220,1,28,77,1,30,220,30,220,220,28,77,77,77,220,0,0,151,78,0,18,151
1,220,0,28,28,30,220,220,223,220,30,220,0,28,77,1,30,220,30,220,220,28,77,77,77,220,0,0,151,78,0,18,151
1,220,0,28,28,30,220,220,224,220,30,220,0,28,77,1,30,220,30,220,220,28,77,77,77,220,0,0,151,78,0,18,151
1,220,0,28,28,30,220,220,226,220,30,220,0,28,77,1,30,220,30,220,220,28,77,77,77,220,0,0,151,78,0,18,151
1,220,0,28,28,30,220,220,228,220,30,220,0,28,77,1,30,220,30,220,220,28,77,77,77,220,0,0,151,78,0,18,151
1,220,0,28,28,30,220,220,232,220,30,220,0,28,77,1,30,220,30,220,220,28,77,77,77,220,0,0,151,78,0,18,151
1,220,0,28,28,30,220,220,2096,220,30,220,0,28,77,1,30,220,30,220,220,28,77,77,77,220,0,0,151,78,0,18,151
1,28,0,220,0,28,220,220,14,0,220,136,1,220,136,1,28,220,220,220,220,0,220,136,220,220,0,1,23,49,0,18,89
1,28,0,220,0,28,220,220,60,0,220,136,1,220,136,1,28,220,220,220,220,0,220,136,220,220,0,1,23,49,0,18,89
1,28,0,220,0,28,220,220,61,0,220,136,1,220,136,1,28,220,220,220,220,0,220,136,220,220,0,1,23,49,0,18,89
1,30,0,28,28,30,77,77,201,28,30,77,1,28,77,1,30,30,30,28,30,28,77,77,77,28,0,1,151,78,0,18,151
1,30,0,28,28,30,77,77,202,28,30,77,1,28,77,1,30,30,30,28,30,28,77,77,77,28,0,1,151,78,0,18,151
1,30,0,28,28,30,77,77,223,28,30,77,0,28,77,1,30,30,30,28,30,28,77,77,77,28,0,1,151,78,0,18,151
1,30,0,28,28,30,77,77,224,28,30,77,0,28,77,1,30,30,30,28,30,28,77,77,77,28,0,1,151,78,0,18,151
1,30,0,28,28,30,77,77,226,28,30,77,0,28,77,1,30,30,30,28,30,28,77,77,77,28,0,1,151,78,0,18,151
1,30,0,28,28,30,77,77,228,28,30,77,0,28,77,1,30,30,30,28,30,28,77,77,77,28,0,1,151,78,0,18,151
1,30,0,28,28,30,77,77,232,28,30,77,0,28,77,1,30,30,30,28,30,28,77,77,77,28,0,1,151,78,0,18,151
1,30,0,28,28,30,77,77,2096,28,30,77,0,28,77,1,30,30,30,28,30,28,77,77,77,28,0,1,151,78,0,18,151
1,12,0,220,12,12,220,220,14,12,220,12,1,220,12,1,12,220,220,220,220,12,220,12,220,220,0,2,23,49,0,18,89
1,12,0,220,12,12,220,220,60,12,220,12,1,220,12,1,12,220,220,220,220,12,220,12,220,220,0,2,23,49,0,18,89
1,12,0,220,12,12,220,220,61,12,220,12,1,220,12,1,12,220,220,220,220,12,220,12,220,220,0,2,23,49,0,18,89
1,12,0,12,12,12,12,12,201,12,12,12,1,12,12,1,12,12,12,12,12,12,12,12,12,12,0,2,151,78,0,18,151
1,12,0,12,12,12,12,12,202,12,12,12,1,12,12,1,12,12,12,12,12,12,12,12,12,12,0,2,151,78,0,18,151
1,12,0,12,12,12,12,12,223,12,12,12,0,12,12,1,12,12,12,12,12,12,12,12,12,12,0,2,151,78,0,18,151
1,12,0,12,12,12,12,12,224,12,12,12,0,12,12,1,12,12,12,12,12,12,12,12,12,12,0,2,151,78,0,18,151
1,12,0,12,12,12,12,12,226,12,12,12,0,12,12,1,12,12,12,12,12,12,12,12,12,12,0,2,151,78,0,18,151
1,12,0,12,12,12,12,12,228,12,12,12,0,12,12,1,12,12,12,12,12,12,12,12,12,12,0,2,151,78,0,18,151
1,12,0,12,12,12,12,12,232,12,12,12,0,12,12,1,12,12,12,12,12,12,12,12,12,12,0,2,151,78,0,18,151
1,12,0,12,12,12,12,12,2096,12,12,12,0,12,12,1,12,12,12,12,12,12,12,12,12,12,0,2,151,78,0,18,151
2,220,0,12,220,220,12,12,14,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,3,23,49,0,18,89
2,220,0,12,220,220,12,12,60,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,3,23,49,0,18,89
2,220,0,12,220,220,12,12,61,220,12,220,1,12,220,1,220,12,12,12,12,220,12,220,12,12,0,3,23,49,0,18,89
2,220,0,220,220,220,220,220,201,220,220,220,1,220,220,1,220,220,220,220,220,220,220,220,220,220,0,3,151,78,0,18,151
2,220,0,220,220,220,220,220,202,220,220,220,1,220,220,1,220,220,220,220,220,220,220,220,220,220,0,3,151,78,0,18,151
2,220,0,220,220,220,220,220,223,220,220,220,0,220,220,1,220,220,220,220,220,220,220,220,220,220,0,3,151,78,0,18,151
2,220,0,220,220,220,220,220,224,220,220,220,0,220,220,1,220,220,220,220,220,220,220,220,220,220,0,3,151,78,0,18,151
2,220,0,220,220,220,220,220,226,220,220,220,0,220,220,1,220,220,220,220,220,220,220,220,220,220,0,3,151,78,0,18,151
2,220,0,220,220,220,220,220,228,220,220,220,0,220,220,1,220,220,220,220,220,220,220,220,220,220,0,3,151,78,0,18,151
2,220,0,220,220,220,220,220,232,220,220,220,0,220,220,1,220,220,220,220,220,220,220,220,220,220,0,3,151,78,0,18,151
2,220,0,220,220,220,220,220,2096,220,220,220,0,220,220,1,220,220,220,220,220,220,220,220,220,220,0,3,151,78,0,18,151
1,12,0,12,220,220,220,220,14,12,12,12,0,12,220,1,220,220,12,220,220,220,12,220,12,220,0,0,23,49,0,19,89
1,12,0,12,220,220,220,220,60,12,12,12,0,12,220,1,220,220,12,220,220,220,12,220,12,220,0,0,23,49,0,19,89
1,12,0,12,220,220,220,220,61,12,12,12,0,12,220,1,220,220,12,220,220,220,12,220,12,220,0,0,23,49,0,19,89
1,220,0,12,220,220,12,12,14,220,12,220,0,12,220,1,220,12,12,12,12,220,12,220,12,12,0,1,23,49,0,19,89
1,220,0,12,220,220,12,12,60,220,12,220,0,12,220,1,220,12,12,12,12,220,12,220,12,12,0,1,23,49,0,19,89
1,220,0,12,220,220,12,12,61,220,12,220,0,12,220,1,220,12,12,12,12,220,12,220,12,12,0,1,23,49,0,19,89
1,220,0,12,220,220,12,12,14,220,12,220,0,12,220,1,220,12,12,12,12,220,12,220,12,12,0,2,23,49,0,19,89
1,220,0,12,220,220,12,12,60,220,12,220,0,12,220,1,220,12,12,12,12,220,12,220,12,12,0,2,23,49,0,19,89
1,220,0,12,220,220,12,12,61,220,12,220,0,12,220,1,220,12,12,12,12,220,12,220,12,12,0,2,23,49,0,19,89
1,220,0,220,12,12,12,12,14,220,220,220,0,220,12,1,12,12,220,12,12,12,220,12,220,12,0,3,23,49,0,19,89
1,220,0,220,12,12,12,12,60,220,220,220,0,220,12,1,12,12,220,12,12,12,220,12,220,12,0,3,23,49,0,19,89
1,220,0,220,12,12,12,12,61,220,220,220,0,220,12,1,12,12,220,12,12,12,220,12,220,12,0,3,23,49,0,19,89
1,12,0,12,12,12,12,12,32,12,12,12,0,12,12,1,12,12,12,12,12,12,12,12,12,12,0,0,213,22,0,50,213
1,220,0,220,220,220,220,220,32,220,220,220,0,220,220,1,220,220,220,220,220,220,220,220,220,220,0,1,213,22,0,50,213
1,220,0,220,220,220,220,220,32,220,220,220,0,220,220,1,220,220,220,220,220,220,220,220,220,220,0,2,213,22,0,50,213
1,48,0,50,50,48,66,66,32,50,48,66,0,50,66,1,48,48,48,50,48,50,66,66,66,50,0,3,213,22,0,50,213
1,30,0,220,220,220,36,36,32,125,220,36,0,220,220,1,220,30,220,125,30,220,220,220,220,125,0,0,213,22,0,54,213
1,0,0,71,71,0,0,0,32,71,0,0,0,71,0,1,0,0,0,71,0,71,0,0,0,71,0,1,213,22,0,54,213
1,0,0,68,68,0,1,1,32,68,0,1,0,68,1,1,0,0,0,68,0,68,1,1,1,68,0,2,213,22,0,54,213
1,59,0,52,52,59,80,80,32,52,59,80,0,52,80,1,59,59,59,52,59,52,80,80,80,52,0,3,213,22,0,54,213
1,220,0,12,12,12,220,220,32,220,12,220,0,12,12,1,12,220,12,220,220,12,12,12,12,220,0,0,213,22,0,55,213
1,12,0,12,12,12,70,70,32,12,12,70,0,12,70,1,12,12,12,12,12,12,70,70,70,12,0,1,213,22,0,55,213
1,12,0,12,12,12,12,12,32,12,12,12,0,12,12,1,12,12,12,12,12,12,12,12,12,12,0,2,213,22,0,55,213
1,12,0,12,12,12,12,12,32,12,12,12,0,12,12,1,12,12,12,12,12,12,12,12,12,12,0,3,213,22,0,55,213
2,64,0,220,20,64,220,128,17,20,220,128,0,220,128,1,64,220,220,20,64,20,220,128,220,220,0,0,203,19,0,57,203
2,220,0,12,220,220,12,220,17,220,12,220,0,12,220,1,220,12,12,220,220,220,12,220,12,12,0,1,203,19,0,57,203
2,65,0,238,21,65,0,130,17,21,228,130,0,238,130,1,65,228,228,21,65,21,0,130,0,238,0,2,203,19,0,57,203
2,220,0,64,220,220,220,220,16,220,74,220,0,64,220,1,220,220,74,220,220,220,135,220,135,220,0,0,200,19,0,58,200
2,69,0,220,20,69,139,139,16,20,220,139,0,220,139,1,69,69,220,20,69,20,220,139,220,20,0,1,200,19,0,58,200
2,220,0,225,12,12,220,220,16,220,221,220,0,225,12,1,12,220,221,220,220,12,0,12,0,220,0,2,200,19,0,58,200
2,220,0,12,220,220,12,220,16,220,12,220,0,12,220,1,220,12,12,220,220,220,12,220,12,12,0,0,204,19,0,62,204
2,12,0,176,12,12,12,12,16,12,142,12,0,176,12,1,12,12,142,12,12,12,86,12,86,12,0,1,204,19,0,62,204
2,12,0,220,12,12,12,12,16,12,220,12,0,220,12,1,12,12,220,12,12,12,220,12,220,12,0,2,204,19,0,62,204
2,208,0,255,225,37,27,46,17,255,208,46,0,255,27,1,37,37,208,255,208,225,46,27,46,225,0,0,205,19,0,64,205
2,220,0,24,220,220,72,220,17,220,73,220,0,24,220,1,220,73,73,220,220,220,72,220,72,24,0,1,205,19,0,64,205
2,220,0,101,220,220,195,220,17,220,147,220,0,101,220,1,220,147,147,220,220,220,195,220,195,101,0,2,205,19,0,64,205
2,12,0,220,12,12,220,12,17,12,220,12,0,220,12,1,12,220,220,12,12,12,220,12,220,220,0,3,205,19,0,64,205
2,220,0,0,220,220,220,220,17,220,20,220,0,0,220,1,220,220,20,220,220,220,70,220,70,220,0,0,203,19,0,65,203
2,59,0,160,58,59,90,90,17,58,0,90,0,160,90,1,59,59,0,58,59,58,0,90,0,58,0,1,203,19,0,65,203
2,220,0,12,220,220,12,12,17,220,12,220,0,12,220,1,220,12,12,12,12,220,12,220,12,12,0,2,203,19,0,65,203
2,220,0,12,220,220,0,0,17,220,12,0,0,12,0,1,220,220,12,220,220,220,12,0,12,220,0,3,203,19,0,65,203
2,48,0,255,56,48,135,135,17,56,0,135,0,255,135,1,48,48,0,56,48,56,0,135,0,56,0,0,205,19,0,66,205
2,48,0,220,56,48,135,135,223,56,220,135,0,220,135,1,37,48,220,56,48,160,220,42,220,56,0,0,239,120,0,66,239
2,48,0,220,56,48,135,135,224,56,220,135,0,220,135,1,108,48,220,56,48,137,220,37,220,56,0,0,239,120,0,66,239
2,48,0,220,56,48,135,135,226,56,220,135,0,220,135,1,37,48,220,56,48,160,220,42,220,56,0,0,239,120,0,66,239
2,48,0,220,56,48,135,135,232,56,220,135,0,220,135,1,37,48,220,56,48,160,220,42,220,56,0,0,239,120,0,66,239
2,48,0,220,56,48,135,135,2096,56,220,135,0,220,135,1,37,48,220,56,48,160,220,42,220,56,0,0,239,120,0,66,239
2,220,0,0,220,220,220,220,17,220,0,220,0,0,220,1,220,220,0,220,220,220,160,220,160,220,0,1,205,19,0,66,205
2,220,0,36,220,220,220,220,223,220,53,220,0,36,220,1,220,220,53,220,220,220,89,220,89,220,0,1,239,120,0,66,239
2,220,0,36,220,220,220,220,224,220,53,220,0,36,220,1,220,220,53,220,220,220,89,220,89,220,0,1,239,120,0,66,239
2,220,0,36,220,220,220,220,226,220,53,220,0,36,220,1,220,220,53,220,220,220,89,220,89,220,0,1,239,120,0,66,239
2,220,0,36,220,220,220,220,232,220,53,220,0,36,220,1,220,220,53,220,220,220,89,220,89,220,0,1,239,120,0,66,239
2,220,0,36,220,220,220,220,2096,220,53,220,0,36,220,1,220,220,53,220,220,220,89,220,89,220,0,1,239,120,0,66,239
2,220,0,112,220,220,218,220,17,220,190,220,0,112,220,1,220,190,190,220,220,220,218,220,218,112,0,2,205,19,0,66,205
2,220,0,12,220,220,220,220,223,220,12,220,0,12,220,1,220,220,12,220,220,220,12,220,12,220,0,2,239,120,0,66,239
2,220,0,12,220,220,220,220,224,220,12,220,0,12,220,1,220,220,12,220,220,220,12,220,12,220,0,2,239,120,0,66,239
2,220,0,12,220,220,220,220,226,220,12,220,0,12,220,1,220,220,12,220,220,220,12,220,12,220,0,2,239,120,0,66,239
2,220,0,12,220,220,220,220,232,220,12,220,0,12,220,1,220,220,12,220,220,220,12,220,12,220,0,2,239,120,0,66,239
2,220,0,12,220,220,220,220,2096,220,12,220,0,12,220,1,220,220,12,220,220,220,12,220,12,220,0,2,239,120,0,66,239
2,20,0,213,89,20,20,20,17,89,130,20,0,213,20,1,20,20,130,89,20,89,119,20,119,89,0,3,205,19,0,66,205
2,20,0,213,89,20,20,20,223,89,130,20,0,213,20,1,20,20,130,89,20,89,119,20,119,89,0,3,239,120,0,66,239
2,20,0,213,89,20,20,20,224,89,130,20,0,213,20,1,20,20,130,89,20,89,119,20,119,89,0,3,239,120,0,66,239
2,20,0,213,89,20,20,20,226,89,130,20,0,213,20,1,20,20,130,89,20,89,119,20,119,89,0,3,239,120,0,66,239
2,20,0,213,89,20,20,20,232,89,130,20,0,213,20,1,20,20,130,89,20,89,119,20,119,89,0,3,239,120,0,66,239
2,20,0,213,89,20,20,20,2096,89,130,20,0,213,20,1,20,20,130,89,20,89,119,20,119,89,0,3,239,120,0,66,239
2,220,0,215,220,220,220,220,16,220,30,220,0,215,220,1,220,220,30,220,220,220,45,220,45,220,0,0,200,19,0,67,204
2,220,0,220,200,0,220,220,16,220,220,220,0,220,0,1,0,220,220,220,220,200,220,0,220,220,0,1,200,19,0,67,204
2,220,0,12,220,220,220,220,16,220,12,220,0,12,220,1,220,220,12,220,220,220,12,220,12,220,0,2,200,19,0,67,204
2,4,0,94,220,220,15,15,16,94,4,15,0,94,220,1,220,4,4,94,4,220,15,220,15,94,0,0,204,19,0,68,204
2,220,0,17,220,220,82,220,16,220,67,220,0,17,220,1,220,67,67,220,220,220,82,220,82,17,0,1,204,19,0,68,204
2,12,0,210,12,12,12,12,16,12,61,12,0,210,12,1,12,12,61,12,12,12,143,12,143,12,0,2,204,19,0,68,204
2,0,0,220,200,0,0,0,17,200,220,0,0,220,0,1,0,0,220,200,0,200,220,0,220,200,0,0,205,19,0,69,205
2,220,0,20,220,220,220,220,17,220,56,220,0,20,220,1,220,220,56,220,220,220,49,220,49,220,0,1,205,19,0,69,205
2,12,0,181,12,12,12,12,17,12,168,12,0,181,12,1,12,12,168,12,12,12,58,12,58,12,0,2,205,19,0,69,205
2,12,0,220,12,12,12,12,17,12,220,12,0,220,12,1,12,12,220,12,12,12,220,12,220,12,0,3,205,19,0,69,205
2,65,0,220,229,77,96,96,17,55,220,96,0,220,49,1,77,65,220,55,65,229,220,49,220,55,0,0,201,19,0,70,201
2,75,0,220,223,75,37,37,17,223,220,37,0,220,37,1,73,75,220,223,75,223,220,37,220,223,0,1,205,19,0,70,205
2,12,0,220,12,12,220,220,17,12,220,12,0,220,12,1,12,220,220,220,220,12,220,12,220,220,0,2,201,19,0,70,201
2,153,0,253,0,153,69,69,17,0,221,69,0,253,69,1,153,153,221,0,153,0,0,69,0,0,0,0,205,19,0,71,205
2,169,0,12,200,169,120,120,17,200,12,120,0,12,120,1,169,169,12,200,169,200,12,120,12,200,0,1,205,19,0,71,205
2,220,0,12,220,220,12,12,17,220,12,220,0,12,220,1,220,12,12,12,12,220,12,220,12,12,0,2,201,19,0,71,201
2,12,0,12,184,152,12,12,17,12,12,12,0,12,105,1,152,12,12,12,12,184,12,105,12,12,0,0,203,19,0,72,203
2,12,0,184,12,12,12,12,17,12,152,12,0,184,12,1,12,12,152,12,12,12,105,12,105,12,0,1,203,19,0,72,201
2,12,0,220,12,12,220,220,17,12,220,12,0,220,12,1,12,220,220,220,220,12,220,12,220,220,0,2,203,19,0,72,203
2,152,0,12,184,152,12,12,17,184,12,103,0,12,105,1,152,12,12,12,12,184,12,105,12,12,0,3,203,19,0,72,203
2,44,0,220,182,44,49,220,223,182,220,49,0,220,49,1,220,44,220,220,220,220,220,220,220,182,0,0,218,112,0,73,218
2,44,0,220,182,44,49,220,224,182,220,49,0,220,49,1,220,44,220,220,220,220,220,220,220,182,0,0,218,112,0,73,218
2,44,0,220,182,44,49,220,226,182,220,49,0,220,49,1,220,44,220,220,220,220,220,220,220,182,0,0,218,112,0,73,218
2,44,0,220,182,44,49,220,232,182,220,49,0,220,49,1,220,44,220,220,220,220,220,220,220,182,0,0,218,112,0,73,218
2,44,0,220,182,44,49,220,2096,182,220,49,0,220,49,1,220,44,220,220,220,220,220,220,220,182,0,0,218,112,0,73,218
2,53,0,182,53,53,75,49,223,53,44,75,0,182,75,1,53,53,44,182,44,53,49,75,49,53,0,1,218,112,0,73,218
2,53,0,182,53,53,75,49,224,53,44,75,0,182,75,1,53,53,44,182,44,53,49,75,49,53,0,1,218,112,0,73,218
2,53,0,182,53,53,75,49,226,53,44,75,0,182,75,1,53,53,44,182,44,53,49,75,49,53,0,1,218,112,0,73,218
2,53,0,182,53,53,75,49,232,53,44,75,0,182,75,1,53,53,44,182,44,53,49,75,49,53,0,1,218,112,0,73,218
2,53,0,182,53,53,75,49,2096,53,44,75,0,182,75,1,53,53,44,182,44,53,49,75,49,53,0,1,218,112,0,73,218
2,220,0,12,220,220,220,12,223,220,12,220,0,12,220,1,220,220,12,12,12,220,12,220,12,220,0,2,218,112,0,73,218
2,220,0,12,220,220,220,12,224,220,12,220,0,12,220,1,220,220,12,12,12,220,12,220,12,220,0,2,218,112,0,73,218
2,220,0,12,220,220,220,12,226,220,12,220,0,12,220,1,220,220,12,12,12,220,12,220,12,220,0,2,218,112,0,73,218
2,220,0,12,220,220,220,12,232,220,12,220,0,12,220,1,220,220,12,12,12,220,12,220,12,220,0,2,218,112,0,73,218
2,220,0,12,220,220,220,12,2096,220,12,220,0,12,220,1,220,220,12,12,12,220,12,220,12,220,0,2,218,112,0,73,218
2,135,0,220,12,12,220,220,223,182,220,127,0,220,12,1,12,220,220,220,220,12,220,12,220,220,0,3,218,112,0,73,218
2,135,0,220,12,12,220,220,224,182,220,127,0,220,12,1,12,220,220,220,220,12,220,12,220,220,0,3,218,112,0,73,218
2,135,0,220,12,12,220,220,226,182,220,127,0,220,12,1,12,220,220,220,220,12,220,12,220,220,0,3,218,112,0,73,218
2,135,0,220,12,12,220,220,232,182,220,127,0,220,12,1,12,220,220,220,220,12,220,12,220,220,0,3,218,112,0,73,218
2,135,0,220,12,12,220,220,2096,182,220,127,0,220,12,1,12,220,220,220,220,12,220,12,220,220,0,3,218,112,0,73,218
2,215,0,172,214,215,172,199,223,214,215,199,0,214,199,1,215,172,172,214,215,214,172,199,199,172,0,4,41,145,0,73,41
2,215,0,172,214,215,172,199,224,214,215,199,0,214,199,1,215,172,172,214,215,214,172,199,199,172,0,4,41,145,0,73,41
2,215,0,172,214,215,172,199,226,214,215,199,0,214,199,1,215,172,172,214,215,214,172,199,199,172,0,4,41,145,0,73,41
2,215,0,172,214,215,172,199,232,214,215,199,0,214,199,1,215,172,172,214,215,214,172,199,199,172,0,4,41,145,0,73,41
2,215,0,172,214,215,172,199,2096,214,215,199,0,214,199,1,215,172,172,214,215,214,172,199,199,172,0,4,41,145,0,73,41
2,220,0,238,220,220,220,12,17,220,53,220,0,238,220,1,220,220,53,12,12,220,58,220,58,220,0,0,205,19,0,74,205
2,12,0,220,12,12,12,12,17,12,220,12,0,220,12,1,12,12,220,12,12,12,220,12,220,12,0,1,205,19,0,74,205
2,220,0,71,220,220,220,220,17,220,149,220,0,71,220,1,220,220,149,220,220,220,199,220,199,220,0,2,205,19,0,74,205
2,220,0,52,220,220,220,59,17,220,55,220,0,52,220,1,220,220,55,52,55,220,59,220,59,220,0,3,205,19,0,74,205
2,100,0,0,220,220,150,150,17,0,100,150,0,0,220,1,220,100,100,0,100,220,150,220,150,0,0,0,203,19,0,76,203
2,220,0,210,0,40,220,220,17,220,40,220,0,210,120,1,40,220,40,220,220,0,50,120,50,220,0,1,203,19,0,76,203
2,220,0,12,220,220,220,220,17,220,12,220,0,12,220,1,220,220,12,220,220,220,12,220,12,220,0,2,205,19,0,76,205
2,220,0,0,220,220,220,220,17,220,10,220,0,0,220,1,220,220,10,220,220,220,150,220,150,220,0,3,203,19,0,76,203
1,30,0,220,220,220,25,220,13,28,12,77,0,12,220,1,220,25,220,220,220,220,220,220,12,25,0,0,262,135,0,88,265
1,220,0,25,12,12,220,12,13,220,220,220,0,220,12,1,12,220,25,12,12,12,25,12,220,220,0,1,265,135,0,88,262
