firstname,surname,eyebrowcode,skintypecode,haircolorcode,facialhairtypecode,hairtypecode,lipcolor,cardstrictness,shoecolorcode2,skinsurfacepack,headtypecode,foulstrictness,height,leagueid,shoetypecode,birthdate,skinmakeup,socklengthcode,weight,eyedetail,gender,headassetid,faceposerpreset,eyecolorcode,jerseysleevelengthcode,headclasscode,sideburnscode,isreal,headvariation,skintonecode,shortstyle,smallsidedshoetypecode,refereeid,nationalitycode,skincomplexion,shoedesigncode,shoecolorcode1,hairstylecode,bodytypecode,facialhaircolorcode
Alasdair,McMann,60201,0,2,0,158,0,1,31,232001,2014,1,178,50,315,145529,0,4,82,2,0,27074,3,2,0,0,0,0,0,3,0,500,252128,42,1,0,30,0,2,3
Ruaridh,Monroe,60201,0,5,0,16,0,1,31,232001,2000,1,184,50,315,145039,0,4,80,2,0,27036,4,10,0,0,0,0,0,2,0,500,252129,42,2,0,30,0,3,3
Innes,McKellar,2150301,0,6,0,119,0,1,31,232001,2004,1,179,50,315,147019,0,4,77,2,0,27080,0,4,0,0,0,0,0,4,0,500,252130,42,2,0,30,0,2,0
Hadrien,Dumortier,2150301,0,3,0,21,0,1,31,232001,2517,1,186,16,315,149357,0,4,82,2,0,27084,0,7,0,0,0,0,0,3,0,500,256907,18,3,0,30,0,5,0
Timothée,Géroux,60201,0,0,0,544,0,1,31,240201,3000,1,188,16,315,147775,0,4,84,2,0,27050,4,9,0,0,0,0,0,9,0,500,256908,18,8,0,30,0,5,0
Vincent,Lentvogt,60201,0,5,0,77,0,1,31,232001,1517,1,191,19,315,148895,0,4,86,2,0,27082,4,2,0,0,0,0,0,2,0,500,256910,21,2,0,30,0,4,6
Jannik,Zöckler,2150301,0,3,0,93,0,1,31,223101,4005,1,187,19,315,148713,0,4,81,2,0,27036,4,10,0,0,0,0,0,2,0,500,256911,21,2,0,30,0,5,3
Robin,Cainsdorf,60201,0,2,0,74,0,1,31,232001,7,1,191,2076,315,146976,0,4,87,2,0,27072,4,3,0,0,0,0,0,3,0,500,256985,21,2,0,30,0,5,6
Chatura,Gaurab,1170502,0,9,0,105,0,1,31,253101,2506,1,178,2149,315,143932,0,4,76,2,0,27033,0,9,0,0,0,0,0,6,0,500,262003,159,6,0,30,0,3,6
Ranjit,Kadakia,60201,0,0,0,160,0,1,31,234101,1500,1,186,2149,315,147509,0,4,78,2,0,27032,3,3,0,0,0,0,0,7,0,500,262012,159,7,0,30,0,4,0
Narendra,Mamdani,60201,0,9,0,292,0,1,31,253101,2500,1,188,2149,315,147047,0,4,82,2,0,27035,0,9,0,0,0,0,0,8,0,500,262013,159,6,0,30,0,5,3
Mahit,Faujdar,60201,0,0,0,114,0,1,31,244101,1524,1,184,2149,315,144213,0,4,77,2,0,27034,0,9,0,0,0,0,0,7,0,500,262014,159,6,0,30,0,2,0
Wouter,Wiegerink,60201,0,0,0,1,0,1,31,240201,1016,1,187,10,315,146012,0,4,84,2,0,27076,3,9,0,0,0,0,0,9,0,500,262374,34,8,0,30,0,5,0
Gennaro,Scarpulla,2150301,0,0,0,0,0,1,31,232001,2002,1,189,31,315,147131,0,4,86,2,0,27099,0,5,0,0,0,0,0,2,0,500,262375,27,3,0,30,0,5,0
Marcela,Sostoni,120102,0,6,0,570,0,1,31,123101,7000,1,175,353,315,146907,1,4,60,2,1,40950,0,5,0,0,0,0,0,4,0,500,267487,52,4,0,30,0,1,1
Anne,De Vaert,70102,0,1,0,53,0,1,31,122101,5500,1,180,4,315,146907,1,4,60,2,1,40955,4,1,0,0,0,0,0,2,0,500,267488,7,2,0,30,0,1,1
Edith,Vancruysse,70102,0,6,0,540,5,1,31,122101,5501,1,165,4,315,146907,2,4,60,2,1,40954,3,8,0,0,0,0,0,2,0,500,267489,7,2,0,30,0,7,1
Amalie Lotte,Bundgaard,70102,0,2,0,647,0,1,31,122101,5502,1,176,1,315,146938,1,4,60,2,1,40961,3,2,0,0,0,0,0,3,0,500,267499,13,2,0,30,0,1,1
Audrey,Sargnac,70102,0,3,0,636,0,1,31,122101,5503,1,182,16,315,146938,1,4,65,2,1,40959,3,2,0,0,0,0,0,2,0,500,267500,18,2,0,30,0,2,3
Sarah,Paillotet,70102,0,3,0,521,0,1,31,132101,5504,1,174,16,315,146938,1,4,60,2,1,40955,4,1,0,0,0,0,0,2,0,500,267502,18,2,0,30,0,1,3
Coralie,Fabrier,70102,0,1,0,516,0,1,31,122101,5505,1,166,17,315,146938,1,4,60,2,1,40756,4,1,0,0,0,0,0,2,0,500,267503,18,2,0,30,0,7,1
Lola,Depeyre,70102,0,1,0,570,0,1,31,122101,5506,1,184,17,315,146938,1,4,62,2,1,40954,3,8,0,0,0,0,0,2,0,500,267504,18,1,0,30,0,1,6
Rinske,Dimmendaal,70102,0,3,0,512,0,1,31,132101,5507,1,174,10,315,146938,1,4,60,2,1,40958,0,8,0,0,0,0,0,2,0,500,267506,34,1,0,30,0,1,3
Hermine Kruse,Andresen,70102,0,1,0,501,5,1,31,122101,5508,1,168,41,315,146938,2,4,60,2,1,40954,3,8,0,0,0,0,0,2,0,500,267510,36,1,0,30,0,7,1
Honorata,Grażyńska,70102,0,6,0,503,0,1,31,132101,5508,1,172,66,315,146938,1,4,60,2,1,40757,4,4,0,0,0,0,0,3,0,500,267512,37,2,0,30,0,1,0
Sofie,Rettenbacher,70102,0,6,0,279,0,1,31,132101,5509,1,175,80,315,148203,1,4,60,2,1,40956,0,2,0,0,0,0,0,2,0,500,267538,4,2,0,30,0,1,3
Federica,Pellecciolli,120102,0,0,0,510,0,1,31,132101,7007,1,177,31,315,147595,1,4,63,2,1,40757,4,4,0,0,0,0,0,3,0,500,267539,27,3,0,30,0,2,3
Marilza,Bencatel,70102,0,6,0,517,0,1,31,122101,9001,1,173,308,315,146938,1,4,60,1,1,40959,3,2,0,0,0,0,0,2,0,500,267540,38,4,0,30,0,1,6
Laoise,McInerney,70102,0,1,0,530,5,1,31,122101,9511,1,178,65,315,146938,2,4,60,2,1,40956,0,2,0,0,0,0,0,2,0,500,267541,25,2,0,30,0,1,1
Marialaura,Chiusdano,120102,0,5,0,517,5,1,31,143101,7025,1,168,31,315,145675,2,4,58,2,1,40958,0,8,0,0,0,0,0,2,0,500,267542,27,2,0,30,0,8,0
Ioana,Hatmanu,70102,0,0,0,501,5,1,31,143101,7501,1,172,330,315,144667,2,4,60,2,1,40954,3,8,0,0,0,0,0,2,0,500,267545,39,3,0,30,0,1,0
Grace,MacCallan,120102,0,6,0,530,0,1,31,132101,5504,1,164,50,315,147677,1,4,59,2,1,40961,3,2,0,0,0,0,0,3,0,500,267546,42,1,0,30,0,8,6
María José,Hortaleza,60302,0,3,0,538,0,1,31,132101,5507,1,166,53,315,148223,1,4,59,2,1,40959,3,2,0,0,0,0,0,2,0,500,267547,45,3,0,30,0,7,3
Maja,Ytternäs,70102,1,1,0,234,0,1,31,122101,9504,1,175,56,315,146938,1,4,60,2,1,40955,4,1,0,0,0,0,0,2,0,500,267548,46,2,0,30,0,1,1
Olivia,Azarona,120102,0,0,0,583,0,1,31,132101,5502,1,168,54,315,146687,1,4,60,2,1,40950,0,5,0,0,0,0,0,4,0,500,267549,45,2,0,30,0,8,3
Gabriele,Hüttli,70102,0,3,0,521,0,1,31,122101,5505,1,172,189,315,146938,1,4,60,2,1,40756,4,1,0,0,0,0,0,2,0,500,267550,47,2,0,30,0,1,6
Sena,Gözüpak,70102,0,3,0,562,0,1,31,141001,5509,1,169,68,315,146938,1,4,60,1,1,40954,3,8,0,0,0,0,0,2,0,500,267551,48,4,0,30,0,8,3
Maci,Pannell,70102,0,5,0,530,0,1,31,122101,9500,1,176,39,315,146938,1,4,60,2,1,40955,4,1,0,0,0,0,0,2,0,500,267552,95,2,0,30,0,1,1
Franziska,Hummelberg,120102,1,4,0,540,0,1,31,122101,9505,1,174,19,315,146938,1,4,60,2,1,40961,3,2,0,0,0,0,0,3,0,500,267553,21,2,0,30,0,2,1
Frieda,Pranzlhain,70102,0,12,0,562,0,1,31,122101,10009,1,170,19,315,146938,1,4,60,2,1,40958,0,8,0,0,0,0,0,2,0,500,267554,21,2,0,30,0,8,7
Juliane,Dohlmeier,120102,0,2,0,513,0,1,31,122101,9509,1,172,2076,315,146938,1,4,60,2,1,40956,0,2,0,0,0,0,0,2,0,500,267555,21,2,0,30,0,1,1
Sarah,Dräppe,120102,0,0,0,636,0,1,31,122101,9509,1,176,2076,315,146938,1,4,60,2,1,40955,4,3,0,0,0,0,0,3,0,500,267556,21,3,0,30,0,2,1
Agathe,Leyrac,120102,0,1,0,571,0,1,31,132101,5506,1,172,2218,315,147768,1,4,62,2,1,40954,3,8,0,0,0,0,0,2,0,500,267557,18,2,0,30,0,2,1
Alizée,Le Bihan,70102,0,3,0,530,0,1,31,132101,5504,1,170,2218,315,146109,1,4,61,2,1,40961,3,2,0,0,0,0,0,3,0,500,267558,18,2,0,30,0,7,0
Jennifer,Vesnier,1170502,0,6,0,505,0,1,31,132101,5502,1,168,2218,315,147427,1,4,58,2,1,40958,0,8,0,0,0,0,0,2,0,500,267559,18,2,0,30,0,8,6
Claire,Linglet,120102,0,0,0,524,0,1,31,130101,10009,1,166,2218,315,147523,1,4,57,2,1,40951,3,9,0,0,0,0,0,9,0,500,267560,18,8,0,30,0,8,0
Natalie,Tregonwell,70102,0,3,0,647,0,1,31,132101,9503,1,171,2216,315,146403,1,4,62,2,1,40959,3,2,0,0,0,0,0,2,0,500,267561,14,2,0,30,0,2,3
Sadie,Brackenborough,70102,0,1,0,561,5,1,31,143101,9508,1,167,2216,315,148110,2,4,59,2,1,40955,4,6,0,0,0,0,0,2,0,500,267562,14,2,0,30,0,7,1
Peyton,Nethercoat,60302,0,2,0,537,0,1,31,132101,9510,1,174,2216,315,146740,1,4,62,2,1,40756,4,1,0,0,0,0,0,2,0,500,267563,14,2,0,30,0,2,0
Sandra,Drajcković,70102,0,6,0,532,0,1,31,122101,7501,1,177,76,315,146938,1,4,60,2,1,40959,3,2,0,0,0,0,0,2,0,500,267703,10,3,0,30,0,1,6
Ligaya,Magsumbol,70102,0,0,0,560,5,1,31,141001,6023,1,180,76,315,146938,2,4,60,2,1,40952,0,3,0,0,0,0,0,3,0,500,267704,181,4,0,30,0,1,1
Iris,Pavlidou,70102,0,1,0,647,0,1,31,122101,9001,1,178,76,315,146938,1,4,60,2,1,40950,0,5,0,0,0,0,0,4,0,500,267705,22,3,0,30,0,1,1
Tereza,Bartonĕcová,70102,0,1,0,560,0,1,31,132101,7502,1,184,76,315,146938,1,4,60,2,1,40756,4,1,0,0,0,0,0,2,0,500,267706,12,2,0,30,0,1,1
Audra,Didgalviskaitė,70102,0,0,0,636,0,1,31,132101,7502,1,182,76,315,146938,1,4,60,2,1,40954,3,8,0,0,0,0,0,2,0,500,267707,30,3,0,30,0,2,0
Tilda,Mustakari,70102,0,1,0,538,5,1,31,122101,9510,1,176,76,315,146938,2,4,60,2,1,40955,4,1,0,0,0,0,0,1,0,500,267708,17,1,0,30,0,1,1
Inaya,Okech,70102,0,0,0,435,0,1,31,130101,10024,1,176,78,315,146938,1,4,60,2,1,40960,3,3,0,0,0,0,0,6,0,500,267709,141,9,0,30,0,1,1
Arijana,Loraj,70102,0,3,0,532,0,1,31,122101,9002,1,182,78,315,146938,1,4,60,1,1,40959,3,2,0,0,0,0,0,2,0,500,267710,1,4,0,30,0,1,0
Elvisa,Trto,70102,0,1,0,75,0,1,31,122101,7501,1,178,78,315,146938,1,4,62,2,1,40954,3,8,0,0,0,0,0,2,0,500,267711,8,3,0,30,0,2,1
Axeliane,Clarke,70102,0,3,0,530,0,1,31,122101,6010,1,175,78,315,146938,1,4,60,1,1,40957,3,3,0,0,0,0,0,2,0,500,267712,70,4,0,30,0,2,1
Maddison,Streatfield,1170502,0,3,0,536,0,1,31,132101,5509,1,178,351,315,147328,1,4,61,2,1,40961,3,2,0,0,0,0,0,3,0,500,268495,195,2,0,30,0,2,0
Isla,Nulliner,70102,0,2,0,562,0,1,31,122101,5501,1,172,351,315,147937,1,4,61,2,1,40959,3,2,0,0,0,0,0,2,0,500,268496,195,2,0,30,0,2,0
Clémentine,Lavenir,60302,0,3,0,517,0,1,31,132101,5509,1,177,2218,315,145717,1,4,64,2,1,40757,4,4,0,0,0,0,0,3,0,500,268586,18,2,0,30,0,1,3
Gaëlle,Hauchard,1170502,0,5,0,524,5,1,31,143101,5510,1,174,2218,315,147902,2,4,61,2,1,40956,0,2,0,0,0,0,0,2,0,500,268587,18,2,0,30,0,2,6
Danish Nabil,Riaz,2150301,0,0,0,65,0,1,31,224001,517,1,184,41,315,145080,0,4,73,2,0,27115,3,9,0,0,0,0,0,3,0,500,268869,36,5,0,30,0,1,0
Suad,Hajradinović,60201,0,9,0,65,0,1,31,232001,3502,1,187,56,315,145080,0,4,78,2,0,27092,3,5,0,0,0,0,0,2,0,500,268870,46,4,0,30,0,5,0
Hakan,Bozbakan,60201,0,21,0,16,0,1,31,221001,2015,1,186,19,315,147027,0,4,75,1,0,27051,0,3,0,0,0,0,0,4,0,500,269241,48,4,0,30,0,5,3
Baran,Kocaoğul,2150301,0,20,0,77,0,1,31,224001,2005,1,189,19,315,147027,0,4,80,2,0,27080,0,4,0,0,0,0,0,4,0,500,269242,48,5,0,30,0,5,3
Ábel,Medvés,60201,0,3,0,636,0,1,31,224001,11,1,188,330,315,147027,0,4,82,2,0,27067,0,2,0,0,0,0,0,3,0,500,269266,23,4,0,30,0,5,0
Kaisley,Leal,70102,0,0,0,512,0,1,31,122101,5501,1,174,2221,315,149203,1,4,65,2,1,40966,3,5,0,0,0,0,0,4,0,500,272634,95,2,0,30,0,1,0
Kaiya,Blackwell,1170502,0,20,0,615,0,1,31,122101,7005,1,176,2221,315,148570,1,4,67,1,1,40964,1,3,0,0,0,0,0,4,0,500,272635,95,4,0,30,0,2,6
Paisleigh,Monroe,120102,0,2,0,500,0,1,31,132101,9503,1,176,2221,315,149504,1,4,68,2,1,40963,3,4,0,0,0,0,0,4,0,500,272636,95,2,0,30,0,2,2
Giovanna,Piñeda,120102,0,20,0,504,0,1,31,123101,7012,1,177,2221,315,148122,1,4,68,2,1,40962,0,4,0,0,0,0,0,4,0,500,272637,95,5,0,30,0,2,20
Jaylani,Velazquez,60302,0,21,0,71,0,1,31,130101,10004,1,173,2221,315,146733,1,4,59,2,1,40965,2,9,0,0,0,0,0,8,0,500,272638,95,8,0,30,0,1,0
Kimber,Burchfield,120102,0,19,0,281,0,1,31,132101,9008,1,174,2221,315,146313,1,4,62,2,1,40961,3,2,0,0,0,0,0,3,0,500,272639,95,2,0,30,0,1,6
Dilara,Dahmen,70102,0,1,0,512,0,1,31,122101,5501,1,172,2215,315,146938,1,4,62,2,1,40954,3,8,0,0,0,0,0,2,0,500,275116,21,2,0,30,0,2,1
Nina,Kramermann,120102,0,2,0,16,0,1,31,122101,5500,1,170,2215,315,146938,1,4,59,2,1,40959,3,2,0,0,0,0,0,2,0,500,275117,21,2,0,30,0,8,2
Bea,Mühlendorf,120102,0,5,0,623,5,1,31,122101,5502,1,170,2215,315,146938,2,4,59,2,1,40964,1,3,0,0,0,0,0,4,0,500,275118,21,2,0,30,0,8,5
Hilda,Schmitzenberg,120102,0,16,0,77,0,1,31,122101,5503,1,171,2215,315,146938,1,4,60,2,1,40963,3,4,0,0,0,0,0,4,0,500,275119,21,2,0,30,0,2,16
Aina,Corella,120102,0,1,0,615,0,1,31,132101,5505,1,168,2222,315,146938,1,4,60,2,1,40956,0,2,0,0,0,0,0,2,0,500,275120,45,3,0,30,0,8,1
Naroa,Lete,120102,0,6,0,552,0,1,31,141001,5505,1,171,2222,315,150590,1,4,61,1,1,40962,0,4,0,0,0,0,0,4,0,500,275121,45,4,0,30,0,2,6
Leire,Perlas,120102,0,12,0,928,0,1,31,122101,5506,1,173,2222,315,146938,1,4,61,2,1,40961,3,2,0,0,0,0,0,3,0,500,275122,45,3,0,30,0,2,12
Athenea,Pinilla,120102,0,2,0,617,0,1,31,122101,5507,1,176,2222,315,146938,1,4,63,2,1,40958,0,8,0,0,0,0,0,2,0,500,275123,45,3,0,30,0,2,2
Eunate,Pazos,120102,0,4,0,639,0,1,31,122101,5506,1,175,2222,315,146938,1,4,62,2,1,40964,1,3,0,0,0,0,0,4,0,500,275124,45,3,0,30,0,2,4
