firstname,commonname,surname,eyebrowcode,skintypecode,haircolorcode,facialhairtypecode,managerid,accessorycode4,hairtypecode,lipcolor,skinsurfacepack,accessorycode3,accessorycolourcode1,headtypecode,height,seasonaloutfitid,birthdate,skinmakeup,weight,hashighqualityhead,eyedetail,gender,headassetid,ethnicity,faceposerpreset,teamid,eyecolorcode,personalityid,accessorycolourcode3,accessorycode1,headclasscode,nationality,sideburnscode,accessorycolourcode4,headvariation,skintonecode,outfitid,skincomplexion,accessorycode2,hairstylecode,bodytypecode,managerjointeamdate,accessorycolourcode2,facialhaircolorcode
Constantin,,Gâlcă,2090101,6,0,287,249154,0,160,0,242201,0,0,4006,178,5511,142225,0,75,0,2,0,249154,4,0,308,3,0,0,0,1,39,0,0,0,4,5507,4,0,0,81,161258,0,0
Marius,,Șumudică,60201,0,24,16,250013,0,199,0,250102,0,0,15,179,5511,141855,0,75,0,2,0,250013,2,0,310,3,1,0,0,1,39,0,0,0,2,5713,2,0,0,83,161383,0,9
Stefan,,Billborn,2320101,0,5,287,250518,0,122,0,242201,0,0,4004,177,5511,142477,0,75,0,1,0,250518,1,0,319,2,1,0,0,1,46,0,0,0,1,5710,1,0,0,82,161327,0,1
Henrik,,Rydström,40101,0,5,243,47178,0,0,0,242201,0,0,30,177,5560,143665,0,72,0,2,0,47178,1,0,320,1,1,0,0,1,46,0,0,0,1,5718,1,0,0,82,160755,0,6
Johan,,Lindholm,60201,0,5,243,74918,0,65,0,232101,0,0,3,181,5509,148079,0,75,0,2,0,74918,2,0,321,2,0,0,0,1,46,0,0,0,2,5569,3,0,0,82,161390,0,26
Tomas,,Oral,2150301,0,8,243,250595,0,641,0,253101,0,0,2006,168,5560,142637,0,75,0,2,0,250595,3,0,322,3,1,0,0,1,21,0,0,0,3,5504,3,0,0,87,161474,0,8
Thomas,,Häberli,2290301,0,9,30,7053,0,290,0,242201,0,0,7,182,5509,142989,0,81,0,2,0,7053,4,0,324,3,0,0,0,1,47,0,0,0,4,5565,4,0,0,82,161333,0,9
Okan,,Buruk,2090101,0,0,251,250192,0,122,0,244101,0,0,2517,170,5530,140788,0,75,0,1,0,250192,4,0,325,4,0,0,0,1,48,0,0,0,4,5500,4,0,0,88,160593,0,22
José Mário,José Mourinho,dos Santos Mourinho,60201,0,24,259,232425,0,154,0,253101,0,0,2508,176,5561,138896,0,75,1,2,0,232425,2,0,326,3,1,0,0,0,38,0,0,0,3,5713,2,0,0,82,161304,0,9
Giovanni,,van Bronckhorst,2150301,0,0,259,5704,0,655,0,252102,0,0,1519,177,5541,143289,0,75,0,0,0,5704,4,0,327,3,0,0,0,1,34,0,0,0,4,5517,5,0,0,81,161307,0,0
Marco,,Giampaolo,60201,0,8,243,249994,0,40,0,253101,0,0,3518,180,5558,140545,0,75,0,2,0,249994,2,0,347,9,0,0,0,1,27,0,0,0,2,5501,2,0,0,83,161466,0,9
,,,60101,0,6,0,4104,0,655,0,232001,0,0,57,178,5509,145139,0,69,0,0,0,26540,1,3,357,1,1,0,0,0,42,0,0,0,1,5504,1,0,0,82,161305,0,6
,,,60201,0,23,0,255945,0,160,0,232001,0,0,4020,191,5511,145139,0,75,0,2,0,26540,2,3,361,1,0,0,0,0,14,0,0,0,2,5510,2,0,0,85,161280,0,5
,,,2150301,0,24,243,272892,0,72,0,253101,0,0,1533,188,5509,145139,0,75,0,2,0,26539,2,0,378,1,0,0,0,0,18,0,0,0,2,5506,2,0,0,84,160788,0,24
,,,2150301,0,6,243,251153,0,141,0,232001,0,0,1512,177,5531,145139,0,75,0,2,0,26541,3,3,379,6,0,0,0,0,44,0,0,0,3,5569,3,0,0,81,161327,0,23
,,,60201,0,9,244,279004,0,114,0,253101,0,0,2022,180,5511,145139,0,75,0,2,0,26541,2,3,381,6,0,0,0,0,14,0,0,0,2,5566,2,0,0,82,161302,0,23
,,,30301,0,0,0,63009,0,16,0,223101,0,0,1,180,5500,145139,0,75,0,0,0,26537,2,0,383,1,1,0,0,0,14,0,0,0,2,5500,1,0,0,86,159325,0,0
Răzvan,,Lucescu,2150101,6,23,287,250354,0,141,0,252102,0,0,2515,179,5548,141110,0,75,0,2,0,250354,4,0,393,6,1,0,0,1,39,0,0,0,4,5718,4,0,0,82,160237,0,0
Erling,,Moe,2290101,0,9,255,249331,0,234,0,244101,0,0,2000,180,5511,141630,0,75,0,2,0,249331,2,0,417,8,0,0,0,1,36,0,0,0,2,5506,1,0,0,82,159443,0,23
Jørgen,,Vik,60201,0,6,253,279923,0,43,0,234101,0,0,4013,176,5509,148848,0,75,0,2,0,279923,2,0,418,2,0,0,0,1,36,0,0,0,2,5707,2,0,0,82,161158,0,6
Jan,,Urban,2290101,0,6,287,249636,0,75,0,253101,0,1,11,179,5722,138639,0,75,0,2,0,249636,3,0,420,2,0,0,300,1,37,0,0,0,3,5523,1,0,0,83,160862,0,23
Stephen,,Kenny,40101,0,8,0,250535,0,291,0,252102,0,0,2512,175,5527,142095,0,75,0,2,0,250535,1,0,423,8,0,0,0,1,25,0,0,0,1,5713,3,0,0,81,161287,0,5
Mikkjal,,Thomassen,60201,0,23,0,70772,0,176,0,252102,0,0,58,180,5557,143630,0,75,0,2,0,70772,2,0,433,10,0,0,0,1,16,0,0,0,2,5523,2,0,0,82,161348,0,6
Şenol,,Güneş,60201,0,9,287,250476,0,150,0,252102,0,0,30,178,5557,135005,0,75,0,2,0,250476,2,0,436,5,0,0,0,1,48,0,0,0,2,5502,2,0,0,82,161397,0,0
Ruaidhrí,,Higgins,30101,0,23,255,262052,0,160,0,240201,0,0,34,178,5510,146837,0,75,0,2,0,262052,2,0,445,2,0,0,0,1,35,0,0,0,2,5510,1,0,0,82,160168,0,23
Ernesto,Ernesto Valverde,Valverde Tejedor,2150301,0,23,0,249332,0,230,0,251101,0,0,2000,169,5529,139275,0,75,0,2,0,249332,4,0,448,7,0,0,0,0,45,0,0,0,3,5713,4,0,0,87,161349,0,23
Manuel,,Pellegrini,2290101,0,9,287,168384,0,229,0,253101,0,0,1501,184,5580,135477,0,80,0,1,0,168384,3,0,449,2,0,0,0,1,55,0,0,0,3,5534,3,0,0,82,159903,0,23
Claudio,Claudio Giráldez,Giráldez González,30101,0,0,251,71542,0,0,0,232101,0,0,42,185,5509,148056,0,75,0,2,0,71542,3,0,450,3,0,0,0,1,45,0,0,0,3,5566,4,0,0,85,161222,0,0
José Manuel,Manolo González,González Álvarez,60201,0,9,245,71533,0,0,0,232201,0,0,4021,176,5718,144728,0,75,0,2,0,71533,4,0,452,9,1,0,0,1,45,0,0,0,4,5567,4,0,0,83,161222,0,23
Jagoba,Jagoba Arrasate,Arrasate Elustondo,60201,0,19,259,172720,0,150,0,253101,0,0,3513,169,5552,144461,0,72,0,2,0,172720,2,0,453,7,0,0,0,0,45,0,0,0,4,5566,2,0,0,88,161349,0,6
José Alberto,José Alberto,López Menéndez,2320101,0,9,243,249745,0,0,0,242101,0,0,1521,175,5558,145951,0,75,0,2,0,249745,3,0,456,7,0,0,0,1,45,0,0,0,3,5507,4,0,0,83,160767,0,9
Imanol,Imanol Alguacil,Alguacil,70000,0,9,0,249601,0,138,0,251101,0,0,25,187,5555,141977,0,75,1,2,0,249601,4,0,457,7,0,0,0,0,45,0,0,0,4,5534,4,0,0,84,161349,0,23
Rubén,Rubén Albés,Albés Yáñez,60201,0,3,45,256925,0,93,0,232201,0,0,4005,188,5509,146961,0,75,0,2,0,256925,4,0,459,3,1,0,0,1,45,0,0,0,4,5522,4,0,0,84,161333,0,3
Rubén,Rubén Baraja,Baraja Vegas,60000,0,22,251,141317,0,648,0,244101,0,0,2506,180,5529,143445,0,75,0,1,0,141317,4,0,461,3,0,0,0,1,45,0,0,0,4,5507,4,0,0,82,160830,0,23
Paulo,,Pezzolano,2090101,0,19,259,253719,0,133,0,242101,0,0,525,185,5505,146289,0,75,0,2,0,253719,2,0,462,2,1,0,0,1,60,0,0,0,2,5717,1,0,0,85,160879,0,19
Luis,Luis García,García Plaza,2320101,0,22,246,249939,0,636,0,242201,0,0,22,180,5557,142493,0,75,0,6,0,249939,4,0,463,3,1,0,0,1,45,0,0,0,4,5567,4,0,0,81,160566,0,23
Joseba,Etxeberria,Etxeberria Lizardi,2320101,6,3,287,8340,0,655,0,232001,0,1,41,178,5555,144232,0,74,0,2,0,8340,3,0,467,4,1,0,300,1,45,0,0,0,3,5522,1,0,0,81,160950,0,22
Eder,Eder Sarabia,Sarabia Armesto,60301,0,22,45,269896,0,179,0,243101,0,0,26,170,5530,145350,0,75,0,2,0,269896,4,0,468,3,0,0,0,1,45,0,0,0,4,5526,1,0,0,88,161333,0,22
Diego,Diego Martínez,Martínez Penas,2120000,0,23,45,249256,0,293,0,243101,0,0,1539,175,5529,145430,0,75,0,2,0,249256,4,0,472,4,0,0,0,1,45,0,0,0,4,5507,4,0,0,82,161432,0,22
Vicente,Vicente Moreno,Moreno Peris,60201,0,23,289,113071,0,655,0,241101,0,0,2512,188,5585,143187,0,81,0,2,0,113071,4,0,479,3,0,0,0,1,45,0,0,0,4,5565,4,0,0,85,161333,0,23
Iñigo,Iñigo Pérez,Pérez Soto,2150401,0,6,0,71048,0,93,0,232101,0,0,2004,178,5511,148019,0,75,0,2,0,71048,2,0,480,5,0,0,0,1,45,0,0,0,2,5707,3,0,0,81,161195,0,0
Francesc Xavier,García Pimienta,García Pimienta,60101,0,23,45,249393,0,284,0,242201,0,0,4005,170,5557,143103,0,75,0,2,0,249393,4,0,481,4,0,0,0,1,45,0,0,0,4,5526,5,0,0,88,160444,0,23
Marcelino,Marcelino,García Toral,2150201,6,0,287,241611,0,78,0,250101,0,0,58,170,5505,139827,0,73,1,2,0,241611,2,0,483,3,1,0,0,0,45,0,0,0,2,5708,4,0,0,87,161103,0,0
,,,60201,0,3,243,102133,0,189,0,232001,0,0,2,178,5520,145139,0,72,0,2,0,26540,2,3,485,1,0,0,0,0,21,0,0,0,2,5569,2,0,0,82,160602,0,8
Pit,,Reimers,60201,0,6,251,75352,0,122,0,242201,0,0,34,180,5707,146486,0,75,0,2,0,75352,2,0,487,2,0,0,0,1,21,0,0,0,2,5728,2,0,0,82,161419,0,6
Antônio José,Tozé Marreco,Marreco de Gouveia,2150301,0,23,259,75244,0,65,0,233101,0,0,1526,183,5511,147842,0,75,0,2,0,75244,4,0,489,9,0,0,0,1,38,0,0,0,4,5566,4,0,0,82,161421,0,22
Nils,,Döring,60201,0,22,251,73073,0,167,0,242101,0,0,68,190,5707,145183,0,75,0,2,0,73073,4,0,492,3,0,0,0,1,21,0,0,0,4,5520,4,0,0,85,161321,0,23
Thomas,,Stamm,2120000,6,6,248,262753,0,160,0,244101,0,0,1505,180,5557,146225,0,75,0,2,0,262753,2,0,503,2,0,0,0,1,47,0,0,0,2,5522,4,0,0,81,160237,0,6
Pavel,,Dotchev,1140101,0,24,28,250269,0,167,0,242101,0,0,2515,176,5558,139872,0,75,0,2,0,250269,2,0,506,4,0,0,0,1,9,0,0,0,2,5707,4,0,0,83,160511,0,8
,,,30301,0,0,0,63003,0,16,0,223101,0,0,1,180,5500,145139,0,75,0,0,0,26537,2,0,517,1,1,0,0,0,14,0,0,0,2,5500,1,0,0,86,159325,0,0
Rüdiger,,Ziehl,1140101,0,8,287,262855,0,289,0,242101,0,0,1550,184,5521,144283,0,75,0,2,0,262855,3,0,523,6,0,0,0,1,21,0,0,0,3,5708,4,0,0,82,160237,0,2
Christoph,,Dabrowski,50101,0,23,45,12070,0,122,0,242101,0,0,2017,195,5506,144531,0,82,0,6,0,12070,3,0,526,2,0,0,0,1,21,0,0,0,3,5707,4,0,0,85,160602,0,23
,,,2310101,0,23,253,250463,0,321,0,250101,0,1,2030,184,5511,145139,0,75,0,2,0,26539,2,0,531,1,0,0,300,0,21,0,0,0,2,5707,1,0,0,82,159685,0,23
Vincent,,Euvrard,60401,0,2,287,256523,0,114,0,234101,0,0,2030,184,5511,145881,0,75,0,2,0,256523,2,0,537,1,0,0,0,1,7,0,0,0,2,5508,1,0,0,82,161333,0,2
,,,2150301,0,2,58,75530,0,284,0,232001,0,0,2021,183,5511,145139,0,75,0,2,0,26539,2,0,543,1,0,0,0,0,21,0,0,0,2,5522,2,0,0,82,161451,0,20
John,,Russell,2290101,0,3,243,269585,0,77,0,240201,0,0,17,173,5527,147027,0,75,0,2,0,269585,1,0,563,8,0,0,0,1,25,0,0,0,1,5510,1,0,0,87,160573,0,19
,,,30301,0,0,0,63006,0,16,0,223101,0,0,1,180,5500,145139,0,75,0,0,0,26537,2,0,567,1,1,0,0,0,14,0,0,0,2,5500,1,0,0,86,159325,0,0
,,,30301,0,0,0,63004,0,16,0,223101,0,0,1,180,5500,145139,0,75,0,0,0,26537,2,0,568,1,1,0,0,0,14,0,0,0,2,5500,1,0,0,86,159325,0,0
Sergio,Sergio Pellicer,Pellicer García,2290401,0,8,287,255139,0,284,0,250101,0,0,3512,179,5509,142775,0,75,0,2,0,255139,5,0,573,9,0,0,0,1,45,0,0,0,5,5506,5,0,0,82,160810,0,9
,,,2150301,0,3,0,264727,0,186,0,232001,0,0,1502,178,5511,145139,0,75,0,2,0,26540,3,3,576,1,0,0,0,0,21,0,0,0,3,5566,3,0,0,82,160332,0,0
,,,60201,0,8,0,249571,0,558,0,253101,0,0,43,182,5527,145139,0,75,0,2,0,26542,3,0,580,3,1,0,0,0,21,0,0,0,3,5728,3,0,0,82,159261,0,5
,,,30301,0,0,0,63008,0,16,0,223101,0,0,1,180,5500,145139,0,75,0,0,0,26537,2,0,598,1,1,0,0,0,14,0,0,0,2,5500,1,0,0,86,159325,0,0
Jorge Fernando,Jorge Jesus,Pinheiro de Jesus,2150101,0,8,287,249725,0,9,0,263201,0,0,36,175,5557,135788,0,75,0,1,0,249725,3,0,605,3,1,0,0,1,38,0,0,0,3,5508,3,0,0,82,160572,0,5
Laurent,,Blanc,60201,0,9,251,271996,0,310,0,260101,0,1,2022,192,5580,139924,0,75,0,2,0,271996,3,0,607,2,0,0,300,1,18,0,0,0,3,5580,4,0,0,84,161345,0,9
,,,2150301,0,24,43,250055,0,26,0,253101,0,0,1553,181,5506,145139,0,75,0,2,0,26538,2,0,614,2,0,0,0,0,18,0,0,0,2,5522,2,0,0,83,161334,0,8
Don,,Cowie,1140401,0,0,287,70912,0,65,0,242101,0,0,2008,180,5510,146221,0,75,0,2,0,70912,2,0,631,2,0,0,0,1,42,0,0,0,2,5728,2,0,0,82,161189,0,0
,,,40101,0,6,287,138629,0,0,0,232001,0,0,2502,182,5509,145139,0,76,0,0,0,26538,2,0,634,2,1,0,0,0,34,0,0,0,2,5522,1,0,0,82,160967,0,3
Rik,,De Mil,2150101,6,6,45,274862,0,10,0,242101,0,0,2030,175,5531,145703,0,75,0,2,0,274862,3,0,670,2,0,0,0,1,7,0,0,0,3,5718,3,0,0,82,160852,0,6
Thorsten,,Fink,2290101,0,24,266,720,0,167,0,242101,0,0,3516,181,5509,140633,0,79,0,6,0,720,3,0,673,8,0,0,0,1,21,0,0,0,3,5507,4,0,0,82,161333,0,8
Wouter,,Vrancken,2310101,0,2,0,251205,0,150,0,242101,0,0,1531,185,5551,144748,0,75,0,2,0,251205,2,0,674,8,1,0,0,1,7,0,0,0,2,5524,2,0,0,85,160602,0,2
Dirk,,Kuyt,2320401,0,5,251,72987,0,633,0,242201,0,0,33,184,5543,145283,0,75,0,2,0,15723,3,3,675,2,0,0,0,0,34,0,0,0,4,5567,5,0,0,82,161147,0,5
Felice,,Mazzu,60201,6,9,287,249366,0,118,0,252102,0,0,44,183,5557,140037,0,75,0,2,0,249366,2,0,680,10,1,0,0,1,7,0,0,0,2,5725,2,0,0,82,160602,0,9
Timmy,,Simons,60201,0,6,259,266005,0,65,0,234102,0,0,33,186,5558,143964,0,75,0,2,0,266005,1,0,681,5,0,0,0,1,7,0,0,0,1,5714,1,0,0,85,160406,0,3
,,,60101,0,0,266,261363,0,691,0,232001,0,0,528,185,5557,145139,0,75,0,0,0,26545,9,2,687,9,0,0,0,0,18,0,0,0,9,5707,7,0,0,85,160122,0,0
,,,60201,0,6,0,71668,0,141,0,232001,0,0,58,173,5575,145139,0,75,0,2,0,26541,2,3,688,6,0,0,0,0,95,0,0,0,2,5514,2,0,0,87,161160,0,6
,,,60201,0,0,243,51022,0,181,0,232001,0,0,4001,186,5510,145139,0,84,0,2,0,26543,2,0,689,7,0,0,0,0,21,0,0,0,2,5522,2,0,0,85,160602,0,3
,,,2190000,0,6,0,249083,0,635,0,232001,0,0,2030,175,5530,145139,0,75,0,0,0,26541,2,3,691,6,0,0,0,0,95,0,0,0,2,5514,1,0,0,82,159328,0,3
,,,60201,0,9,0,249420,0,24,0,253101,0,0,2017,175,5527,145139,0,75,0,2,0,26542,3,0,693,3,0,0,0,0,95,0,0,0,3,5520,3,0,0,82,160913,0,0
,,,60201,0,3,287,18103,0,0,0,224001,0,0,1512,170,5511,145139,0,68,0,2,0,26538,4,0,694,2,0,0,0,0,95,0,0,0,4,5523,4,0,0,89,161105,0,3
,,,30301,0,0,0,63010,0,16,0,223101,0,0,1,180,5500,145139,0,75,0,0,0,26537,2,0,695,1,1,0,0,0,14,0,0,0,2,5500,1,0,0,86,159325,0,0
,,,60101,0,8,0,250306,0,656,0,232001,0,0,1520,185,5531,145139,0,75,0,0,0,26539,2,0,696,1,1,0,0,0,95,0,0,0,2,5502,1,0,0,85,155986,0,9
,,,1140101,0,6,287,17744,0,176,0,232001,0,0,2014,180,5530,145139,0,78,0,0,0,26541,2,3,697,6,0,0,0,0,95,0,0,0,2,5505,1,0,0,82,160060,0,6
,,,1140101,0,3,243,16169,0,89,0,232001,0,0,3512,174,5514,145139,0,66,0,0,0,26540,2,3,698,1,1,0,0,0,95,0,0,0,2,5522,1,0,0,88,155673,0,6
Oscar,,Hiljemark,2320000,0,16,287,274997,0,636,0,232001,0,0,0,184,5560,149642,0,75,0,2,0,274997,2,0,700,1,0,0,0,1,46,0,0,0,2,5506,1,0,0,82,161305,0,2
Andreas,,Alm,2150101,0,0,249,41487,0,297,0,252001,0,0,3,180,5529,142693,0,80,0,2,0,41487,2,0,702,3,0,0,0,1,46,0,0,0,2,5718,4,0,0,82,161151,0,0
Kim,,Hellberg,2180101,0,6,243,267686,0,284,0,232001,0,0,27,180,5511,148033,0,75,0,2,0,267686,1,0,708,2,0,0,0,1,46,0,0,0,1,5718,1,0,0,82,161151,0,5
Roberth,,Björknesjö,60201,0,9,0,250401,0,65,0,252102,0,0,0,180,5511,142643,0,75,0,2,0,250401,2,0,710,2,0,0,0,1,46,0,0,0,2,5510,2,0,0,82,161446,0,2
Joop,,Oosterveld,60201,0,6,251,75185,0,632,0,242201,0,0,40,184,5527,147231,0,75,0,2,0,75185,2,0,711,8,0,0,0,1,34,0,0,0,2,5707,2,0,0,83,161417,0,6
José Augusto G.,José Faria,P. de Almeida Faria,2150000,0,0,244,75553,0,0,0,234101,0,1,4009,175,5718,147429,0,75,0,2,0,75553,4,0,718,3,0,0,300,1,38,0,0,0,4,5718,4,0,0,82,161423,0,0
Alexsandro,Alex,de Souza,1140401,0,9,0,73314,0,25,0,240101,0,1,1539,176,5713,144241,0,75,0,2,0,73314,5,0,741,9,0,0,300,1,54,0,0,0,5,5713,6,0,0,82,161298,0,0
Armando,Petit,Gonçalves Teixeira,60201,0,3,0,4083,0,290,0,232001,0,0,39,176,5538,143887,0,68,0,2,0,4083,2,0,744,3,1,0,0,1,38,0,0,0,2,5501,2,0,0,82,160389,0,3
Thomas,,Reis,50000,0,8,248,253183,0,101,0,243101,0,0,4013,183,5527,142800,0,75,0,2,0,253183,2,0,748,6,0,0,0,1,21,0,0,0,2,5707,3,0,0,83,161333,0,9
Keith,,Long,1130101,0,8,255,3362,0,101,0,250202,0,0,3514,180,5511,142841,0,70,0,2,0,3362,4,0,753,5,0,0,0,1,25,0,0,0,4,5506,4,0,0,83,160873,0,22
Jacob,,Neestrup,40101,0,6,243,256779,0,188,0,242101,0,0,0,184,5557,148069,0,75,0,1,0,256779,1,0,819,2,1,0,0,1,13,0,0,0,1,5523,3,0,0,81,160683,0,9
Menno,,van Dam,2310000,0,5,0,73122,0,148,0,232101,0,0,4020,176,5511,146345,0,75,0,2,0,73122,2,0,820,2,1,0,0,1,34,0,0,0,2,5707,1,0,0,82,161298,0,5
Mihai,,Teja,2150401,0,23,243,251020,0,293,0,232001,0,0,2508,177,5511,144614,0,75,0,2,0,251020,4,0,822,3,0,0,0,1,39,0,0,0,4,5522,4,0,0,82,161418,0,23
Damien,,Duff,2080000,0,5,45,265419,0,118,0,240201,0,0,2016,177,5520,144775,0,75,0,2,0,265419,1,0,834,1,1,0,0,1,25,0,0,0,1,5510,1,0,0,81,160362,0,12
Jon,,Daly,2150101,0,3,255,2392,0,693,0,242101,0,0,14,191,5707,146183,0,83,0,6,0,2392,1,0,837,1,0,0,0,1,25,0,0,0,1,5510,4,0,0,86,161294,0,6
Niels,,Frederiksen,2320000,0,8,0,250172,0,290,0,250101,0,0,4005,188,5557,141736,0,75,0,1,0,250172,2,0,873,2,0,0,0,1,13,0,0,0,2,5523,2,0,0,85,161333,0,2
Ricardo,,Moniz,2150000,6,0,0,250375,0,277,0,253101,0,0,1526,167,5511,139404,0,75,0,6,0,250375,5,0,894,9,0,0,0,1,34,0,0,0,5,5520,4,0,0,88,161263,0,0
Fabio,,Celestini,2290000,0,9,251,117321,0,240,0,242201,0,0,3512,183,5511,143557,0,83,0,6,0,117321,4,0,896,3,0,0,0,1,47,0,0,0,4,5565,4,0,0,82,160745,0,22
Mario,,Frick,2150101,0,9,259,258145,0,161,0,242101,0,0,2014,182,5557,143138,0,75,0,2,0,258145,2,0,897,3,0,0,0,1,29,0,0,0,2,5503,4,0,0,82,160410,0,9
Enrico,,Maaßen,2150301,0,3,255,262686,0,186,0,233101,0,0,2006,178,5557,146610,0,75,0,2,0,262686,2,0,898,8,0,0,0,1,21,0,0,0,2,5566,1,0,0,82,161333,0,22
Joël,,Magnin,2120000,0,9,251,251406,0,0,0,250101,0,0,500,178,5527,141943,0,75,0,2,0,251406,2,0,900,3,0,0,0,1,47,0,0,0,2,5521,3,0,0,82,161432,0,0
Kjetil,,Knutsen,40202,0,23,255,249860,0,155,0,242101,0,0,4014,182,5511,140972,0,75,0,2,0,249860,3,0,918,3,0,0,0,1,36,0,0,0,3,5506,1,0,0,82,158960,0,9
Eirik,,Horneland,2320000,0,9,243,249307,0,101,0,250102,0,0,2006,180,5511,143326,0,75,0,1,0,249307,1,0,919,8,0,0,0,1,36,0,0,0,1,5520,3,0,0,82,160277,0,23
Jørgen,,Isnes,2360101,0,24,38,272752,0,633,0,242101,0,0,1517,188,5511,144956,0,75,0,2,0,272752,2,0,922,2,1,0,0,1,36,0,0,0,2,5520,2,0,0,85,160786,0,23
Sun Hong,Hwang Sun Hong,Hwang,2320101,0,0,0,241684,0,13,0,240201,0,0,522,183,5707,140892,0,80,0,0,0,241684,4,0,980,9,0,0,0,1,167,0,0,0,4,5566,4,0,0,82,161305,0,0
Gi Dong,Kim Gi Dong,Kim,2210000,0,0,0,249856,0,1090,0,241101,0,0,560,171,5707,141915,0,75,0,2,0,249856,4,0,982,9,1,0,0,1,167,0,0,0,4,5587,3,0,0,88,161133,0,0
Miguel Ángel,,Russo,2320101,0,8,0,250106,0,655,0,253101,0,0,1526,175,5529,136413,0,75,0,2,0,250106,5,0,1013,4,0,0,0,1,52,0,0,0,5,5524,4,0,0,81,161441,0,3
,,,30301,0,0,0,63012,0,16,0,223101,0,0,1,180,5500,145139,0,75,0,0,0,26537,2,0,1035,1,1,0,0,0,14,0,0,0,2,5500,1,0,0,86,159325,0,0
,,,30301,0,0,0,63013,0,16,0,223101,0,0,1,180,5500,145139,0,75,0,0,0,26537,2,0,1039,1,1,0,0,0,14,0,0,0,2,5500,1,0,0,86,159325,0,0
,,,30301,0,0,0,63014,0,16,0,223101,0,0,1,180,5500,145139,0,75,0,0,0,26537,2,0,1041,1,1,0,0,0,14,0,0,0,2,5500,1,0,0,86,159325,0,0
,,,30301,0,0,0,63005,0,16,0,223101,0,0,1,180,5500,145139,0,75,0,0,0,26537,2,0,1043,1,1,0,0,0,14,0,0,0,2,5500,1,0,0,86,159325,0,0
,,,30301,0,0,0,63007,0,16,0,223101,0,0,1,180,5500,145139,0,75,0,0,0,26537,2,0,1048,1,1,0,0,0,14,0,0,0,2,5500,1,0,0,86,159325,0,0
Lee,,Carsley,60202,0,3,246,50610,0,0,0,233101,0,0,58,177,5722,142947,0,76,0,2,0,50610,3,0,1318,9,0,0,0,1,25,0,0,0,3,5722,3,0,0,82,161372,0,3
Zlatko,,Dalić,2290101,0,0,287,250720,0,69,0,242101,0,0,4013,179,5541,140265,0,75,0,2,0,250720,4,0,1328,3,0,0,0,1,10,0,0,0,4,5517,3,0,0,82,158874,0,0
Ivan,,Hašek,40103,0,24,246,71340,0,0,0,260101,0,0,4018,176,5505,139119,0,75,0,2,0,71340,1,0,1330,5,1,0,0,1,12,0,0,0,1,5505,1,0,0,82,161154,0,8
Brian,,Riemer,2080201,0,9,259,272666,0,0,0,242101,0,0,3516,174,5511,144614,0,75,0,2,0,272666,2,0,1331,1,0,0,0,1,13,0,0,0,2,5510,2,0,0,88,161448,0,22
Markku,,Kanerva,2080101,0,9,287,250025,0,93,0,250201,0,1,48,185,5560,139380,0,75,0,2,0,250025,2,0,1334,2,0,0,300,1,17,0,0,0,2,5501,1,0,0,85,158575,0,1
Didier,,Deschamps,2190101,0,8,0,220469,0,150,0,253101,0,0,3507,169,5555,140985,0,71,0,2,0,220469,3,0,1335,1,0,0,0,1,18,0,0,0,3,5524,2,0,0,88,156957,0,9
Julian,,Nagelsmann,1130301,0,2,259,249812,0,284,0,240201,0,0,2027,189,5509,147840,0,75,0,2,0,249812,2,0,1337,2,1,0,0,1,21,0,0,0,2,5522,2,0,0,85,161050,0,6
Åge,,Hareide,2150101,0,2,0,248910,0,93,0,253101,0,0,2008,180,5535,135484,0,75,0,2,0,248910,2,0,1341,3,0,0,0,1,36,0,0,0,2,5507,1,0,0,82,160889,0,1
,,,2320101,0,8,45,249931,0,0,0,250101,0,0,25,180,5529,145139,0,75,0,3,0,26544,4,0,1343,9,1,0,0,0,27,0,0,0,4,5574,2,0,0,82,161029,0,23
Ståle,,Solbakken,1360101,0,1,259,250516,0,0,0,242101,0,0,2002,190,5509,140754,0,75,0,2,0,250516,2,0,1352,2,1,0,0,1,36,0,0,0,2,5718,3,0,0,85,160031,0,8
,,,1140101,0,9,259,148408,0,26,0,232001,0,0,1518,176,5511,145139,0,69,0,0,0,26544,2,0,1353,9,1,0,0,0,37,0,0,0,2,5507,1,0,0,82,161047,0,24
Roberto,Roberto Martínez,Martínez Montoliú,2150301,0,23,0,53951,0,0,0,253101,0,0,32,175,5509,142707,0,77,0,2,0,53951,5,0,1354,3,0,0,0,0,45,0,0,0,5,5578,5,0,0,82,160794,0,22
Heimir,,Hallgrímsson,1360103,0,9,0,249546,0,682,0,244101,0,0,3517,177,5510,140492,0,75,0,2,0,249546,3,0,1355,2,0,0,0,1,24,0,0,0,3,5566,4,0,0,82,161342,0,9
Mircea,,Lucescu,2150000,0,9,287,250121,0,22,0,250101,0,0,519,177,5555,132506,0,75,0,2,0,250121,5,0,1356,6,1,0,0,1,39,0,0,0,5,5566,5,0,0,83,161369,0,22
Steve,,Clarke,2290101,0,24,289,250538,0,26,0,242101,0,0,57,178,5541,139111,0,75,0,2,0,250538,3,0,1359,4,0,0,0,1,42,0,0,0,3,5518,4,0,0,83,159464,0,9
