firstname,surname,eyebrowcode,skintypecode,haircolorcode,facialhairtypecode,hairtypecode,lipcolor,cardstrictness,shoecolorcode2,skinsurfacepack,headtypecode,foulstrictness,height,leagueid,shoetypecode,birthdate,skinmakeup,socklengthcode,weight,eyedetail,gender,headassetid,faceposerpreset,eyecolorcode,jerseysleevelengthcode,headclasscode,sideburnscode,isreal,headvariation,skintonecode,shortstyle,smallsidedshoetypecode,refereeid,nationalitycode,skincomplexion,shoedesigncode,shoecolorcode1,hairstylecode,bodytypecode,facialhaircolorcode
Vyacheslav,Bondartchuk,2150301,0,3,243,66,0,1,31,232001,1503,1,177,76,315,144289,0,4,77,2,0,27112,0,5,0,0,0,0,0,2,0,500,221118,49,2,0,30,0,2,6
Leonidas,Lambrakis,2150301,0,0,0,103,0,1,31,251101,2517,1,181,76,315,142340,0,4,77,2,0,27051,0,3,0,0,0,0,0,4,0,500,221119,22,4,0,30,0,2,0
Regis,Graver,60201,0,0,0,280,0,1,31,220001,1007,2,185,78,315,143541,0,4,84,2,0,27068,2,3,0,0,0,0,0,8,0,500,221153,148,10,0,30,0,5,0
Michael,Oliver,2150301,6,23,287,65,0,1,31,232201,2016,1,182,13,302,146957,0,4,72,2,0,27036,4,10,0,0,0,1,0,2,0,500,221871,14,2,0,30,0,2,0
Robert,Madley,60201,0,9,0,43,0,1,31,232001,2012,0,188,14,302,147185,0,4,88,2,0,27099,0,5,0,0,0,1,0,2,0,500,221902,14,2,0,30,0,5,6
Craig,Pawson,60201,0,6,287,1283,0,2,31,252102,1522,0,182,13,315,144775,0,4,76,2,0,27071,0,2,0,0,0,1,0,2,0,500,221949,14,2,0,30,0,2,5
Anthony,Taylor,80000,0,22,287,0,0,1,31,232001,2500,0,180,13,302,144642,0,4,76,2,0,27099,0,5,0,0,0,1,0,2,0,500,221950,14,2,0,30,0,2,22
Enis,Balbay,60201,0,0,288,30,0,1,31,244101,2511,1,177,68,315,143943,0,4,72,2,0,27092,3,5,0,0,0,0,0,2,0,500,222948,48,5,0,30,0,2,0
Feridun,Doğançay,2150301,0,0,0,142,0,1,31,232001,1520,2,184,68,315,144535,0,4,77,2,0,27109,0,3,0,0,0,0,0,3,0,500,222949,48,4,0,30,0,1,0
Ingrún,Svansdóttir,70102,0,5,0,512,5,1,31,122101,9504,2,165,2136,315,145553,2,4,55,2,1,40961,3,2,0,0,0,0,0,3,0,500,226903,24,2,0,30,0,8,1
Bethany,Callanish,120102,0,3,0,536,5,0,31,143101,7018,1,168,2136,315,145755,2,4,61,2,1,40958,0,8,0,0,0,0,0,2,0,500,226905,42,1,0,30,0,7,6
Neea,Jokelainen,70102,0,6,0,538,0,1,31,122101,10501,1,173,2136,315,147399,1,4,59,2,1,40958,0,8,0,0,0,0,0,2,0,500,226907,17,1,0,30,0,1,6
Graham,Scott,60201,0,2,0,150,0,0,31,242101,2009,1,188,13,315,140980,0,4,84,2,0,27067,0,2,0,0,0,1,0,3,0,500,228958,14,2,0,30,0,5,2
Darren,Drysdale,60201,0,3,243,0,0,1,31,253101,15,1,182,60,315,141841,0,4,77,2,0,27110,0,7,0,0,0,1,0,2,0,500,231757,14,2,0,30,0,1,0
Geoff,Eltringham,2150301,0,5,0,297,0,2,31,253101,2016,2,174,14,302,141397,0,4,73,2,0,27067,0,2,0,0,0,1,0,3,0,500,231759,14,2,0,30,0,3,3
Darren,England,1130101,0,3,287,554,0,2,31,242102,4003,2,178,13,315,147027,0,4,75,2,0,27078,4,5,0,0,0,1,0,1,0,500,231760,14,1,0,30,0,2,6
Jeremy,Simpson,60201,0,6,0,297,0,2,31,253101,2,2,177,14,315,143588,0,4,75,2,0,27112,0,5,0,0,0,1,0,2,0,500,231764,14,2,0,30,0,1,3
Seb,Stockbridge,2150301,0,9,287,117,0,2,31,253101,2022,0,178,60,302,146510,0,4,75,2,0,27109,0,3,0,0,0,1,0,3,0,500,231765,14,2,0,30,0,1,6
Keith,Stroud,70000,0,5,0,114,0,2,31,253101,2005,2,170,14,315,141286,0,4,68,2,0,27081,0,4,0,0,0,1,0,5,0,500,231766,14,2,0,30,0,7,6
Lee,Swabey,70000,0,12,0,40,0,1,31,253101,2000,1,174,61,302,146327,0,4,69,2,0,27071,0,2,0,0,0,1,0,2,0,500,231768,14,2,0,30,0,3,7
Paul,Tierney,2180401,6,23,287,122,0,0,31,232001,2502,2,176,13,302,145176,0,4,70,2,0,27092,3,5,0,0,0,1,0,2,0,500,231769,14,2,0,30,0,2,9
Ben,Toner,2150301,0,6,0,16,0,0,31,232001,2012,2,180,61,302,147241,0,4,75,2,0,27036,4,10,0,0,0,1,0,2,0,500,231770,14,2,0,30,0,1,3
Gavin,Ward,60201,0,2,0,114,0,0,31,232001,2008,1,174,14,302,144657,0,4,72,2,0,27082,4,2,0,0,0,1,0,2,0,500,231771,14,2,0,30,0,1,1
David,Webb,60201,0,6,0,154,0,0,31,232001,2004,0,172,14,315,144319,0,4,73,2,0,27072,4,3,0,0,0,1,0,3,0,500,231772,14,2,0,30,0,2,6
Dean,Whitestone,60201,0,0,0,16,0,0,31,232001,2021,1,178,14,302,143832,0,4,77,2,0,27073,3,3,0,0,0,1,0,3,0,500,231773,14,2,0,30,0,1,0
Ross,Joyce,60201,0,6,0,16,0,2,31,232001,24,1,173,60,302,147496,0,4,83,2,0,27081,0,4,0,0,0,1,0,5,0,500,231782,14,2,0,30,0,2,3
Chris,Kavanagh,80201,0,23,255,150,0,2,31,232001,2512,0,188,13,315,146955,0,4,85,6,0,27036,4,10,0,0,0,1,0,2,0,500,231783,14,2,0,30,0,5,22
Oliver,Langford,70000,0,6,0,65,0,1,31,253101,2027,1,175,14,315,145166,0,4,77,2,0,27112,0,5,0,0,0,1,0,2,0,500,231787,14,2,0,30,0,2,6
Tony,Harrington,60201,0,0,287,77,0,2,31,242201,10,2,172,13,315,146411,0,4,78,2,0,27081,0,4,0,0,0,1,0,5,0,500,231788,14,2,0,30,0,1,0
James,Linington,70000,0,3,0,114,0,2,31,232001,2007,2,188,14,315,144960,0,4,90,2,0,27072,4,3,0,0,0,1,0,3,0,500,231791,14,2,0,30,0,6,3
Simon,Hooper,2150301,0,2,287,0,0,1,31,232001,2007,2,175,13,315,146006,0,4,77,1,0,27110,0,7,0,0,0,1,0,2,0,500,231793,14,3,0,30,0,3,1
Andy,Madley,2150301,0,0,287,693,0,1,31,242101,2027,2,190,13,315,146423,0,4,80,2,0,27084,0,7,0,0,0,1,0,3,0,500,231794,14,2,0,30,0,5,0
Stephen,Martin,70000,0,6,0,114,0,0,31,232001,5,1,182,14,302,145409,0,4,79,2,0,27071,0,2,0,0,0,1,0,2,0,500,231798,14,3,0,30,0,3,6
Tim,Robinson,60201,0,23,287,150,0,2,31,232001,2016,2,180,13,315,146227,0,4,85,2,0,27112,0,5,0,0,0,1,0,2,0,500,231804,14,2,0,30,0,2,23
Stuart,Attwell,60201,0,23,287,632,0,2,31,242201,1516,1,180,13,302,146089,0,4,74,2,0,27072,4,3,0,0,0,1,0,3,0,500,231893,14,2,0,30,0,1,23
Peter,Bankes,2150301,0,3,287,150,0,2,31,242101,5,2,183,13,315,145865,0,4,85,2,0,27072,4,3,0,0,0,1,0,3,0,500,231894,14,2,0,30,0,2,3
Darren,Bond,60201,0,23,287,122,0,1,31,242101,25,1,175,13,315,145887,0,4,80,1,0,27081,0,4,0,0,0,1,0,5,0,500,231899,14,2,0,30,0,2,23
Charles,Breakspear,70000,0,6,287,0,0,2,31,232001,16,2,180,60,302,148162,0,4,90,2,0,27099,0,5,0,0,0,1,0,2,0,500,231902,14,2,0,30,0,2,6
Andy,Davies,70000,0,3,0,0,0,2,31,253101,2501,0,175,14,315,143569,0,4,75,2,0,27110,0,7,0,0,0,1,0,2,0,500,231908,14,2,0,30,0,2,1
Ollie,Yates,70000,0,6,0,61,0,1,31,232001,4005,1,176,60,302,147503,0,4,75,2,0,27082,4,2,0,0,0,1,0,2,0,500,234546,14,2,0,30,0,1,6
John,Brooks,2150301,0,5,0,61,0,0,31,234101,3507,2,189,13,302,149000,0,4,78,2,0,27082,4,2,0,0,0,1,0,2,0,500,234548,14,2,0,30,0,4,5
John,Busby,60201,1,2,0,65,0,0,31,223101,10,0,180,14,315,147500,0,4,78,2,0,27071,0,2,0,0,0,1,0,2,0,500,234549,14,2,0,30,0,2,7
Michael,Salisbury,60201,0,6,287,114,0,1,31,234101,6,2,186,13,315,146980,0,4,81,2,0,27085,4,4,0,0,0,1,0,3,0,500,234551,14,1,0,30,0,4,6
Robert,Jones,2150301,0,3,287,65,0,1,31,232101,4000,2,182,13,302,147730,0,4,77,2,0,27082,4,2,0,0,0,1,0,2,0,500,234552,14,2,0,30,0,2,5
Zamfir,Izbașa,60201,0,0,287,188,0,1,31,251101,22,1,181,330,315,142603,0,4,74,2,0,27108,3,6,0,0,0,0,0,2,0,500,237583,39,4,0,30,0,2,0
Iacob,Săulescu,60201,0,0,0,40,0,1,31,232001,9,2,174,330,315,143130,0,4,68,2,0,27078,4,5,0,0,0,0,0,1,0,500,237584,39,3,0,30,0,2,3
Dragoș,Tismăneanu,60201,0,6,0,16,0,1,31,232001,4003,1,177,330,315,141862,0,4,70,2,0,27112,0,5,0,0,0,0,0,2,0,500,237585,39,4,0,30,0,1,6
Iwona,Małdowicz,1170502,1,1,0,504,0,1,31,122101,7018,1,180,2136,315,149681,1,4,75,2,1,40954,3,8,0,0,0,0,0,2,0,500,239184,37,2,0,30,0,2,6
Anthony,Backhouse,70000,0,3,0,30,0,1,31,232001,7,1,182,14,315,149024,0,4,83,2,0,27078,4,5,0,0,0,1,0,1,0,500,239251,14,3,0,30,0,3,6
Martin,Coy,1170502,0,5,0,114,0,0,31,253101,4003,1,170,61,302,146620,0,4,68,2,0,27072,4,3,0,0,0,1,0,3,0,500,239253,14,2,0,30,0,7,6
Craig,Hicks,60201,0,3,0,149,0,1,31,232001,2,2,185,61,302,147142,0,4,74,2,0,27093,0,4,0,0,0,1,0,3,0,500,239255,14,2,0,30,0,5,3
Tom,Nield,2150301,0,3,0,693,0,0,31,232001,4013,1,186,14,315,149208,0,4,78,2,0,27112,0,5,0,0,0,1,0,2,0,500,239256,14,1,0,30,0,5,3
Scott,Oldham,60201,0,2,0,77,0,0,31,232001,2020,0,191,61,302,145941,0,4,81,2,0,27071,0,2,0,0,0,1,0,2,0,500,239257,14,2,0,30,0,5,1
Hussain,Al-Shamkali,70000,0,0,243,77,0,1,31,224001,1526,1,185,350,315,146388,0,4,76,2,0,27108,3,6,0,0,0,0,0,2,0,500,241366,183,6,0,30,0,5,0
Nazario,Dasmarinas,60201,0,3,0,29,0,2,31,251101,1509,1,182,308,315,144866,0,4,74,2,0,27037,3,3,0,0,0,0,0,5,0,500,241367,38,4,0,30,0,2,3
Ludger,Falck,60201,1,5,0,290,0,2,31,223101,16,1,180,80,315,146600,0,4,78,2,0,27110,0,7,0,0,0,0,0,2,0,500,241369,4,1,0,30,0,2,6
Flemming,Fredskild,60201,0,1,0,117,0,0,31,232001,2016,1,188,1,315,146600,0,4,81,2,0,27071,0,2,0,0,0,0,0,2,0,500,241370,13,2,0,30,0,5,1
Adrian,Gløersen,60201,0,6,28,57,0,0,31,232001,3502,1,185,41,315,144643,0,4,83,2,0,27036,4,10,0,0,0,0,0,2,0,500,241371,36,2,0,30,0,5,6
Albin,Kuniak,60201,0,0,287,105,0,1,31,253101,529,0,181,66,315,142819,0,4,70,2,0,27071,0,2,0,0,0,0,0,2,0,500,241372,37,2,0,30,0,2,0
Thorvald,Oedegaard,2150301,0,6,243,77,0,1,31,232001,22,2,185,41,315,143047,0,4,86,2,0,27085,4,4,0,0,0,0,0,3,0,500,241373,36,2,0,30,0,6,6
An-Jol,Park,60201,0,0,0,121,0,0,31,221001,510,1,177,83,315,142914,0,4,74,1,0,27028,0,9,0,0,0,0,0,4,0,500,241374,167,4,0,30,0,2,0
Hai-wang,Sui,60201,0,0,0,102,0,1,31,221001,554,0,176,2012,315,142085,0,4,73,1,0,27029,1,9,0,0,0,0,0,4,0,500,241503,155,4,0,30,0,1,0
Zhi-xiang,Qun,60201,0,0,0,143,0,1,31,221001,540,2,174,2012,315,144105,0,4,70,1,0,27031,3,9,0,0,0,0,0,5,0,500,241504,155,4,0,30,0,2,0
Stefan,Häsenecker,60201,0,0,0,65,0,0,31,232001,7,1,184,189,315,144184,0,4,78,2,0,27082,4,2,0,0,0,0,0,2,0,500,243325,47,2,0,30,0,2,0
Joel,Highett,1170502,0,2,0,114,0,0,31,232001,4003,1,178,351,315,145248,0,4,76,2,0,27036,4,10,0,0,0,0,0,2,0,500,243326,195,3,0,30,0,2,3
Alvaro Joaquín,Florez,2150301,0,3,243,57,0,2,31,232001,2517,2,181,353,315,143540,0,4,82,2,0,27074,3,2,0,0,0,0,0,3,0,500,243327,52,4,0,30,0,3,0
Peraldo,Jagnarine,60201,0,0,0,154,0,1,31,253101,2510,1,188,1003,315,143057,0,4,79,2,0,27073,3,3,0,0,0,0,0,3,0,500,243329,79,5,0,30,0,5,0
Gang-sheng,Bai,70000,0,0,0,149,0,0,31,251101,558,1,174,2012,315,143065,0,4,76,2,0,27028,0,9,0,0,0,0,0,4,0,500,243331,155,4,0,30,0,2,0
Maximilian,Mehlbacher,2150301,0,5,0,74,0,2,31,232001,2004,1,186,19,315,145122,0,4,77,2,0,27092,3,5,0,0,0,0,0,2,0,500,243332,21,2,0,30,0,5,3
Aurelio,Oriol Gaspar,60201,0,0,0,150,0,0,31,232001,2008,2,178,54,315,144940,0,4,84,2,0,27072,4,3,0,0,0,0,0,3,0,500,243333,45,3,0,30,0,2,0
Thomas,Bramall,60201,0,3,0,1283,0,0,31,232101,2010,1,185,13,302,148963,0,4,80,2,0,27093,0,4,0,0,0,1,0,3,0,500,244144,14,3,0,30,0,5,3
Matthew,Donohue,60201,0,5,0,16,0,2,31,223101,2505,1,183,14,315,151773,0,4,75,2,0,27082,4,2,0,0,0,1,0,2,0,500,244146,14,2,0,30,0,2,6
Neil,Hair,60201,0,6,0,63,0,2,31,253101,4000,2,186,60,315,145471,0,4,84,2,0,27074,3,2,0,0,0,1,0,3,0,500,244148,14,2,0,30,0,5,6
Sam,Allison,2150301,0,0,287,0,0,1,31,240201,1016,1,178,14,315,145354,0,4,77,2,0,27068,2,3,0,0,0,1,0,8,0,500,244150,14,8,0,30,0,2,0
Peter,Wright,70000,0,6,0,75,0,1,31,232001,4003,0,181,60,302,147273,0,4,76,2,0,27082,4,2,0,0,0,1,0,2,0,500,244151,14,2,0,30,0,1,6
Alan,Young,1170502,0,12,0,65,0,1,31,253101,2004,2,180,60,315,145406,0,4,74,2,0,27071,0,2,0,0,0,1,0,2,0,500,244152,14,2,0,30,0,3,7
Jarred,Gillett,60201,0,0,0,16,0,1,31,232001,3505,1,185,13,302,147576,0,4,74,2,0,27085,4,4,0,0,0,1,0,3,0,500,247097,195,2,0,30,0,4,0
Mariam,Peñarrieta,60302,0,3,0,561,5,1,31,123101,7025,1,170,2136,315,146046,2,4,59,2,1,40950,0,5,0,0,0,0,0,4,0,500,248502,53,5,0,30,0,8,3
Serwa,Attram,70102,0,0,0,576,0,1,31,130101,10004,1,168,2136,315,145486,1,4,56,2,1,40951,3,9,0,0,0,0,0,9,0,500,248503,117,9,0,30,0,8,0
Elanne,Fung,1170502,0,3,0,560,0,1,31,122101,6025,1,165,2136,315,143960,1,4,54,1,1,40952,0,3,0,0,0,0,0,3,0,500,248504,158,4,0,30,0,8,6
Françoise,Berringuet,70102,0,6,0,539,0,1,31,122101,9500,1,168,2136,315,147502,1,4,58,2,1,40959,3,2,0,0,0,0,0,2,0,500,250783,18,2,0,30,0,8,3
Celina,Heiselmann,120102,0,2,0,536,0,1,31,132101,9500,1,167,2136,315,145875,1,4,56,2,1,40955,4,10,0,0,0,0,0,2,0,500,250784,21,2,0,30,0,7,3
Jett,Colling,1170502,0,5,30,129,0,1,31,232001,2027,1,182,2012,315,143603,0,4,78,2,0,27071,0,2,0,0,0,0,0,2,0,500,250793,195,2,0,30,0,2,3
Miloje,Tomčić,2150301,0,3,243,93,0,1,31,232001,1516,1,186,2012,315,145269,0,4,82,2,0,27112,0,5,0,0,0,0,0,2,0,500,250794,51,3,0,30,0,5,3
Aske,Hemmingsen,2150301,0,6,289,0,0,1,31,232001,3505,1,186,1,315,145731,0,4,81,2,0,27099,0,5,0,0,0,0,0,2,0,500,251117,13,2,0,30,0,6,3
Leigh,Doughty,60201,0,6,0,154,0,1,31,253101,13,1,184,14,315,147530,0,4,79,2,0,27078,4,5,0,0,0,1,0,1,0,500,251963,14,2,0,30,0,2,3
Will,Finnie,70000,0,6,0,75,0,1,31,223101,4003,1,182,61,302,151059,0,4,74,2,0,27036,4,10,0,0,0,1,0,2,0,500,251965,14,2,0,30,0,2,3
James,Oldham,60201,0,5,0,65,0,1,31,232001,12,1,181,61,302,147320,0,4,80,2,0,27082,4,2,0,0,0,1,0,2,0,500,251966,14,2,0,30,0,1,6
Christopher,Pollard,60201,0,5,243,65,0,1,31,232001,2016,1,186,61,302,147992,0,4,84,2,0,27081,0,4,0,0,0,1,0,5,0,500,251967,14,2,0,30,0,5,6
Sam,Purkiss,1170502,0,5,243,72,0,1,31,223101,2004,1,176,61,302,148230,0,4,77,2,0,27071,0,2,0,0,0,1,0,2,0,500,251968,14,2,0,30,0,1,6
David,Rock,70000,0,5,0,72,0,1,31,232001,2007,1,176,60,315,146830,0,4,82,2,0,27078,4,5,0,0,0,1,0,1,0,500,251969,14,2,0,30,0,3,7
Josh,Smith,60201,0,5,0,75,0,1,31,232001,0,1,184,14,315,151486,0,4,80,2,0,27071,0,2,0,0,0,1,0,2,0,500,251970,14,2,0,30,0,3,3
Moray,Baird,2150301,0,3,0,111,0,1,31,232001,9,1,181,50,315,147481,0,4,84,2,0,27082,4,2,0,0,0,0,0,2,0,500,252127,42,2,0,30,0,2,3
Alasdair,McMann,60201,0,2,0,158,0,1,31,232001,2014,1,178,50,315,145529,0,4,82,2,0,27074,3,2,0,0,0,0,0,3,0,500,252128,42,1,0,30,0,2,3
Ruaridh,Monroe,60201,0,5,0,16,0,1,31,232001,2000,1,184,50,315,145039,0,4,80,2,0,27036,4,10,0,0,0,0,0,2,0,500,252129,42,2,0,30,0,3,3
Innes,McKellar,2150301,0,6,0,119,0,1,31,232001,2004,1,179,50,315,147019,0,4,77,2,0,27080,0,4,0,0,0,0,0,4,0,500,252130,42,2,0,30,0,2,0
Hadrien,Dumortier,2150301,0,3,0,21,0,1,31,232001,2517,1,186,16,315,149357,0,4,82,2,0,27084,0,7,0,0,0,0,0,3,0,500,256907,18,3,0,30,0,5,0
Timothée,Géroux,60201,0,0,0,544,0,1,31,240201,3000,1,188,16,315,147775,0,4,84,2,0,27050,4,9,0,0,0,0,0,9,0,500,256908,18,8,0,30,0,5,0
Vincent,Lentvogt,60201,0,5,0,77,0,1,31,232001,1517,1,191,19,315,148895,0,4,86,2,0,27082,4,2,0,0,0,0,0,2,0,500,256910,21,2,0,30,0,4,6
Jannik,Zöckler,2150301,0,3,0,93,0,1,31,223101,4005,1,187,19,315,148713,0,4,81,2,0,27036,4,10,0,0,0,0,0,2,0,500,256911,21,2,0,30,0,5,3
Robin,Cainsdorf,60201,0,2,0,74,0,1,31,232001,7,1,191,2076,315,146976,0,4,87,2,0,27072,4,3,0,0,0,0,0,3,0,500,256985,21,2,0,30,0,5,6
Benjamin,Speedie,70000,0,6,0,16,0,1,31,223101,3500,1,180,60,302,145409,0,4,75,2,0,27036,4,10,0,0,0,1,0,2,0,500,258673,14,2,0,30,0,2,3
Samuel,Barrott,70000,0,5,0,284,0,1,31,232001,37,1,178,13,315,145514,0,4,82,2,0,27071,0,2,0,0,0,1,0,2,0,500,258674,14,2,0,30,0,2,3
James,Bell,70000,0,5,0,86,0,1,31,232001,2020,1,182,14,302,144492,0,4,74,2,0,27081,0,4,0,0,0,1,0,5,0,500,258675,14,2,0,30,0,1,3
Declan,Bourne,60201,0,6,0,75,0,1,31,232001,1506,1,181,60,315,146234,0,4,76,2,0,27051,0,3,0,0,0,1,0,4,0,500,258676,14,2,0,30,0,1,3
Carl,Brook,70000,0,5,0,37,0,1,31,232001,18,1,178,60,302,143711,0,4,76,2,0,27081,0,4,0,0,0,1,0,5,0,500,258677,14,2,0,30,0,2,3
Paul,Howard,60201,0,3,0,16,0,1,31,232001,3,1,177,60,315,146271,0,4,78,2,0,27073,3,3,0,0,0,1,0,3,0,500,258678,14,3,0,30,0,3,0
Chatura,Gaurab,1170502,0,9,0,105,0,1,31,253101,2506,1,178,2149,315,143932,0,4,76,2,0,27033,0,9,0,0,0,0,0,6,0,500,262003,159,6,0,30,0,3,6
Ranjit,Kadakia,60201,0,0,0,160,0,1,31,234101,1500,1,186,2149,315,147509,0,4,78,2,0,27032,3,3,0,0,0,0,0,7,0,500,262012,159,7,0,30,0,4,0
Narendra,Mamdani,60201,0,9,0,292,0,1,31,253101,2500,1,188,2149,315,147047,0,4,82,2,0,27035,0,9,0,0,0,0,0,8,0,500,262013,159,6,0,30,0,5,3
Mahit,Faujdar,60201,0,0,0,114,0,1,31,244101,1524,1,184,2149,315,144213,0,4,77,2,0,27034,0,9,0,0,0,0,0,7,0,500,262014,159,6,0,30,0,2,0
Wouter,Wiegerink,60201,0,0,0,1,0,1,31,240201,1016,1,187,10,315,146012,0,4,84,2,0,27076,3,9,0,0,0,0,0,9,0,500,262374,34,8,0,30,0,5,0
Gennaro,Scarpulla,2150301,0,0,0,0,0,1,31,232001,2002,1,189,31,315,147131,0,4,86,2,0,27099,0,5,0,0,0,0,0,2,0,500,262375,27,3,0,30,0,5,0
Andrew,Kitchen,60201,0,0,0,43,0,1,31,223101,29,1,178,14,315,150367,0,4,70,2,0,27072,4,3,0,0,0,1,0,3,0,500,262890,14,2,0,30,0,1,3
Simon,Mather,1170502,0,2,0,65,0,1,31,232001,30,1,182,60,315,149792,0,4,77,2,0,27071,0,2,0,0,0,1,0,2,0,500,262891,14,2,0,30,0,2,1
Tom,Reeves,60201,0,0,0,16,0,1,31,232001,34,1,180,60,302,148783,0,4,78,2,0,27051,0,3,0,0,0,1,0,4,0,500,262892,14,2,0,30,0,1,0
Rebecca,Welch,70102,0,3,0,539,0,1,31,132101,5501,1,168,60,302,149239,1,4,64,2,1,40959,3,2,0,0,0,1,0,2,0,500,262894,14,2,0,30,0,8,3
Marcela,Sostoni,120102,0,6,0,570,0,1,31,123101,7000,1,175,353,315,146907,1,4,60,2,1,40950,0,5,0,0,0,0,0,4,0,500,267487,52,4,0,30,0,1,1
Anne,De Vaert,70102,0,1,0,53,0,1,31,122101,5500,1,180,4,315,146907,1,4,60,2,1,40955,4,1,0,0,0,0,0,2,0,500,267488,7,2,0,30,0,1,1
Edith,Vancruysse,70102,0,6,0,540,5,1,31,122101,5501,1,165,4,315,146907,2,4,60,2,1,40954,3,8,0,0,0,0,0,2,0,500,267489,7,2,0,30,0,7,1
Amalie Lotte,Bundgaard,70102,0,2,0,647,0,1,31,122101,5502,1,176,1,315,146938,1,4,60,2,1,40961,3,2,0,0,0,0,0,3,0,500,267499,13,2,0,30,0,1,1
Audrey,Sargnac,70102,0,3,0,636,0,1,31,122101,5503,1,182,16,315,146938,1,4,65,2,1,40959,3,2,0,0,0,0,0,2,0,500,267500,18,2,0,30,0,2,3
Sarah,Paillotet,70102,0,3,0,521,0,1,31,132101,5504,1,174,16,315,146938,1,4,60,2,1,40955,4,1,0,0,0,0,0,2,0,500,267502,18,2,0,30,0,1,3
Coralie,Fabrier,70102,0,1,0,516,0,1,31,122101,5505,1,166,17,315,146938,1,4,60,2,1,40756,4,1,0,0,0,0,0,2,0,500,267503,18,2,0,30,0,7,1
Lola,Depeyre,70102,0,1,0,570,0,1,31,122101,5506,1,184,17,315,146938,1,4,62,2,1,40954,3,8,0,0,0,0,0,2,0,500,267504,18,1,0,30,0,1,6
Rinske,Dimmendaal,70102,0,3,0,512,0,1,31,132101,5507,1,174,10,315,146938,1,4,60,2,1,40958,0,8,0,0,0,0,0,2,0,500,267506,34,1,0,30,0,1,3
Hermine Kruse,Andresen,70102,0,1,0,501,5,1,31,122101,5508,1,168,41,315,146938,2,4,60,2,1,40954,3,8,0,0,0,0,0,2,0,500,267510,36,1,0,30,0,7,1
Honorata,Grażyńska,70102,0,6,0,503,0,1,31,132101,5508,1,172,66,315,146938,1,4,60,2,1,40757,4,4,0,0,0,0,0,3,0,500,267512,37,2,0,30,0,1,0
Sofie,Rettenbacher,70102,0,6,0,279,0,1,31,132101,5509,1,175,80,315,148203,1,4,60,2,1,40956,0,2,0,0,0,0,0,2,0,500,267538,4,2,0,30,0,1,3
Federica,Pellecciolli,120102,0,0,0,510,0,1,31,132101,7007,1,177,31,315,147595,1,4,63,2,1,40757,4,4,0,0,0,0,0,3,0,500,267539,27,3,0,30,0,2,3
Marilza,Bencatel,70102,0,6,0,517,0,1,31,122101,9001,1,173,308,315,146938,1,4,60,1,1,40959,3,2,0,0,0,0,0,2,0,500,267540,38,4,0,30,0,1,6
Laoise,McInerney,70102,0,1,0,530,5,1,31,122101,9511,1,178,2226,315,146938,2,4,60,2,1,40956,0,2,0,0,0,0,0,2,0,500,267541,25,2,0,30,0,1,1
Marialaura,Chiusdano,120102,0,5,0,517,5,1,31,143101,7025,1,168,31,315,145675,2,4,58,2,1,40958,0,8,0,0,0,0,0,2,0,500,267542,27,2,0,30,0,8,0
Ioana,Hatmanu,70102,0,0,0,501,5,1,31,143101,7501,1,172,330,315,144667,2,4,60,2,1,40954,3,8,0,0,0,0,0,2,0,500,267545,39,3,0,30,0,1,0
Grace,MacCallan,120102,0,6,0,530,0,1,31,132101,5504,1,164,50,315,147677,1,4,59,2,1,40961,3,2,0,0,0,0,0,3,0,500,267546,42,1,0,30,0,8,6
María José,Hortaleza,60302,0,3,0,538,0,1,31,132101,5507,1,166,53,315,148223,1,4,59,2,1,40959,3,2,0,0,0,0,0,2,0,500,267547,45,3,0,30,0,7,3
Maja,Ytternäs,70102,1,1,0,234,0,1,31,122101,9504,1,175,56,315,146938,1,4,60,2,1,40955,4,1,0,0,0,0,0,2,0,500,267548,46,2,0,30,0,1,1
Olivia,Azarona,120102,0,0,0,583,0,1,31,132101,5502,1,168,54,315,146687,1,4,60,2,1,40950,0,5,0,0,0,0,0,4,0,500,267549,45,2,0,30,0,8,3
Gabriele,Hüttli,70102,0,3,0,521,0,1,31,122101,5505,1,172,189,315,146938,1,4,60,2,1,40756,4,1,0,0,0,0,0,2,0,500,267550,47,2,0,30,0,1,6
Sena,Gözüpak,70102,0,3,0,562,0,1,31,141001,5509,1,169,68,315,146938,1,4,60,1,1,40954,3,8,0,0,0,0,0,2,0,500,267551,48,4,0,30,0,8,3
Maci,Pannell,70102,0,5,0,530,0,1,31,122101,9500,1,176,39,315,146938,1,4,60,2,1,40955,4,1,0,0,0,0,0,2,0,500,267552,95,2,0,30,0,1,1
Franziska,Hummelberg,120102,1,4,0,540,0,1,31,122101,9505,1,174,19,315,146938,1,4,60,2,1,40961,3,2,0,0,0,0,0,3,0,500,267553,21,2,0,30,0,2,1
Frieda,Pranzlhain,70102,0,12,0,562,0,1,31,122101,10009,1,170,19,315,146938,1,4,60,2,1,40958,0,8,0,0,0,0,0,2,0,500,267554,21,2,0,30,0,8,7
Juliane,Dohlmeier,120102,0,2,0,513,0,1,31,122101,9509,1,172,2076,315,146938,1,4,60,2,1,40956,0,2,0,0,0,0,0,2,0,500,267555,21,2,0,30,0,1,1
Sarah,Dräppe,120102,0,0,0,636,0,1,31,122101,9509,1,176,2076,315,146938,1,4,60,2,1,40955,4,3,0,0,0,0,0,3,0,500,267556,21,3,0,30,0,2,1
