chestbadge,shortsnumberplacementcode,shortsnumbercolorprimg,teamcolorsecb,shortsrenderingdetailmaptype,jerseyfrontnumberplacementcode,jerseynumbercolorsecr,jerseynumbercolorprimr,jerseynumbercolorprimg,shortsnumbercolorsecb,teamcolorprimg,shortsnumbercolorterb,shortsnumbercolorprimr,teamcolortertb,jerseynumbercolorterg,jerseynameoutlinecolorr,shortsnumbercolorprimb,jerseynamelayouttype,jerseynumbercolorterr,jerseyrightsleevebadge,jerseynumbercolorprimb,jerseyshapestyle,jerseybacknameplacementcode,teamcolorprimr,jerseynamecolorg,jerseyleftsleevebadge,jerseynameoutlinecolorb,teamcolorsecg,shortsnumbercolorsecg,teamcolortertr,jerseynumbercolorsecg,renderingmaterialtype,shortsnumbercolorterr,teamcolorsecr,jerseycollargeometrytype,shortsnumbercolorterg,jerseynamecolorr,teamcolorprimb,jerseyrenderingdetailmaptype,jerseynameoutlinecolorg,jerseynumbercolorsecb,jerseynamecolorb,jerseynumbercolorterb,teamcolortertg,shortsnumbercolorsecr,jerseybacknamefontcase,teamkittypetechid,powid,isinheritbasedetailmap,islocked,numberfonttype,jerseynamefonttype,teamkitid,teamcolorprimpercent,teamcolorsecpercent,year,captainarmband,teamtechid,isembargoed,hasadvertisingkit,jerseynameoutlinewidth,dlc,teamcolortertpercent,armbandtype,shortsnumberfonttype,shortstyle,jerseyfit,jerseyrestriction
0,1,220,148,0,0,12,220,220,12,27,12,220,30,12,12,220,0,12,0,220,0,1,24,220,500004,12,89,12,30,12,0,12,36,0,12,220,29,0,12,12,220,12,30,12,0,0,-1,0,0,94,5,742,78,19,0,0,231,0,1,2,0,99,0,94,0,0,0
0,1,12,239,0,0,220,12,12,220,230,220,12,232,220,12,12,0,220,0,12,0,1,229,12,500004,12,148,220,232,220,0,220,6,7,220,12,230,0,12,220,12,220,232,220,0,1,-1,0,0,94,5,743,61,20,0,0,231,0,1,0,0,85,0,94,0,0,0
0,1,220,114,0,0,12,220,220,12,104,12,220,108,12,12,220,0,12,0,220,0,1,90,220,500004,12,104,12,85,12,0,12,90,0,12,220,114,0,12,12,220,12,99,12,0,2,-1,0,0,94,5,5472,96,96,0,0,231,0,1,2,0,100,1,94,0,0,0
0,0,220,231,0,0,220,220,220,220,24,220,220,26,220,220,220,0,220,0,220,0,1,182,220,4,220,231,220,174,220,0,220,231,7,220,220,33,0,220,220,220,220,18,220,0,0,-1,0,0,10,1,744,82,16,0,76,232,0,1,0,0,94,1,10,0,0,0
0,0,220,47,0,0,220,220,220,220,30,220,220,30,220,220,220,0,220,0,220,0,1,30,220,4,220,31,220,30,220,0,220,230,7,220,220,30,0,220,220,220,220,30,220,0,1,-1,0,0,10,1,745,80,14,0,76,232,0,1,0,0,94,0,10,0,0,0
0,0,220,29,0,0,220,220,220,220,208,220,220,85,220,220,220,0,220,0,220,0,1,153,220,4,220,29,220,153,220,0,220,29,0,220,220,85,0,220,220,220,220,208,220,0,2,-1,0,0,10,1,5473,72,23,0,76,232,0,0,0,0,90,0,10,0,0,0
0,1,6,42,0,0,203,220,220,12,31,12,227,211,12,0,19,0,12,308,220,0,1,189,220,0,0,31,12,211,200,0,12,189,7,12,220,42,0,0,199,220,12,211,12,0,0,-1,0,0,84,44,746,96,96,0,100,234,0,1,0,0,100,0,230,0,0,1
0,1,6,30,0,0,192,227,6,12,30,220,227,30,220,220,19,0,220,308,19,0,1,30,220,0,220,30,12,30,16,0,220,30,0,220,220,30,0,220,17,220,220,30,12,0,1,-1,0,0,84,44,747,94,94,0,100,234,0,1,0,0,95,0,230,0,0,1
0,1,12,39,0,0,96,12,12,220,205,220,12,16,220,12,12,0,220,308,12,0,1,242,12,0,12,26,220,231,96,0,220,84,7,220,12,0,0,12,96,12,220,207,220,0,2,-1,0,0,84,44,3338,82,14,0,0,234,0,1,0,0,96,1,230,0,0,0
0,1,12,229,0,0,96,12,12,12,231,39,12,229,220,0,12,0,206,308,12,0,1,231,12,0,0,231,12,231,96,0,206,231,0,220,12,229,0,0,96,12,39,231,12,0,3,-1,0,0,84,44,2779,92,92,0,0,234,0,1,0,0,95,1,230,0,0,1
0,1,220,231,0,0,203,220,220,12,57,12,220,153,12,220,220,0,12,308,220,0,1,21,220,0,220,231,12,23,200,0,12,231,7,12,220,136,0,220,199,220,12,69,12,0,0,-1,0,0,84,44,748,61,37,0,0,236,0,1,2,0,100,0,230,0,0,0
0,1,41,152,0,0,28,29,41,220,95,220,29,0,220,29,75,0,220,308,75,0,1,237,41,0,75,69,220,254,62,0,220,24,7,220,29,21,0,41,108,75,220,157,220,0,1,-1,0,0,84,44,749,82,10,0,0,236,0,1,2,0,100,0,230,0,0,0
0,1,12,0,0,0,96,12,12,220,238,220,12,0,220,12,12,0,220,308,12,0,1,254,12,0,12,238,220,254,96,0,220,254,19,220,12,0,0,12,96,12,220,238,220,0,2,-1,0,0,84,44,3714,98,98,0,0,236,0,1,0,0,100,0,230,0,0,0
0,1,69,131,0,0,28,10,69,220,91,220,10,128,220,10,138,0,220,308,138,0,1,1,69,0,138,91,220,1,62,0,220,1,2,220,10,131,0,69,108,138,220,88,220,0,3,-1,0,0,84,44,2780,96,96,0,0,236,0,1,2,0,94,0,230,0,0,0
500308,1,220,74,0,0,203,220,220,12,29,12,220,29,12,220,220,0,12,308,220,0,1,29,220,0,220,117,12,29,200,0,12,0,0,12,220,29,0,220,199,220,12,29,12,0,0,-1,0,0,84,44,750,64,22,0,100,237,0,1,2,0,100,0,230,0,0,0
500308,1,124,73,0,0,1,0,124,220,224,220,0,231,220,0,80,0,220,308,80,0,1,224,124,0,80,116,220,231,107,0,220,0,0,220,0,224,0,124,68,80,220,231,220,0,1,-1,0,0,84,44,751,94,5,0,100,237,0,1,2,0,100,0,230,0,0,0
500308,1,220,72,0,0,203,220,220,12,24,12,220,28,12,220,220,0,12,308,220,0,1,21,220,0,220,66,12,21,200,0,12,66,0,12,220,28,0,220,199,220,12,23,12,0,2,-1,0,0,84,44,3339,64,33,0,100,237,0,1,0,0,69,1,230,0,0,0
0,1,220,231,0,0,187,220,220,220,41,12,220,158,12,12,220,1,12,53,220,0,1,206,220,0,12,230,220,53,16,0,12,230,26,12,220,34,0,12,16,220,12,70,220,0,0,-1,0,0,267,138,1489,70,20,0,100,240,0,1,2,0,94,0,267,0,0,0
0,1,55,228,0,0,136,201,55,63,52,12,201,121,12,12,63,1,12,53,63,0,1,39,55,0,12,228,55,39,158,0,12,228,0,12,201,121,0,12,157,63,12,53,201,0,1,-1,0,0,267,138,1490,71,22,0,100,240,0,1,2,0,98,0,267,0,0,0
0,1,12,26,0,0,250,12,12,12,58,220,12,63,220,220,12,1,220,53,12,0,1,58,12,0,220,23,12,57,217,0,220,23,0,220,12,64,0,220,68,12,220,57,12,0,2,-1,0,0,267,138,1800,68,30,0,100,240,0,1,2,0,71,1,267,0,0,0
0,1,127,30,0,0,24,242,127,175,179,12,242,132,12,12,175,1,12,53,175,0,1,124,127,0,12,30,127,122,26,0,12,30,0,12,242,134,0,12,57,175,12,177,242,0,3,-1,0,0,267,138,5746,81,16,0,0,240,0,1,2,0,88,1,267,0,0,0
0,1,220,92,0,0,92,220,220,220,35,12,220,95,12,0,220,1,12,53,220,0,1,103,220,0,0,43,220,33,40,0,12,32,5,12,220,60,0,0,62,220,12,44,220,0,0,-1,0,0,267,138,1491,54,43,0,0,241,0,0,2,0,99,0,267,0,0,0
0,1,10,224,0,0,12,166,10,28,224,28,166,160,10,0,28,1,166,53,28,0,1,224,10,0,0,224,10,58,12,0,166,224,26,10,166,224,0,0,12,28,28,90,166,0,1,-1,0,0,267,138,1492,93,93,0,100,241,0,0,0,0,99,1,267,0,0,0
0,1,220,80,0,0,190,220,220,220,152,12,220,90,12,0,220,1,12,53,220,0,1,13,220,0,0,116,220,0,72,0,12,9,0,12,220,106,0,0,33,220,12,132,220,0,2,-1,0,0,267,138,1493,67,29,0,100,241,0,0,2,0,99,0,267,0,0,0
0,1,47,153,0,0,158,26,47,105,204,12,26,208,12,0,105,1,12,53,105,0,1,136,47,0,0,107,47,138,172,0,12,74,0,12,26,206,0,0,138,105,12,207,26,0,3,-1,0,0,267,138,1494,76,9,0,100,241,1,0,2,0,99,0,267,0,0,0
0,1,220,232,0,0,27,220,220,220,102,12,220,175,12,12,220,1,12,54,220,0,1,1,220,0,12,232,220,1,92,0,12,231,8,12,220,184,0,12,158,220,12,89,220,0,0,-1,0,0,267,138,1495,68,28,0,100,242,0,1,2,0,95,0,267,0,0,0
0,1,220,230,0,0,35,220,220,220,90,57,220,47,39,220,220,1,35,54,220,0,1,2,220,0,220,230,220,0,39,0,35,230,7,39,220,54,0,220,57,220,57,79,220,0,1,-1,0,0,267,138,1496,85,10,0,100,242,0,1,0,0,99,0,267,0,0,0
0,1,220,87,0,0,184,220,220,220,31,126,220,26,52,220,220,1,184,54,220,0,1,31,220,0,220,78,220,26,52,0,184,78,0,52,220,31,0,220,126,220,126,26,220,0,2,-1,0,0,267,138,1801,71,24,0,0,242,0,1,0,0,96,0,267,0,0,0
0,1,12,227,0,0,12,12,12,12,227,220,12,230,220,220,12,1,220,800053,12,0,1,227,12,0,220,227,12,230,12,0,220,227,7,220,12,227,0,220,12,12,220,230,12,0,0,-1,0,0,267,138,1497,95,95,0,100,243,0,0,2,0,97,1,267,0,0,0
0,1,53,66,0,0,43,43,53,74,55,74,43,61,53,43,74,1,43,800053,74,0,1,54,53,0,74,55,53,50,53,0,43,54,0,53,43,66,0,53,74,74,74,52,43,0,1,-1,0,0,267,138,1498,94,94,0,100,243,0,0,0,0,98,0,267,0,0,0
0,1,220,160,0,0,220,220,220,220,150,12,220,214,12,12,220,1,12,800053,220,0,1,59,220,0,12,96,220,59,220,0,12,88,7,12,220,214,0,12,220,220,12,150,220,0,2,-1,0,0,267,138,1499,79,9,0,100,243,0,0,2,0,97,0,267,0,0,0
0,1,177,32,0,0,197,197,177,160,32,60,197,30,61,65,160,1,65,800053,160,0,1,31,177,0,60,32,177,30,177,0,65,31,11,61,197,32,0,61,160,160,60,30,197,0,3,-1,0,0,267,138,1500,98,98,0,100,243,0,0,2,0,100,0,267,0,0,0
0,1,220,231,0,0,220,47,64,12,231,12,220,126,220,47,220,1,220,54,126,0,1,231,64,0,126,231,12,47,220,0,12,231,7,12,47,231,0,64,220,126,220,64,12,0,0,-1,0,0,267,138,1501,97,97,0,0,244,0,1,2,0,94,1,267,0,0,0
0,1,12,0,0,0,220,12,12,220,30,220,12,29,220,220,12,1,220,54,12,0,1,30,12,0,220,206,220,29,220,0,220,232,7,220,12,30,0,220,220,12,220,29,220,0,1,-1,0,0,267,138,1502,72,25,0,0,244,0,1,2,0,92,0,267,0,0,0
0,1,12,30,0,0,220,12,12,220,197,220,12,73,220,220,12,1,220,54,12,0,1,148,12,0,220,30,220,149,220,0,220,30,7,220,12,71,0,220,220,12,220,197,220,0,2,-1,0,0,267,138,1802,85,12,0,0,244,0,1,2,0,92,1,267,0,0,0
0,1,172,32,0,0,150,220,220,59,231,58,201,231,220,220,58,0,220,10,220,0,1,231,220,0,220,5,27,231,27,0,201,215,11,172,220,231,0,220,59,220,220,231,150,0,0,-1,0,0,225,57,754,59,39,0,100,245,0,0,0,0,95,1,225,0,0,0
0,1,175,224,0,0,52,177,175,124,72,90,177,120,175,0,90,0,177,10,90,0,1,62,175,0,0,219,67,61,67,0,177,190,7,175,177,121,0,0,124,90,90,70,52,0,1,-1,0,0,225,57,755,58,22,0,100,245,0,0,0,0,90,0,225,0,0,0
0,1,220,73,0,0,12,220,220,12,30,220,220,32,220,0,220,0,220,10,220,0,1,31,220,0,0,73,12,32,12,0,220,93,7,220,220,30,0,0,12,220,220,32,12,0,2,-1,0,0,225,57,756,77,13,0,100,245,0,0,0,0,96,0,225,0,0,0
0,1,0,102,0,0,220,90,0,220,22,12,90,30,12,90,45,0,12,10,45,0,1,22,0,0,45,100,220,30,220,0,12,100,0,12,90,22,0,0,220,45,12,30,220,0,3,-1,0,0,225,57,757,79,15,0,0,245,0,0,0,0,95,1,225,0,0,0
0,1,220,230,0,0,220,12,12,220,37,220,220,30,220,220,220,0,220,10,12,0,1,222,12,0,220,230,220,30,220,0,220,230,0,220,12,28,0,220,220,12,220,30,220,0,0,-1,0,0,2,1,758,49,48,0,100,246,0,0,2,0,100,0,2,0,0,1
0,1,220,80,0,0,1,220,220,220,92,220,220,54,96,1,220,0,1,10,220,0,1,33,220,0,40,54,220,21,96,0,220,25,2,220,220,124,0,96,40,220,40,32,220,0,1,-1,0,0,2,1,759,55,39,0,100,246,0,0,2,0,95,0,2,0,0,1
0,1,220,29,0,0,220,220,220,220,226,220,220,30,220,220,220,0,220,10,220,0,1,247,220,0,220,29,220,254,220,0,220,29,0,220,220,31,0,220,220,220,220,233,220,0,2,-1,0,0,2,1,760,89,9,0,100,246,0,0,0,0,99,0,2,0,0,1
0,1,220,94,0,0,220,12,12,220,231,220,220,231,220,220,220,0,220,10,12,0,1,231,12,0,220,147,220,231,220,0,220,18,7,220,12,231,0,220,220,12,220,231,220,0,3,-1,0,0,2,1,6036,88,11,0,0,246,0,0,2,0,99,1,2,0,0,1
0,1,220,250,0,0,163,220,220,81,42,81,220,230,133,220,220,0,163,500010,220,0,1,226,220,0,220,251,133,230,133,0,163,252,7,133,220,38,0,220,81,220,81,230,163,0,0,-1,0,0,178,93,762,92,5,0,100,247,0,0,0,0,98,0,178,0,0,0
0,1,211,30,0,0,12,189,211,12,30,208,189,30,191,189,58,0,137,500010,58,0,1,30,211,0,58,30,12,30,12,0,137,30,7,191,189,30,0,211,12,58,208,30,12,0,1,-1,0,0,275,1,763,90,90,0,100,247,0,0,0,0,96,0,275,0,0,0
0,1,12,57,0,0,253,12,12,57,243,12,12,52,12,12,12,0,12,500010,12,0,1,233,12,0,12,243,77,233,77,0,12,233,0,12,12,57,0,12,57,12,12,242,253,0,2,-1,0,0,178,93,764,98,98,0,100,247,0,0,0,0,99,1,178,0,0,0
0,1,220,105,0,0,220,34,77,125,82,220,220,106,133,34,220,0,37,500010,125,0,1,50,77,0,125,82,77,50,220,0,220,50,9,220,34,105,0,77,220,125,65,83,34,0,3,-1,0,0,178,93,6714,97,97,0,0,247,0,0,0,0,98,1,178,0,0,0
80,0,12,30,0,0,12,12,12,12,231,12,12,230,12,12,12,0,12,80,12,0,1,231,12,0,12,30,12,231,12,0,12,30,7,12,12,231,0,12,12,12,12,231,12,0,0,-1,0,0,7,1,3351,45,32,0,0,252,0,1,0,0,85,0,7,0,0,0
80,0,220,229,0,0,220,220,220,220,30,220,220,30,220,220,220,0,220,80,220,0,1,30,220,0,220,229,220,30,220,0,220,229,7,220,220,30,0,220,220,220,220,30,220,0,1,-1,0,0,7,1,3350,88,9,0,0,252,0,1,0,0,93,0,7,0,0,0
80,0,220,59,0,0,12,12,12,220,240,220,220,147,12,12,220,0,12,0,12,0,1,236,12,0,12,115,220,236,12,0,220,219,0,220,12,148,0,12,12,12,12,240,220,0,2,-1,0,0,2,1,8493,85,14,0,0,252,0,0,0,0,91,0,1,0,0,0
80,0,220,230,0,0,220,220,220,220,137,220,220,103,220,220,220,0,220,0,220,0,1,3,220,0,220,230,220,4,220,0,220,230,7,220,220,101,0,220,220,220,220,139,220,0,0,-1,0,0,10,1,767,86,5,0,100,254,0,0,0,0,87,0,10,0,0,0
80,0,51,231,0,0,45,45,51,68,231,68,45,231,51,45,68,0,45,80,68,0,1,231,51,0,68,231,51,231,51,0,45,231,7,51,45,231,0,51,68,68,68,231,45,0,1,-1,0,0,10,1,766,89,89,0,100,254,0,0,0,0,81,1,10,0,0,0
80,0,12,108,0,0,12,12,12,12,20,12,12,19,12,12,12,0,12,0,12,0,1,20,12,0,12,108,12,19,12,0,12,113,0,12,12,20,0,12,12,12,12,19,12,0,2,-1,0,0,10,1,5475,92,7,0,76,254,0,0,0,0,91,1,10,0,0,0
80,0,220,146,0,0,12,220,220,12,59,12,220,135,12,220,220,0,12,80,220,0,1,98,220,0,220,59,12,87,12,0,12,98,0,12,220,146,0,220,12,220,12,50,12,0,0,-1,0,0,8,17,769,93,93,0,76,256,0,1,0,0,88,0,8,2,0,0
80,0,12,233,0,0,220,12,12,220,233,220,12,231,220,12,12,0,220,80,12,0,1,233,12,0,12,233,220,231,220,0,220,233,0,220,12,233,0,12,220,12,220,231,220,0,1,-1,0,0,8,17,4896,96,96,0,76,256,0,1,0,0,86,1,8,2,0,0
80,0,220,29,0,0,12,220,220,12,80,12,220,45,12,12,220,0,12,0,220,0,1,234,220,0,12,29,12,234,12,0,12,29,0,12,220,45,0,12,12,220,12,80,12,0,2,-1,0,0,8,17,5476,91,8,0,76,256,0,0,5,0,100,0,8,0,0,0
0,1,220,150,0,0,220,14,76,144,231,12,220,144,12,12,220,1,12,54,144,0,1,231,76,0,12,78,76,13,220,0,12,19,7,12,14,231,0,12,220,144,12,76,14,0,0,-1,0,0,267,138,6151,83,13,0,100,260,0,0,2,0,95,0,267,0,0,0
0,1,173,130,0,0,28,179,173,87,43,12,179,72,12,12,126,1,12,54,126,0,1,28,173,0,12,177,53,19,53,0,12,184,7,12,179,82,0,12,87,126,12,28,28,0,1,-1,0,0,267,138,6152,92,5,0,100,260,0,0,2,0,95,0,267,0,0,0
0,1,220,87,0,0,0,220,220,84,134,12,220,89,12,12,220,1,12,54,220,0,1,0,220,0,12,134,127,0,127,0,12,0,0,12,220,87,0,12,84,220,12,135,0,0,2,-1,0,0,267,138,6153,96,96,0,100,260,0,0,2,0,98,0,267,0,0,0
0,1,220,231,0,0,49,49,57,220,231,220,220,143,57,49,220,0,49,0,107,0,1,231,57,0,107,231,220,21,57,0,220,231,0,220,49,231,0,57,107,107,107,79,220,0,0,-1,0,0,1,1,12337,97,97,0,0,263,0,1,0,0,92,0,1,0,0,0
0,1,220,11,0,0,220,220,220,220,83,220,220,156,220,220,220,0,220,0,220,0,1,21,220,0,220,15,220,17,220,0,220,223,0,220,220,160,0,220,220,220,220,78,220,0,1,-1,0,0,1,1,12338,58,35,0,0,263,0,1,0,0,98,1,1,0,0,0
0,1,12,107,0,0,220,12,12,220,86,220,12,108,220,12,12,0,220,0,12,0,1,84,12,0,12,86,220,85,220,0,220,84,0,220,12,107,0,12,220,12,220,87,220,0,2,-1,0,0,1,1,12339,95,95,0,0,263,0,1,0,0,100,0,1,0,0,0
0,1,72,28,0,0,4,4,72,118,231,118,4,231,72,4,118,0,4,0,118,0,1,231,72,0,118,31,72,231,72,0,4,227,7,72,4,231,0,72,118,118,118,231,4,0,0,-1,0,0,2,6,9563,50,48,0,0,266,0,1,2,0,99,0,2,0,0,0
0,1,160,73,0,0,188,188,160,99,30,99,188,29,160,188,99,0,188,0,99,0,1,32,160,0,99,71,160,29,160,0,188,72,7,160,188,31,0,160,99,99,99,29,188,0,1,-1,0,0,2,6,9564,93,5,0,0,266,0,1,0,0,100,0,2,0,0,0
0,1,12,31,0,0,12,12,12,12,31,12,12,30,12,12,12,0,12,0,12,0,1,31,12,0,12,31,12,30,12,0,12,31,7,12,12,31,0,12,12,12,12,30,12,0,2,-1,0,0,2,6,9565,96,96,0,0,266,0,1,0,0,96,0,2,0,0,0
0,1,12,48,0,0,12,220,220,220,39,220,12,211,12,0,12,0,12,0,220,0,1,84,220,0,0,39,220,211,12,0,220,84,0,220,220,48,0,0,12,220,12,211,220,0,0,-1,0,0,122,7,8317,99,99,0,87,267,0,1,0,0,89,1,122,0,0,1
0,1,139,123,0,0,220,156,139,220,231,220,156,231,220,0,95,0,220,0,95,0,1,231,139,0,0,158,220,231,220,0,220,166,0,220,156,231,0,0,220,95,220,231,220,0,1,-1,0,0,122,7,8315,87,12,0,88,267,0,1,0,0,90,1,122,0,0,1
0,1,139,173,0,0,88,156,139,135,77,135,156,135,77,0,95,0,88,0,95,0,1,88,139,0,0,144,77,88,77,0,88,145,0,77,156,135,0,0,135,95,135,77,88,0,2,-1,0,0,122,7,8316,80,8,0,88,267,0,1,0,0,97,0,122,0,0,0
0,1,214,107,0,0,33,33,64,3,199,3,252,109,64,0,3,0,33,1,109,0,1,250,64,0,0,63,214,32,64,0,252,34,0,214,33,33,0,0,109,109,109,63,252,0,0,-1,0,0,8,6,774,89,7,0,0,269,0,0,0,0,96,0,8,0,0,0
0,1,214,113,0,0,252,252,214,3,45,3,252,108,214,0,3,0,252,1,3,0,1,38,214,0,0,45,214,34,214,0,252,38,0,214,252,113,0,0,3,3,3,63,252,0,1,-1,0,0,8,6,775,98,98,0,0,269,0,0,0,0,98,0,8,0,0,0
0,1,133,44,0,0,245,245,133,89,35,89,245,45,133,0,89,0,245,1,89,0,1,95,133,0,0,35,133,100,133,0,245,95,0,133,245,44,0,0,89,89,89,35,245,0,2,-1,0,0,8,6,5477,99,99,0,76,269,0,0,0,0,98,0,8,0,0,0
0,1,25,34,0,0,220,220,220,26,30,26,158,231,220,220,26,0,220,1,220,0,1,166,220,0,220,30,25,231,220,0,158,166,0,25,220,34,0,220,220,220,220,231,158,0,0,-1,0,0,12,1,776,93,93,0,76,270,0,0,0,0,100,0,12,0,0,0
0,1,220,87,0,0,158,220,220,26,54,26,220,72,25,220,220,0,158,1,220,0,1,38,220,0,220,54,25,40,25,0,158,38,0,25,220,87,0,220,26,220,26,48,158,0,1,-1,0,0,12,1,777,97,97,0,76,270,0,0,0,0,93,0,12,0,0,0
0,1,12,37,0,0,12,12,12,12,242,12,12,140,12,12,12,0,12,1,12,0,1,222,12,0,12,131,12,222,12,0,12,250,0,12,12,141,0,12,12,12,12,242,12,0,2,-1,0,0,12,1,5478,85,14,0,76,270,0,0,0,0,91,0,12,0,0,0
0,1,220,59,0,0,5,5,25,220,200,220,220,52,25,5,220,1,5,1,53,0,1,200,25,0,53,31,220,7,25,0,220,9,0,220,5,200,0,25,53,53,53,27,220,0,0,-1,0,0,1,6,3452,56,37,0,76,271,0,1,0,0,99,0,1,0,0,0
0,1,159,94,0,0,141,141,159,169,40,169,141,52,159,141,169,1,141,1,169,0,1,26,159,0,169,71,159,7,159,0,141,66,0,159,141,64,0,159,169,169,169,28,141,0,1,-1,0,0,1,6,3453,75,18,0,76,271,0,0,0,0,100,0,1,0,0,0
0,1,220,111,0,0,220,220,220,220,121,220,220,158,220,220,220,1,220,1,220,0,1,243,220,0,220,85,220,241,220,0,220,158,0,220,220,159,0,220,220,220,220,120,220,0,2,-1,0,0,1,6,5479,91,8,0,76,271,0,0,0,0,94,0,1,0,0,0
0,1,224,26,0,0,12,12,12,55,213,55,237,29,12,12,55,0,12,0,12,0,1,238,12,0,12,26,224,29,12,0,237,26,0,224,12,0,0,12,12,12,12,29,237,0,0,-1,0,0,241,73,781,90,7,0,0,278,0,1,0,0,100,1,241,0,0,0
0,1,222,40,0,0,232,232,222,45,89,45,232,39,222,232,45,0,232,0,45,0,1,242,222,0,45,89,222,242,222,0,232,242,0,222,232,40,0,222,45,45,45,88,232,0,1,-1,0,0,241,73,780,97,97,0,0,278,0,1,0,0,100,0,241,0,0,0
0,1,12,192,0,0,12,12,12,12,189,12,12,187,12,12,12,0,12,0,12,0,1,132,12,0,12,189,12,142,12,0,12,132,0,12,12,192,0,12,12,12,12,194,12,0,2,-1,0,0,241,73,5092,96,96,0,0,278,0,1,1,0,100,0,241,0,0,0
0,1,220,231,0,0,220,220,220,220,20,220,220,37,220,220,220,0,220,0,220,0,1,141,220,0,220,231,220,141,220,0,220,231,0,220,220,37,0,220,220,220,220,20,220,0,0,-1,0,0,2,1,782,75,24,0,100,280,0,1,0,0,98,0,2,0,0,0
0,1,50,164,0,0,220,150,50,220,69,220,150,158,220,150,60,0,220,0,60,0,1,11,50,0,60,69,220,12,220,0,220,11,0,220,150,164,0,50,220,60,220,64,220,0,1,-1,0,0,2,1,2783,98,98,0,100,280,0,1,0,0,95,1,2,0,0,0
0,1,35,106,0,0,200,200,35,40,100,40,200,52,35,200,40,0,200,0,40,0,1,225,35,0,40,155,35,224,35,0,200,227,0,35,200,52,0,35,40,40,40,99,200,0,2,-1,0,0,2,1,5094,55,23,0,100,280,0,1,0,0,50,1,2,0,0,0
0,1,220,231,0,0,12,12,12,220,231,220,220,29,12,0,220,0,12,41,12,0,1,231,12,0,0,231,220,29,12,0,220,231,0,220,12,231,0,0,12,12,12,29,220,0,0,-1,0,0,6,1,784,94,94,0,100,298,0,0,0,0,98,0,6,0,0,0
0,1,12,30,0,0,220,220,220,12,30,12,12,231,220,220,12,0,220,41,220,0,1,30,220,0,220,30,12,231,220,0,12,30,0,12,220,30,0,220,220,220,220,231,12,0,1,-1,0,0,6,1,785,94,94,0,100,298,0,0,0,0,98,0,6,0,0,0
0,1,220,126,0,0,172,172,220,127,140,127,172,218,220,0,127,0,172,41,127,0,1,146,220,0,0,218,220,145,220,0,172,170,0,220,172,218,0,0,127,127,127,139,172,0,2,-1,0,0,10,1,5481,85,14,0,76,298,0,0,0,0,91,0,10,0,0,0
0,0,220,15,0,0,12,12,12,220,198,220,220,29,12,0,220,0,12,41,12,0,1,244,12,0,0,145,220,30,12,0,220,211,0,220,12,23,0,0,12,12,12,29,220,0,0,-1,0,0,8,1,786,76,14,0,0,299,0,0,0,0,96,0,8,0,0,0
0,0,220,29,0,0,220,220,220,220,31,220,220,29,220,220,220,0,220,41,220,0,1,204,220,0,220,31,220,204,220,0,220,204,0,220,220,29,0,220,220,220,220,30,220,0,1,-1,0,0,8,1,787,95,95,0,100,299,0,0,0,0,96,0,8,0,0,0
0,0,220,29,0,0,220,220,220,220,29,220,220,29,220,0,220,0,220,41,220,0,1,29,220,0,0,29,220,29,220,0,220,29,0,220,220,29,0,0,220,220,220,29,220,0,2,-1,0,0,8,1,5482,100,100,0,76,299,0,0,0,0,100,0,8,0,0,0
0,1,220,138,0,0,220,220,220,220,34,220,220,44,220,0,220,0,220,41,220,0,1,25,220,0,0,69,220,26,220,0,220,3,0,220,220,49,0,0,220,220,220,32,220,0,0,-1,0,0,6,1,788,78,19,0,100,300,0,0,0,0,96,0,6,7,0,0
0,1,45,215,0,0,30,30,45,62,228,62,30,231,45,0,62,0,30,41,62,0,1,222,45,0,0,180,45,231,45,0,30,30,0,45,30,230,0,0,62,62,62,231,30,0,1,-1,0,0,6,1,789,61,21,0,0,300,0,0,0,0,97,0,6,7,0,0
0,0,12,29,0,0,12,12,12,12,215,12,12,39,12,0,12,0,12,41,12,0,1,225,12,0,0,29,12,225,12,0,12,29,0,12,12,39,0,0,12,12,12,215,12,0,2,-1,0,0,8,1,5483,85,14,0,86,300,0,0,0,0,88,0,8,0,0,0
0,1,220,44,0,0,206,220,220,45,19,220,220,45,220,220,220,0,220,66,220,0,1,207,220,0,220,35,19,208,19,0,220,119,0,220,220,45,0,220,45,220,220,19,206,0,0,-1,0,0,102,52,790,90,8,0,76,301,0,0,0,0,99,0,102,0,0,0
0,1,12,29,0,0,207,12,12,135,184,12,12,136,12,12,12,0,12,66,12,0,1,209,12,0,12,29,183,208,183,0,12,29,7,12,12,137,0,12,135,12,12,183,207,0,1,-1,0,0,102,52,791,68,30,0,76,301,0,0,0,0,98,0,102,0,0,0
0,1,12,174,0,0,120,12,12,173,197,12,12,173,12,12,12,0,12,66,12,0,1,121,12,0,12,197,196,120,196,0,12,121,0,12,12,174,0,12,173,12,12,196,120,0,2,-1,0,0,102,52,5484,96,96,0,76,301,0,0,0,0,98,1,102,0,0,0
0,1,220,33,0,0,220,220,220,220,30,220,220,29,220,0,220,0,220,65,220,0,0,33,220,65,0,29,220,30,220,0,220,158,7,220,220,30,0,0,220,220,220,29,220,0,0,-1,0,0,2,1,3218,83,11,0,65,305,0,1,0,0,96,0,2,0,0,0
