stadiumname,swapcrowdplacement,stadiumid,teamid,forcedhome
Estadio de las Artes,0,158,114106,0
Estadio de las Artes,0,158,114107,0
Estadio de las Artes,0,158,114108,0
Estadio de las Artes,0,158,114109,0
Estadio de las Artes,0,158,114110,0
Estadio de las Artes,0,158,114111,0
Estadio de las Artes,0,158,114112,0
Estadio de las Artes,0,158,114113,0
Estadio de las Artes,0,158,114114,0
Estadio de las Artes,0,158,114115,0
Estadio de las Artes,0,158,114116,0
Estadio de las Artes,0,158,114117,0
Estadio de las Artes,0,158,114118,0
Estadio de las Artes,0,158,114119,0
Estadio de las Artes,0,158,114120,0
Estadio de las Artes,0,158,114121,0
Estadio de las Artes,0,158,114122,0
Estadio de las Artes,0,158,114123,0
Estadio de las Artes,0,158,114124,0
Estadio de las Artes,0,158,114125,0
Estadio de las Artes,0,158,114126,0
Estadio de las Artes,0,158,114127,0
Estadio de las Artes,0,158,114137,0
Estadio de las Artes,0,158,114147,0
Estadio de las Artes,0,158,114161,0
Estadio de las Artes,0,158,114162,0
Estadio de las Artes,0,158,114168,0
Estadio de las Artes,0,158,114326,0
Estadio de las Artes,0,158,114385,0
Estadio de las Artes,0,158,114393,0
Estadio de las Artes,0,158,114399,0
Estadio de las Artes,0,158,114400,0
Estadio de las Artes,0,158,114401,0
Estadio de las Artes,0,158,114402,0
Estadio de las Artes,0,158,114403,0
Estadio de las Artes,0,158,114404,0
Estadio de las Artes,0,158,114405,0
Estadio de las Artes,0,158,114406,0
Estadio de las Artes,0,158,114407,0
Estadio de las Artes,0,158,114408,0
Estadio de las Artes,0,158,114409,0
Estadio de las Artes,0,158,114410,0
Estadio de las Artes,0,158,114411,0
Estadio de las Artes,0,158,114412,0
Estadio de las Artes,0,158,114413,0
Estadio de las Artes,0,158,114414,0
Estadio de las Artes,0,158,114415,0
Estadio de las Artes,0,158,114416,0
Estadio de las Artes,0,158,114417,0
Estadio de las Artes,0,158,114418,0
Estadio de las Artes,0,158,114419,0
Estadio de las Artes,0,158,114420,0
Estadio de las Artes,0,158,114421,0
Estadio de las Artes,0,158,114422,0
Estadio de las Artes,0,158,114423,0
Estadio de las Artes,0,158,114424,0
Estadio de las Artes,0,158,114425,0
Estadio de las Artes,0,158,114426,0
Estadio de las Artes,0,158,114427,0
Estadio de las Artes,0,158,114428,0
Estadio de las Artes,0,158,114429,0
Estadio de las Artes,0,158,114430,0
Estadio de las Artes,0,158,114431,0
Estadio de las Artes,0,158,114432,0
Estadio de las Artes,0,158,114433,0
Estadio de las Artes,0,158,114434,0
Estadio de las Artes,0,158,114435,0
Estadio de las Artes,0,158,114436,0
Estadio de las Artes,0,158,114437,0
Estadio de las Artes,0,158,114438,0
Estadio de las Artes,0,158,114439,0
Estadio de las Artes,0,158,114440,0
Estadio de las Artes,0,158,114441,0
Estadio de las Artes,0,158,114442,0
Estadio de las Artes,0,158,114443,0
Estadio de las Artes,0,158,114444,0
Estadio de las Artes,0,158,114445,0
Estadio de las Artes,0,158,114446,0
Estadio de las Artes,0,158,114447,0
Estadio de las Artes,0,158,114448,0
Estadio de las Artes,0,158,114449,0
Estadio de las Artes,0,158,114450,0
Estadio de las Artes,0,158,114451,0
Estadio de las Artes,0,158,114452,0
Estadio de las Artes,0,158,114453,0
Estadio de las Artes,0,158,114454,0
Estadio de las Artes,0,158,114455,0
Estadio de las Artes,0,158,114456,0
Estadio de las Artes,0,158,114457,0
Estadio de las Artes,0,158,114458,0
Estadio de las Artes,0,158,114459,0
Estadio de las Artes,0,158,114460,0
Estadio de las Artes,0,158,114461,0
Estadio de las Artes,0,158,114462,0
Estadio de las Artes,0,158,114463,0
Estadio de las Artes,0,158,114464,0
Estadio de las Artes,0,158,114465,0
Estadio de las Artes,0,158,114466,0
Estadio de las Artes,0,158,114467,0
Estadio de las Artes,0,158,114468,0
Estadio de las Artes,0,158,114469,0
Estadio de las Artes,0,158,114470,0
Estadio de las Artes,0,158,114471,0
Estadio de las Artes,0,158,114472,0
Estadio de las Artes,0,158,114473,0
Estadio de las Artes,0,158,114474,0
Estadio de las Artes,0,158,114475,0
Estadio de las Artes,0,158,114476,0
Estadio de las Artes,0,158,114477,0
Estadio de las Artes,0,158,114478,0
Estadio de las Artes,0,158,114479,0
Estadio de las Artes,0,158,114480,0
Estadio de las Artes,0,158,114481,0
Estadio de las Artes,0,158,114482,0
Estadio de las Artes,0,158,114483,0
Estadio de las Artes,0,158,114484,0
Estadio de las Artes,0,158,114485,0
Estadio de las Artes,0,158,114486,0
Estadio de las Artes,0,158,114487,0
Estadio de las Artes,0,158,114488,0
Estadio de las Artes,0,158,114489,0
Estadio de las Artes,0,158,114490,0
Estadio de las Artes,0,158,114491,0
Estadio de las Artes,0,158,114492,0
Estadio de las Artes,0,158,114493,0
Estadio de las Artes,0,158,114494,0
Estadio de las Artes,0,158,114495,0
Estadio de las Artes,0,158,114496,0
Estadio de las Artes,0,158,114497,0
Estadio de las Artes,0,158,114498,0
Estadio de las Artes,0,158,114499,0
Estadio de las Artes,0,158,114510,0
Estadio de las Artes,0,158,114511,0
Estadio de las Artes,0,158,114526,0
Estadio de las Artes,0,158,114549,0
Estadio de las Artes,0,158,114577,0
Estadio de las Artes,0,158,114580,0
Estadio de las Artes,0,158,114581,0
Estadio de las Artes,0,158,114604,0
Estadio de las Artes,0,158,114605,0
Estadio de las Artes,0,158,114628,0
Estadio de las Artes,0,158,114640,0
Estadio de las Artes,0,158,114839,0
Estadio de las Artes,0,158,114840,0
Estadio de las Artes,0,158,114841,0
Estadio de las Artes,0,158,114842,0
Estadio de las Artes,0,158,114843,0
Estadio de las Artes,0,158,114844,0
Estadio de las Artes,0,158,114845,0
Estadio de las Artes,0,158,114846,0
Estadio de las Artes,0,158,114847,0
Estadio de las Artes,0,158,114848,0
Estadio de las Artes,0,158,114897,0
Estadio de las Artes,0,158,114923,0
Estadio de las Artes,0,158,114924,0
Estadio de las Artes,0,158,114925,0
Estadio de las Artes,0,158,114926,0
Estadio de las Artes,0,158,114927,0
Estadio de las Artes,0,158,114928,0
Estadio de las Artes,0,158,114929,0
Estadio de las Artes,0,158,114930,0
Estadio de las Artes,0,158,114931,0
Estadio de las Artes,0,158,114932,0
Estadio de las Artes,0,158,114933,0
Estadio de las Artes,0,158,114934,0
Estadio de las Artes,0,158,114935,0
Estadio de las Artes,0,158,114936,0
Estadio de las Artes,0,158,114937,0
Estadio de las Artes,0,158,114938,0
Estadio de las Artes,0,158,114939,0
Estadio de las Artes,0,158,114940,0
Estadio de las Artes,0,158,114941,0
Estadio de las Artes,0,158,114942,0
Estadio de las Artes,0,158,114943,0
Estadio de las Artes,0,158,114944,0
Estadio de las Artes,0,158,114945,0
Estadio de las Artes,0,158,114946,0
Estadio de las Artes,0,158,114947,0
Estadio de las Artes,0,158,114948,0
Estadio de las Artes,0,158,114949,0
Estadio de las Artes,0,158,114950,0
Estadio de las Artes,0,158,114951,0
Estadio de las Artes,0,158,114952,0
Estadio de las Artes,0,158,114953,0
Estadio de las Artes,0,158,114954,0
Estadio de las Artes,0,158,114955,0
Estadio de las Artes,0,158,114956,0
Estadio de las Artes,0,158,114957,0
Estadio de las Artes,0,158,114958,0
Estadio de las Artes,0,158,114959,0
Estadio de las Artes,0,158,114960,0
Estadio de las Artes,0,158,114961,0
Estadio de las Artes,0,158,114962,0
Estadio de las Artes,0,158,114963,0
Estadio de las Artes,0,158,114964,0
Estadio de las Artes,0,158,114965,0
Estadio de las Artes,0,158,114966,0
Estadio de las Artes,0,158,114967,0
Estadio de las Artes,0,158,114968,0
Estadio de las Artes,0,158,114969,0
Estadio de las Artes,0,158,114970,0
Estadio de las Artes,0,158,114971,0
Estadio de las Artes,0,158,114972,0
Estadio de las Artes,0,158,114973,0
Estadio de las Artes,0,158,114974,0
Estadio de las Artes,0,158,114975,0
Estadio de las Artes,0,158,114976,0
Estadio de las Artes,0,158,114977,0
Estadio de las Artes,0,158,114978,0
Estadio de las Artes,0,158,114979,0
Estadio de las Artes,0,158,114980,0
Estadio de las Artes,0,158,114981,0
Estadio de las Artes,0,158,114982,0
Estadio de las Artes,0,158,114983,0
Estadio de las Artes,0,158,114984,0
Estadio de las Artes,0,158,114985,0
Estadio de las Artes,0,158,114986,0
Estadio de las Artes,0,158,114987,0
Estadio de las Artes,0,158,114988,0
Estadio de las Artes,0,158,114989,0
Estadio de las Artes,0,158,114990,0
Estadio de las Artes,0,158,114991,0
Estadio de las Artes,0,158,114992,0
Estadio de las Artes,0,158,114993,0
Estadio de las Artes,0,158,114994,0
Estadio de las Artes,0,158,114995,0
Estadio de las Artes,0,158,114996,0
Estadio de las Artes,0,158,114997,0
Estadio de las Artes,0,158,114998,0
Estadio de las Artes,0,158,114999,0
Estadio de las Artes,0,158,115000,0
Estadio de las Artes,0,158,115001,0
Estadio de las Artes,0,158,115002,0
Estadio de las Artes,0,158,115003,0
Estadio de las Artes,0,158,115004,0
Estadio de las Artes,0,158,115005,0
Estadio de las Artes,0,158,115006,0
Estadio de las Artes,0,158,115007,0
Estadio de las Artes,0,158,115008,0
Estadio de las Artes,0,158,115009,0
Estadio de las Artes,0,158,115010,0
Estadio de las Artes,0,158,115011,0
Estadio de las Artes,0,158,115012,0
Estadio de las Artes,0,158,115013,0
Estadio de las Artes,0,158,115014,0
Estadio de las Artes,0,158,115015,0
Estadio de las Artes,0,158,115016,0
Estadio de las Artes,0,158,115017,0
Estadio de las Artes,0,158,115018,0
Estadio de las Artes,0,158,115019,0
Estadio de las Artes,0,158,115020,0
Estadio de las Artes,0,158,115021,0
Estadio de las Artes,0,158,115022,0
Estadio de las Artes,0,158,115023,0
Estadio de las Artes,0,158,115024,0
Estadio de las Artes,0,158,115025,0
Estadio de las Artes,0,158,115026,0
Estadio de las Artes,0,158,115027,0
Estadio de las Artes,0,158,115028,0
Estadio de las Artes,0,158,115029,0
Estadio de las Artes,0,158,115030,0
Estadio de las Artes,0,158,115031,0
Estadio de las Artes,0,158,115032,0
Estadio de las Artes,0,158,115033,0
Estadio de las Artes,0,158,115034,0
Estadio de las Artes,0,158,115035,0
Estadio de las Artes,0,158,115036,0
Estadio de las Artes,0,158,115037,0
Estadio de las Artes,0,158,115038,0
Estadio de las Artes,0,158,115039,0
Estadio de las Artes,0,158,115040,0
Estadio de las Artes,0,158,115041,0
Estadio de las Artes,0,158,115042,0
Estadio de las Artes,0,158,115043,0
Estadio de las Artes,0,158,115044,0
Estadio de las Artes,0,158,115045,0
Estadio de las Artes,0,158,115046,0
Estadio de las Artes,0,158,115047,0
Estadio de las Artes,0,158,115048,0
Estadio de las Artes,0,158,115049,0
Estadio de las Artes,0,158,115050,0
Estadio de las Artes,0,158,115051,0
Estadio de las Artes,0,158,115052,0
Estadio de las Artes,0,158,115053,0
Estadio de las Artes,0,158,115054,0
Estadio de las Artes,0,158,115055,0
Estadio de las Artes,0,158,115056,0
Estadio de las Artes,0,158,115057,0
Estadio de las Artes,0,158,115058,0
Estadio de las Artes,0,158,115059,0
Estadio de las Artes,0,158,115060,0
Estadio de las Artes,0,158,115061,0
Estadio de las Artes,0,158,115062,0
Estadio de las Artes,0,158,115063,0
Estadio de las Artes,0,158,115064,0
Estadio de las Artes,0,158,115065,0
Estadio de las Artes,0,158,115066,0
Estadio de las Artes,0,158,115067,0
Estadio de las Artes,0,158,115068,0
Estadio de las Artes,0,158,115069,0
Estadio de las Artes,0,158,115070,0
Estadio de las Artes,0,158,115071,0
Estadio de las Artes,0,158,115072,0
Estadio de las Artes,0,158,115073,0
Estadio de las Artes,0,158,115074,0
Estadio de las Artes,0,158,115075,0
Estadio de las Artes,0,158,115076,0
Estadio de las Artes,0,158,115077,0
Estadio de las Artes,0,158,115078,0
Estadio de las Artes,0,158,115079,0
Estadio de las Artes,0,158,115080,0
Estadio de las Artes,0,158,115081,0
Estadio de las Artes,0,158,115082,0
Estadio de las Artes,0,158,115083,0
Estadio de las Artes,0,158,115084,0
Estadio de las Artes,0,158,115085,0
Estadio de las Artes,0,158,115086,0
Estadio de las Artes,0,158,115087,0
Estadio de las Artes,0,158,115088,0
Estadio de las Artes,0,158,115089,0
Estadio de las Artes,0,158,115090,0
Estadio de las Artes,0,158,115091,0
Estadio de las Artes,0,158,115092,0
Estadio de las Artes,0,158,115093,0
Estadio de las Artes,0,158,115094,0
Estadio de las Artes,0,158,115095,0
Estadio de las Artes,0,158,115096,0
Estadio de las Artes,0,158,115097,0
Estadio de las Artes,0,158,115098,0
Estadio de las Artes,0,158,115099,0
Estadio de las Artes,0,158,115100,0
Estadio de las Artes,0,158,115101,0
Estadio de las Artes,0,158,115102,0
Estadio de las Artes,0,158,115103,0
Estadio de las Artes,0,158,115104,0
Estadio de las Artes,0,158,115105,0
Estadio de las Artes,0,158,115106,0
Estadio de las Artes,0,158,115107,0
Estadio de las Artes,0,158,115108,0
Estadio de las Artes,0,158,115109,0
Estadio de las Artes,0,158,115110,0
Estadio de las Artes,0,158,115111,0
Estadio de las Artes,0,158,115112,0
Estadio de las Artes,0,158,115113,0
Estadio de las Artes,0,158,115114,0
Estadio de las Artes,0,158,115115,0
Estadio de las Artes,0,158,115116,0
Estadio de las Artes,0,158,115117,0
Estadio de las Artes,0,158,115118,0
Estadio de las Artes,0,158,115119,0
Estadio de las Artes,0,158,115120,0
Estadio de las Artes,0,158,115121,0
Estadio de las Artes,0,158,115122,0
Estadio de las Artes,0,158,115123,0
Estadio de las Artes,0,158,115124,0
Estadio de las Artes,0,158,115125,0
Estadio de las Artes,0,158,115202,0
Estadio de las Artes,0,158,115267,0
Estadio de las Artes,0,158,115268,0
Estadio de las Artes,0,158,115269,0
Estadio de las Artes,0,158,115472,0
Estadio de las Artes,0,158,115491,0
Estadio de las Artes,0,158,115496,0
Estadio de las Artes,0,158,115515,0
Estadio de las Artes,0,158,115516,0
Estadio de las Artes,0,158,115530,0
Estadio de las Artes,0,158,115536,0
Estadio de las Artes,0,158,115740,0
Estadio de las Artes,0,158,115774,0
Estadio de las Artes,0,158,115776,0
Estadio de las Artes,0,158,115777,0
Estadio de las Artes,0,158,115778,0
Estadio de las Artes,0,158,115779,0
Estadio de las Artes,0,158,115780,0
Estadio de las Artes,0,158,115781,0
Estadio de las Artes,0,158,115782,0
Estadio de las Artes,0,158,115783,0
Estadio de las Artes,0,158,115784,0
Estadio de las Artes,0,158,115785,0
Estadio de las Artes,0,158,115786,0
Estadio de las Artes,0,158,115787,0
Estadio de las Artes,0,158,115788,0
Estadio de las Artes,0,158,115789,0
Estadio de las Artes,0,158,115790,0
Estadio de las Artes,0,158,115791,0
Estadio de las Artes,0,158,115792,0
Estadio de las Artes,0,158,115793,0
Estadio de las Artes,0,158,115794,0
Estadio de las Artes,0,158,115795,0
Estadio de las Artes,0,158,115796,0
Estadio de las Artes,0,158,115797,0
Estadio de las Artes,0,158,115798,0
Estadio de las Artes,0,158,115799,0
Estadio de las Artes,0,158,115800,0
Estadio de las Artes,0,158,115801,0
Estadio de las Artes,0,158,115802,0
Estadio de las Artes,0,158,115803,0
Estadio de las Artes,0,158,115804,0
Estadio de las Artes,0,158,115805,0
Estadio de las Artes,0,158,115806,0
Estadio de las Artes,0,158,115807,0
Estadio de las Artes,0,158,115808,0
Estadio de las Artes,0,158,115809,0
Estadio de las Artes,0,158,115810,0
Estadio de las Artes,0,158,115811,0
Estadio de las Artes,0,158,115812,0
Estadio de las Artes,0,158,115813,0
Estadio de las Artes,0,158,115814,0
Estadio de las Artes,0,158,115815,0
Estadio de las Artes,0,158,115816,0
Estadio de las Artes,0,158,115817,0
Estadio de las Artes,0,158,115841,0
Estadio de las Artes,0,158,115845,0
Estadio de las Artes,0,158,115891,0
Estadio de las Artes,0,158,115995,0
BayArena,0,12,115996,0
Deutsche Bank Park,0,416,115997,0
StrongHER Stadium,0,472,115998,0
PreZero Arena,0,407,115999,0
Estadio de las Artes,0,158,116000,0
Estadio de las Artes,0,158,116001,0
Europa-Park Stadion,0,447,116002,0
RheinEnergieStadion,0,423,116003,0
Weserstadion,0,413,116004,0
Estadio de las Artes,0,158,116005,0
Emirates Stadium,0,156,116009,0
Stamford Bridge,0,28,116010,0
Tottenham Hotspur Stadium,0,409,116011,0
Old Trafford,0,1,116012,0
American Express Stadium,0,340,116013,0
London Stadium,0,355,116014,0
Villa Park,0,115,116015,0
Goodison Park,0,265,116016,0
Joie Stadium,0,466,116017,0
King Power Stadium,0,335,116020,0
Red Bull Arena (Leipzig),0,420,116021,0
Groupama Stadium,0,426,116033,0
Parc des Princes,0,14,116034,0
Estadio de las Artes,0,158,116035,0
Estadio de las Artes,0,158,116036,0
Estadio de las Artes,0,158,116037,0
Estadio de las Artes,0,158,116039,0
Estadio de las Artes,0,158,116040,0
Estadio de las Artes,0,158,116042,0
Estadio de las Artes,0,158,116044,0
Estadio de las Artes,0,158,116057,0
Estadio de las Artes,0,158,116058,0
Estadio de las Artes,0,158,116059,0
Estadio de las Artes,0,158,116060,0
Estadio de las Artes,0,158,116061,0
Estadio de las Artes,0,158,116062,0
Estadio de las Artes,0,158,116063,0
Estadio de las Artes,0,158,116064,0
Estadio de las Artes,0,158,116065,0
Estadio de las Artes,0,158,116066,0
Estadio de las Artes,0,158,116067,0
Estadio de las Artes,0,158,116068,0
Estadio de las Artes,0,158,116069,0
Estadio de las Artes,0,158,116070,0
Estadio de las Artes,0,158,116071,0
Estadio de las Artes,0,158,116072,0
Estadio de las Artes,0,158,116073,0
Estadio de las Artes,0,158,116074,0
Estadio de las Artes,0,158,116075,0
Estadio de las Artes,0,158,116076,0
Estadio de las Artes,0,158,116077,0
Estadio de las Artes,0,158,116078,0
Estadio de las Artes,0,158,116079,0
Estadio de las Artes,0,158,116080,0
Estadio de las Artes,0,158,116081,0
Estadio de las Artes,0,158,116082,0
Estadio de las Artes,0,158,116083,0
Estadio de las Artes,0,158,116084,0
Estadio de las Artes,0,158,116085,0
Estadio de las Artes,0,158,116086,0
Estadio de las Artes,0,158,116087,0
Estadio de las Artes,0,158,116088,0
Estadio de las Artes,0,158,116089,0
Estadio de las Artes,0,158,116090,0
Estadio de las Artes,0,158,116091,0
Estadio de las Artes,0,158,116092,0
Estadio de las Artes,0,158,116093,0
Estadio de las Artes,0,158,116094,0
Estadio de las Artes,0,158,116095,0
Estadio de las Artes,0,158,116096,0
Estadio de las Artes,0,158,116097,0
Estadio de las Artes,0,158,116098,0
Estadio de las Artes,0,158,116099,0
Estadio de las Artes,0,158,116100,0
Estadio de las Artes,0,158,116101,0
Estadio de las Artes,0,158,116102,0
Estadio de las Artes,0,158,116103,0
Estadio de las Artes,0,158,116104,0
Estadio de las Artes,0,158,116105,0
Estadio de las Artes,0,158,116106,0
Estadio de las Artes,0,158,116107,0
Estadio de las Artes,0,158,116108,0
Estadio de las Artes,0,158,116109,0
Estadio de las Artes,0,158,116110,0
Estadio de las Artes,0,158,116111,0
Estadio de las Artes,0,158,116112,0
Estadio de las Artes,0,158,116113,0
Estadio de las Artes,0,158,116114,0
Estadio de las Artes,0,158,116115,0
Estadio de las Artes,0,158,116116,0
Estadio de las Artes,0,158,116117,0
Estadio de las Artes,0,158,116118,0
Estadio de las Artes,0,158,116119,0
Estadio de las Artes,0,158,116120,0
Estadio de las Artes,0,158,116121,0
Estadio de las Artes,0,158,116122,0
Estadio de las Artes,0,158,116123,0
Estadio de las Artes,0,158,116124,0
Estadio de las Artes,0,158,116125,0
Estadio de las Artes,0,158,116126,0
Estadio de las Artes,0,158,116127,0
Estadio de las Artes,0,158,116128,0
Estadio de las Artes,0,158,116129,0
Estadio de las Artes,0,158,116130,0
Estadio de las Artes,0,158,116131,0
Estadio de las Artes,0,158,116132,0
Estadio de las Artes,0,158,116133,0
Estadio de las Artes,0,158,116134,0
Estadio de las Artes,0,158,116135,0
Estadio de las Artes,0,158,116136,0
Estadio de las Artes,0,158,116137,0
Estadio de las Artes,0,158,116138,0
Estadio de las Artes,0,158,116139,0
Estadio de las Artes,0,158,116140,0
Estadio de las Artes,0,158,116141,0
Estadio de las Artes,0,158,116142,0
Estadio de las Artes,0,158,116143,0
Estadio de las Artes,0,158,116144,0
Estadio de las Artes,0,158,116145,0
Estadio de las Artes,0,158,116146,0
Estadio de las Artes,0,158,116147,0
Estadio de las Artes,0,158,116148,0
Estadio de las Artes,0,158,116149,0
Estadio de las Artes,0,158,116150,0
Estadio de las Artes,0,158,116151,0
Estadio de las Artes,0,158,116152,0
Estadio de las Artes,0,158,116153,0
Estadio de las Artes,0,158,116154,0
Estadio de las Artes,0,158,116155,0
Estadio de las Artes,0,158,116156,0
Estadio de las Artes,0,158,116157,0
Estadio de las Artes,0,158,116158,0
Estadio de las Artes,0,158,116159,0
Estadio de las Artes,0,158,116160,0
Estadio de las Artes,0,158,116161,0
Estadio de las Artes,0,158,116162,0
Estadio de las Artes,0,158,116163,0
Estadio de las Artes,0,158,116164,0
Estadio de las Artes,0,158,116165,0
Estadio de las Artes,0,158,116166,0
Estadio de las Artes,0,158,116167,0
Estadio de las Artes,0,158,116168,0
Estadio de las Artes,0,158,116169,0
Estadio de las Artes,0,158,116170,0
Estadio de las Artes,0,158,116171,0
Estadio de las Artes,0,158,116172,0
Estadio de las Artes,0,158,116173,0
Estadio de las Artes,0,158,116174,0
Estadio de las Artes,0,158,116175,0
Estadio de las Artes,0,158,116176,0
Estadio de las Artes,0,158,116177,0
Estadio de las Artes,0,158,116178,0
Estadio de las Artes,0,158,116179,0
Estadio de las Artes,0,158,116180,0
Estadio de las Artes,0,158,116181,0
Estadio de las Artes,0,158,116182,0
Estadio de las Artes,0,158,116183,0
Estadio de las Artes,0,158,116184,0
Estadio de las Artes,0,158,116185,0
Estadio de las Artes,0,158,116186,0
Estadio de las Artes,0,158,116187,0
Estadio de las Artes,0,158,116188,0
Estadio de las Artes,0,158,116189,0
Estadio de las Artes,0,158,116190,0
Estadio de las Artes,0,158,116191,0
Estadio de las Artes,0,158,116192,0
Estadio de las Artes,0,158,116193,0
Estadio de las Artes,0,158,116194,0
Estadio de las Artes,0,158,116195,0
Estadio de las Artes,0,158,116196,0
Estadio de las Artes,0,158,116197,0
Estadio de las Artes,0,158,116198,0
Estadio de las Artes,0,158,116199,0
Estadio de las Artes,0,158,116200,0
Estadio de las Artes,0,158,116201,0
Estadio de las Artes,0,158,116202,0
Estadio de las Artes,0,158,116203,0
Estadio de las Artes,0,158,116204,0
Estadio de las Artes,0,158,116205,0
Estadio de las Artes,0,158,116206,0
Estadio de las Artes,0,158,116207,0
Estadio de las Artes,0,158,116208,0
Estadio de las Artes,0,158,116209,0
Estadio de las Artes,0,158,116210,0
Estadio de las Artes,0,158,116211,0
Estadio de las Artes,0,158,116212,0
Estadio de las Artes,0,158,116213,0
Estadio de las Artes,0,158,116214,0
Estadio de las Artes,0,158,116215,0
Estadio de las Artes,0,158,116216,0
Estadio de las Artes,0,158,116217,0
Estadio de las Artes,0,158,116218,0
Estadio de las Artes,0,158,116219,0
Estadio de las Artes,0,158,116220,0
Estadio de las Artes,0,158,116221,0
Estadio de las Artes,0,158,116222,0
Estadio de las Artes,0,158,116223,0
Estadio de las Artes,0,158,116224,0
Estadio de las Artes,0,158,116225,0
Estadio de las Artes,0,158,116226,0
Estadio de las Artes,0,158,116227,0
Estadio de las Artes,0,158,116228,0
Estadio de las Artes,0,158,116229,0
Estadio de las Artes,0,158,116230,0
Estadio de las Artes,0,158,116231,0
Estadio de las Artes,0,158,116232,0
Estadio de las Artes,0,158,116233,0
Estadio de las Artes,0,158,116234,0
Estadio de las Artes,0,158,116235,0
Estadio de las Artes,0,158,116236,0
Estadio de las Artes,0,158,116237,0
Estadio de las Artes,0,158,116238,0
Estadio de las Artes,0,158,116239,0
Estadio de las Artes,0,158,116240,0
Estadio de las Artes,0,158,116241,0
Estadio de las Artes,0,158,116242,0
Estadio de las Artes,0,158,116243,0
Estadio de las Artes,0,158,116244,0
Estadio de las Artes,0,158,116245,0
Estadio de las Artes,0,158,116246,0
Estadio de las Artes,0,158,116247,0
Estadio de las Artes,0,158,116248,0
Estadio de las Artes,0,158,116249,0
Estadio de las Artes,0,158,116250,0
Estadio de las Artes,0,158,116251,0
Estadio de las Artes,0,158,116252,0
Estadio de las Artes,0,158,116253,0
Estadio de las Artes,0,158,116254,0
Estadio de las Artes,0,158,116255,0
Estadio de las Artes,0,158,116256,0
Estadio de las Artes,0,158,116263,0
Allianz Stadium,0,247,116280,0
Estadio de las Artes,0,158,116282,0
Estadio de las Artes,0,158,116292,0
Estadio de las Artes,0,158,116295,0
Lumen Field,0,341,116300,0
Providence Park,0,435,116302,0
Estadio de las Artes,0,158,116303,0
Estadio de las Artes,0,158,116304,0
Estadio de las Artes,0,158,116305,0
Estadio de las Artes,0,158,116306,0
Estadio de las Artes,0,158,116307,0
Estadio de las Artes,0,158,116308,0
Estadio de las Artes,0,158,116309,0
Red Bull Arena (New Jersey),0,430,116310,0
BMO Stadium,0,458,116311,0
Estadio de las Artes,0,158,116312,0
Estadio de las Artes,0,158,116322,0
Estadio de las Artes,0,158,116323,0
Estadio de las Artes,0,158,116325,0
Estadio Alfredo Di Stéfano,0,471,116326,0
Cívitas METROPOLITANO,0,364,116327,0
Estadio San Mamés,0,388,116328,0
Estadio Benito Villamarín,0,392,116330,0
Municipal de Ipurua,0,395,116331,0
Estadio de las Artes,0,158,116332,0
Estadio Ciutat de València,0,396,116333,0
Estadio de las Artes,0,158,116334,0
Reale Arena,0,397,116336,0
Ramón Sánchez-Pizjuán,0,389,116337,0
Estadio Mestalla,0,10,116339,0
Anfield,0,13,116343,0
Estadio de las Artes,0,158,116358,0
Estadio de las Artes,0,158,116359,0
Estadio de las Artes,0,158,116360,0
Estadio de las Artes,0,158,116361,0
Estadio de las Artes,0,158,116369,0
Estadio de las Artes,0,158,116374,0
Estadio de las Artes,0,158,116375,0
Estadio de las Artes,0,158,116416,0
Estadio de las Artes,0,158,116417,0
Estadio de las Artes,0,158,131110,0
Estadio de las Artes,0,158,131125,0
Estadio de las Artes,0,158,131159,0
Estadio de las Artes,0,158,131161,0
Estadio de las Artes,0,158,131173,0
Estadio de las Artes,0,158,131174,0
Estadio de las Artes,0,158,131271,0
Estádio do SL Benfica,0,457,131358,0
Johan Cruijff ArenA,0,15,131359,0
Estadio de las Artes,0,158,131360,0
Estadio de las Artes,0,158,131361,0
Estadio de las Artes,0,158,131362,0
Estadio de las Artes,0,158,131363,0
Estadio de las Artes,0,158,131388,0
Estadio Nuevo Los Cármenes,0,439,131391,0
Estadio de las Artes,0,158,131439,0
Estadio de las Artes,0,158,131447,0
Estadio de las Artes,0,158,131459,0
Estadio de las Artes,0,158,131463,0
Estadio de las Artes,0,158,131474,0
Estadio de las Artes,0,158,131477,0
Estadio de las Artes,0,158,131478,0
Estadio de las Artes,0,158,131487,0
Estadio de las Artes,0,158,131488,0
Estadio de las Artes,0,158,131491,0
Estadio de las Artes,0,158,131511,0
Estadio de las Artes,0,158,131524,0
Estadio de las Artes,0,158,131527,0
Estadio de las Artes,0,158,131532,0
Estadio de las Artes,0,158,131533,0
Estadio de las Artes,0,158,131534,0
Estadio de las Artes,0,158,131535,0
Estadio de las Artes,0,158,131536,0
Estadio de las Artes,0,158,131537,0
Estadio de las Artes,0,158,131538,0
Estadio de las Artes,0,158,131539,0
Estadio de las Artes,0,158,131540,0
Estadio de las Artes,0,158,131541,0
Estadio de las Artes,0,158,131542,0
Estadio de las Artes,0,158,131543,0
Estadio de las Artes,0,158,131544,0
Estadio de las Artes,0,158,131545,0
Estadio de las Artes,0,158,131546,0
Estadio de las Artes,0,158,131547,0
Estadio de las Artes,0,158,131548,0
Estadio de las Artes,0,158,131549,0
Estadio de las Artes,0,158,131550,0
Estadio de las Artes,0,158,131551,0
Estadio de las Artes,0,158,131552,0
