firstnameid,lastnameid,playerjerseynameid,commonnameid,role3,gkglovetypecode,role2,role1,eyebrowcode,skintypecode,haircolorcode,facialhairtypecode,curve,jerseystylecode,agility,tattooback,accessorycode4,gksavetype,positioning,tattooleftarm,hairtypecode,standingtackle,preferredposition3,longpassing,penalties,animfreekickstartposcode,lipcolor,isretiring,longshots,gkdiving,icontrait2,interceptions,shoecolorcode2,crossing,potential,gkreflexes,finishingcode1,reactions,composure,skinsurfacepack,vision,contractvaliduntil,finishing,dribbling,slidingtackle,accessorycode3,accessorycolourcode1,headtypecode,driref,sprintspeed,undershortstyle,height,hasseasonaljersey,tattoohead,preferredposition2,strength,shoetypecode,birthdate,preferredposition1,tattooleftleg,skinmakeup,ballcontrol,phypos,shotpower,trait1,socklengthcode,weight,hashighqualityhead,eyedetail,tattoorightarm,icontrait1,balance,gender,headassetid,gkkicking,defspe,internationalrep,shortpassing,freekickaccuracy,skillmoves,faceposerpreset,usercaneditname,avatarpomid,finishingcode2,aggression,acceleration,paskic,headingaccuracy,iscustomized,runningcode2,modifier,gkhandling,eyecolorcode,jerseysleevelengthcode,accessorycolourcode3,accessorycode1,playerjointeamdate,headclasscode,tattoofront,nationality,preferredfoot,sideburnscode,weakfootabilitytypecode,jumping,personality,gkkickstyle,stamina,playerid,accessorycolourcode4,gkpositioning,headvariation,skillmoveslikelihood,trait2,shohan,skintonecode,shortstyle,overallrating,smallsidedshoetypecode,emotion,runstylecode,muscularitycode,skincomplexion,jerseyfit,accessorycode2,shoedesigncode,shoecolorcode1,hairstylecode,bodytypecode,animpenaltiesstartposcode,pacdiv,defensiveawareness,runningcode1,preferredposition4,volleys,accessorycolourcode2,tattoorightleg,facialhaircolorcode
13619,5827,5827,0,0,8,0,1,2150301,0,5,243,10,1,48,0,0,0,11,0,681,12,-1,35,21,0,0,0,15,76,0,25,31,17,77,76,0,77,61,232001,60,2026,10,12,11,0,0,3510,76,50,0,185,3,0,-1,67,16,148479,0,0,0,32,77,55,0,0,83,0,2,0,0,50,0,199987,73,54,2,50,10,0,0,0,0,0,25,56,73,12,0,0,1,76,2,0,0,8,161333,1,0,34,1,0,3,69,4,1,40,199987,0,77,0,0,520,76,2,0,77,501,3,0,0,2,0,9,0,30,0,5,0,76,18,0,-1,19,0,0,5
22773,21633,21632,22781,0,0,19,14,60201,1,0,287,66,1,63,0,0,0,60,0,28,72,-1,70,59,0,0,0,75,9,0,70,31,68,71,7,0,67,72,220001,69,2025,50,72,70,0,0,1021,70,38,0,186,3,0,14,69,66,149549,10,0,0,74,64,73,0,2,75,1,2,0,0,45,0,200054,7,70,1,74,62,2,2,0,0,0,70,48,70,68,0,0,1,7,9,0,0,0,159529,0,0,112,1,0,3,66,4,0,48,200054,0,6,0,2,0,61,10,0,71,501,2,0,0,10,0,0,0,30,0,4,0,43,69,0,-1,66,0,0,21
6004,6112,6112,0,0,12,0,1,2150301,0,3,259,17,1,47,0,0,0,9,0,634,13,-1,37,37,0,0,0,14,67,0,18,31,13,66,66,0,60,57,232001,48,2027,12,13,16,0,0,42,66,46,0,186,0,0,-1,63,38,149678,0,0,0,33,68,52,0,2,84,0,2,0,0,37,0,200059,69,44,1,38,15,0,0,0,0,0,31,43,69,13,0,0,1,63,8,0,0,0,160237,1,0,7,1,0,4,61,4,3,30,200059,0,68,0,0,0,63,1,0,66,502,3,0,0,1,0,0,0,30,0,5,0,67,12,0,-1,17,0,0,5
16548,11998,11998,0,0,2,0,1,60201,1,5,251,12,1,60,0,0,0,13,0,220,13,-1,47,35,0,0,0,17,67,0,21,31,15,66,65,0,62,30,223101,55,2026,13,13,15,0,0,2020,65,53,0,188,3,0,-1,65,220,149720,0,0,0,25,65,51,0,2,88,0,2,0,0,50,0,200076,68,51,1,38,15,0,0,0,0,0,22,50,68,19,0,0,1,66,6,3,0,0,159878,1,0,7,1,0,3,66,4,1,28,200076,0,65,0,0,0,66,1,0,66,501,2,0,0,1,0,0,0,30,0,5,0,67,21,0,-1,12,0,0,5
18148,22217,22217,0,0,0,14,18,60201,0,3,243,58,1,70,0,0,0,73,0,101,75,-1,76,68,0,0,0,73,11,0,74,31,72,74,15,0,75,72,223101,74,2025,68,71,73,0,0,2501,72,69,0,184,3,0,10,71,81,149772,14,0,0,73,71,81,144,0,77,0,2,0,0,70,0,200094,16,72,1,78,65,2,0,0,0,0,74,68,74,57,0,0,0,8,3,0,0,0,161004,1,0,40,1,0,4,70,2,0,70,200094,0,16,0,1,0,71,2,0,74,501,3,0,0,2,0,0,0,30,0,2,0,69,73,0,-1,45,0,0,0
12108,26909,26909,0,30,0,43,141,70000,1,0,0,87,1,81,0,0,0,91,0,630,34,-1,72,75,2,0,0,89,11,0,39,31,84,87,10,59,90,88,221001,82,2025,90,87,33,0,1,557,85,88,0,183,3,0,16,69,363,149652,25,0,0,85,73,89,4325376,2,78,1,1,0,1,74,0,200104,13,42,4,83,74,3,4,0,0,10,62,86,81,72,0,0,1,13,3,0,0,16,158103,0,0,167,1,0,5,82,5,0,88,200104,0,6,0,3,1216,89,2,0,87,503,2,0,0,4,1,0,0,30,0,366,0,87,45,18,-1,83,0,0,0
21168,3766,3766,0,0,0,12,13,60201,0,4,243,62,1,60,0,0,0,62,0,26,69,-1,68,51,0,0,0,45,11,0,70,31,62,68,16,0,67,66,232001,59,2025,44,64,68,0,0,2000,65,52,0,186,3,0,-1,73,160,149509,5,0,0,68,69,64,0,0,75,0,2,0,0,63,0,200108,16,69,1,69,46,2,0,0,0,0,65,52,64,65,0,0,0,15,1,0,0,0,158466,1,0,13,2,0,3,69,4,0,65,200108,0,9,0,2,512,50,2,0,68,501,2,0,0,2,0,0,0,30,0,5,0,52,70,0,-1,55,0,0,4
18568,3595,3595,0,0,141,0,1,60201,0,5,0,20,1,50,0,0,0,13,0,284,12,-1,33,36,0,0,0,14,79,0,17,31,20,79,80,0,76,47,232001,56,2026,15,12,14,0,0,1528,80,47,0,193,3,0,-1,64,28,149166,0,0,0,32,79,54,805306496,0,88,0,2,0,0,40,0,200110,72,46,2,28,15,0,3,0,0,0,39,45,72,16,0,0,1,76,5,0,0,0,160271,0,0,34,1,0,2,66,2,3,32,200110,0,79,0,0,72,76,2,0,79,502,2,0,0,2,0,0,0,30,0,5,0,79,11,0,-1,13,0,0,6
19637,22037,22037,0,0,0,32,31,60201,1,0,0,57,1,64,0,0,0,69,0,189,35,-1,68,74,0,0,0,63,15,0,43,31,67,69,6,0,64,69,224001,70,2024,64,73,29,0,0,530,71,56,0,171,3,0,14,64,73,149193,18,0,0,71,58,68,327712,0,70,0,2,0,0,82,0,200120,12,36,1,74,72,2,0,0,0,0,31,65,70,53,0,0,0,10,3,0,0,0,160621,1,0,56,1,0,3,63,2,0,67,200120,0,13,0,3,0,65,5,0,69,500,3,0,0,5,0,0,0,30,0,2,0,60,28,0,-1,61,0,0,0
18860,22798,22798,0,0,0,7,11,2150301,0,0,243,54,1,67,0,0,0,45,0,240,70,-1,60,49,0,0,0,56,14,0,70,31,64,68,15,0,60,50,224001,46,2026,39,64,69,0,0,2503,63,73,0,184,0,0,7,74,113,149138,5,0,0,61,74,63,0,2,69,0,2,0,0,69,0,200122,11,68,1,57,39,1,0,0,0,0,75,68,56,58,0,0,0,11,3,0,0,0,160969,1,0,7,2,0,3,72,3,0,75,200122,0,6,0,1,0,48,6,0,68,501,4,0,0,6,0,0,0,30,0,2,0,71,67,0,-1,39,0,0,0
24537,3259,3259,0,0,0,33,31,2150301,0,3,243,58,1,66,0,0,0,57,0,284,55,-1,60,66,0,0,0,64,8,0,49,31,57,61,7,0,60,65,223101,60,2024,58,61,37,0,0,1519,62,52,0,178,0,0,-1,59,117,149590,18,0,0,62,56,63,65537,0,75,0,2,0,0,65,0,200134,15,48,1,67,58,2,0,0,0,0,58,42,62,47,0,0,0,13,3,0,0,0,160406,1,0,25,2,0,4,47,4,0,51,200134,0,15,0,2,512,61,3,0,61,503,3,0,0,3,0,0,0,30,0,2,1,48,45,0,-1,60,0,0,0
5012,29184,5155,5155,20,0,15,14,2150301,0,0,0,75,1,48,0,0,0,71,0,285,84,-1,81,66,1,0,0,78,13,0,82,31,68,84,12,0,83,79,244101,77,2026,69,68,83,0,1,1036,69,40,0,185,1,0,14,84,361,149516,10,0,0,77,82,82,51328,2,84,1,2,0,0,51,0,200145,16,82,3,83,70,1,1,0,0,0,91,35,77,80,0,0,2,14,3,0,0,16,160651,0,0,54,1,0,3,75,5,0,73,200145,0,12,0,1,128,74,6,0,84,501,5,0,0,5,0,0,0,30,0,358,0,38,81,0,-1,77,0,0,0
11705,29060,29060,0,0,0,22,33,60201,1,3,0,78,1,58,0,0,0,83,0,65,55,-1,82,79,0,0,0,75,13,0,61,31,77,80,11,0,82,86,223101,89,2027,81,79,50,0,1,2002,77,53,0,195,0,0,14,76,441,149699,18,0,0,84,76,76,134217904,0,77,0,2,0,0,39,0,200155,9,60,3,85,75,3,0,0,0,0,57,36,83,84,0,0,0,6,1,0,0,7,158045,1,0,7,1,0,5,75,5,0,90,200155,0,15,0,2,1152,79,3,0,80,500,4,0,0,3,0,0,0,30,0,4,0,45,58,0,-1,79,0,0,3
27159,22037,22038,0,0,135,0,2,60201,0,3,243,30,1,42,0,0,0,10,0,57,12,-1,60,24,0,0,0,12,79,0,27,31,18,81,84,0,78,56,232001,66,2026,15,26,15,0,0,1541,84,53,0,185,3,0,-1,73,81,149773,0,0,0,41,81,65,536870912,2,88,1,2,0,0,54,0,200159,86,52,3,50,12,0,3,0,0,0,29,51,86,20,0,0,1,77,3,3,0,0,160602,0,0,21,1,0,4,73,3,1,33,200159,0,81,0,0,4,77,2,0,81,501,4,0,0,3,0,0,0,30,0,5,0,79,29,0,-1,13,0,0,0
22013,10222,10222,0,0,0,30,26,60201,0,4,0,59,1,85,0,0,0,64,0,77,27,23,61,71,0,0,0,70,9,0,34,31,58,66,7,0,64,49,224001,53,2024,61,73,24,0,0,2508,70,83,0,176,0,0,16,61,43,148938,12,0,0,64,63,72,131072,2,79,0,2,0,0,83,0,200196,7,36,1,60,70,2,0,0,0,0,60,77,59,52,0,0,1,7,6,0,0,24,160967,1,0,58,1,0,3,68,2,0,68,200196,0,16,0,2,512,65,5,0,66,502,3,0,0,5,0,25,0,30,0,2,0,80,44,0,-1,55,0,0,0
8778,25893,25893,0,0,0,0,13,70000,1,5,0,31,1,67,0,0,0,28,0,189,69,-1,63,51,0,0,0,33,12,0,65,31,32,66,14,0,61,61,223101,38,2025,31,40,67,0,0,2000,50,48,0,182,3,0,-1,66,160,149325,5,0,0,53,68,41,0,0,73,0,2,0,0,68,0,200200,6,68,1,60,46,1,0,0,0,0,72,61,48,64,0,0,0,13,1,0,0,0,160602,1,0,34,1,0,4,68,4,0,68,200200,0,9,0,1,64,34,2,0,66,501,3,0,0,2,0,0,0,30,0,2,0,54,71,0,-1,23,0,0,6
21168,16486,16486,0,0,8,0,1,70000,0,5,243,16,0,43,0,0,0,18,0,195,11,-1,54,19,0,0,0,13,67,0,23,21,12,69,71,0,60,64,232001,66,2026,11,28,10,0,0,30,71,46,0,187,3,0,-1,64,1,149165,0,0,0,42,70,53,0,0,83,0,2,0,0,39,0,200209,70,45,1,56,12,0,0,0,0,0,20,44,70,18,0,0,1,69,1,3,0,9,160237,1,0,13,1,0,2,63,3,3,32,200209,0,70,0,0,66,69,2,0,69,502,3,0,0,2,0,0,0,4,0,5,0,67,22,0,-1,12,0,0,6
1797,25695,25695,0,0,0,31,22,70000,0,0,16,62,1,70,0,0,0,63,0,243,58,-1,64,63,0,0,0,62,16,0,55,31,61,63,16,0,63,64,232001,65,2026,60,62,55,0,0,49,64,49,0,182,3,0,18,73,113,149535,14,0,0,64,70,64,0,2,78,0,2,0,0,68,0,200210,13,57,1,65,61,2,0,0,0,0,65,44,64,55,0,0,0,11,9,0,0,0,161333,1,0,14,1,0,2,62,4,0,69,200210,0,8,0,2,0,62,3,0,63,501,3,0,0,3,0,0,0,30,0,3,0,47,58,0,-1,63,0,0,0
369,18164,18164,0,0,0,18,14,2150301,1,3,243,79,1,72,0,0,0,66,0,117,72,-1,73,68,0,0,0,73,15,0,70,2,71,70,8,0,63,73,224001,63,2025,66,72,70,0,1,2511,73,61,0,174,3,0,14,55,1,150029,10,0,0,75,60,75,16777344,2,72,0,2,0,0,76,0,200223,7,67,1,73,75,2,0,0,0,0,66,62,71,50,0,0,1,7,3,0,0,8,160612,1,0,34,1,0,2,58,2,0,67,200223,0,11,0,2,0,70,5,0,70,501,2,0,0,5,0,9,0,14,0,1,0,61,64,0,-1,72,1,0,0
14175,17075,17075,0,0,0,27,41,60201,0,5,243,51,1,64,0,0,0,63,0,53,50,27,61,40,0,0,0,61,8,0,43,20,60,61,14,0,63,64,223101,63,2024,60,61,45,0,0,12,63,57,0,177,1,0,16,61,0,148450,25,0,0,63,65,63,0,1,70,0,2,0,0,79,0,200253,13,43,1,63,62,2,0,0,0,0,67,55,61,55,0,0,0,8,1,0,0,0,161166,1,0,46,1,0,3,61,4,0,71,200253,0,13,0,2,0,60,2,0,61,501,2,0,0,2,0,0,0,14,0,1,0,56,31,0,-1,53,0,0,5
27220,3312,3312,0,35,0,36,37,60201,0,3,35,85,1,82,0,0,0,79,0,85,37,-1,81,82,0,0,0,77,9,0,37,31,83,79,15,20,77,80,232001,83,2025,81,77,30,0,1,2027,79,66,0,182,3,0,18,63,119,149450,23,0,0,82,66,82,17302113,2,75,1,2,0,0,75,0,200260,7,39,3,82,76,2,4,0,0,0,72,79,82,48,0,0,0,11,3,0,0,16,160255,0,0,34,2,0,2,60,2,0,69,200260,0,7,0,2,0,80,3,0,79,501,4,0,0,2,0,0,0,30,0,1,2,72,43,2,12,77,0,0,3
13616,17436,17436,0,15,0,12,11,60201,0,0,289,42,1,59,0,0,0,53,0,234,58,-1,58,52,0,0,0,53,7,0,58,31,55,59,9,0,56,57,232001,54,2025,43,57,56,0,0,47,58,47,0,183,0,0,10,75,44,149342,5,0,0,57,72,58,0,0,80,0,2,0,0,66,0,200292,16,57,1,60,55,1,0,0,0,0,61,53,56,55,0,0,0,7,9,0,0,0,160969,1,0,14,1,0,3,66,5,0,76,200292,0,12,0,1,192,49,3,0,59,503,3,0,0,3,0,0,0,30,0,2,0,50,57,0,-1,49,0,0,0
8290,10264,8287,8287,0,0,22,31,2150301,0,0,243,71,1,74,0,0,0,67,0,54,48,25,69,65,0,0,0,68,7,0,49,31,68,66,6,0,63,59,232001,66,2024,66,65,36,0,0,3,66,69,0,181,0,0,14,70,441,148846,18,0,0,66,70,75,65538,0,74,0,2,0,0,61,0,200294,8,45,1,64,65,2,0,0,0,0,73,69,66,52,0,0,0,14,7,0,0,0,160511,1,0,45,1,0,4,66,3,0,70,200294,0,15,0,2,0,68,2,0,66,500,4,0,0,2,0,0,0,30,0,1,0,69,40,0,-1,58,0,0,0
10961,26427,26427,0,0,0,18,14,2150301,0,6,40,67,1,73,0,0,0,67,0,672,71,-1,62,68,0,0,0,65,13,0,61,31,68,69,12,0,74,68,232001,68,2026,55,69,70,0,0,2020,69,66,0,175,0,0,14,67,49,149313,10,0,0,65,74,74,8388608,0,72,0,2,0,0,79,0,200302,6,65,1,68,68,1,0,0,0,0,83,63,67,66,0,0,1,6,2,0,0,0,160964,1,0,42,2,0,3,70,5,0,82,200302,0,14,0,1,1216,62,2,0,69,500,5,0,0,2,0,0,0,30,0,1,0,65,59,0,-1,57,0,0,3
28006,6881,6881,0,0,0,7,3,2150301,0,0,42,57,1,73,0,0,0,60,0,240,62,-1,60,51,0,0,0,48,8,0,63,31,62,67,12,0,60,62,240201,62,2025,48,63,60,0,0,1012,63,86,0,188,3,0,7,74,220,149444,3,0,0,61,76,57,16908288,0,77,1,2,0,0,61,0,200309,12,62,1,62,43,2,2,0,0,0,80,82,61,59,0,0,2,13,3,0,0,8,161337,0,0,148,1,0,4,80,2,0,76,200309,0,9,0,2,0,50,9,0,67,501,2,0,0,9,0,16,0,30,0,5,0,84,63,0,-1,39,1,0,0
6303,44397,27995,44398,40,0,30,29,60201,0,3,0,80,1,79,0,0,0,71,0,554,49,25,72,58,0,0,0,69,15,0,39,31,74,76,13,0,68,71,224001,68,2026,71,77,42,0,0,1528,76,89,0,178,0,0,27,60,41,149328,16,0,0,75,61,79,131073,0,65,0,2,0,0,81,0,200315,9,47,2,76,78,3,3,0,0,0,48,86,74,47,0,0,1,12,5,0,0,0,161388,0,0,45,1,0,4,69,3,0,72,200315,0,7,0,2,0,72,4,0,76,501,2,0,0,4,0,0,0,30,0,1,0,88,53,2,-1,71,0,0,0
28283,12352,12352,0,0,133,0,1,70000,0,19,289,12,1,50,0,0,0,15,0,242,13,-1,29,21,0,0,0,17,73,0,22,31,19,72,72,0,76,25,223101,45,2026,13,20,12,0,0,11,72,51,0,192,3,0,-1,67,77,149960,0,0,0,22,67,44,0,2,90,1,2,0,0,31,0,200316,58,47,1,30,15,0,4,0,0,0,41,45,58,14,0,0,1,74,10,3,0,0,161364,0,0,21,2,0,1,64,3,1,31,200316,0,67,0,0,0,74,2,0,72,501,2,0,0,2,2,0,0,30,0,5,0,73,14,0,-1,14,0,0,7
18687,28912,28912,0,43,0,31,32,60201,0,3,243,78,1,73,0,0,0,75,0,166,39,16,72,67,0,0,0,75,9,0,39,31,72,73,11,0,75,74,232001,73,2028,73,73,36,0,0,20,74,55,0,185,3,0,25,66,43,149333,18,0,0,75,62,80,5,0,72,1,2,0,0,68,0,200318,8,40,1,74,76,2,3,0,0,0,61,66,73,67,0,0,0,11,1,0,0,0,160237,0,0,21,2,0,3,71,4,0,53,200318,0,9,0,3,512,75,2,0,73,502,4,0,0,2,0,0,0,30,0,4,0,60,34,0,-1,71,0,0,3
13507,21641,21641,0,0,74,0,101,60201,0,6,62,13,1,64,0,0,0,11,0,114,14,-1,40,11,0,0,0,12,85,4,24,31,13,88,87,0,85,68,232001,67,2028,11,12,18,0,0,34,87,53,0,188,3,0,-1,78,79,149835,0,0,0,30,86,59,268435456,0,87,1,2,0,0,48,0,200389,78,46,4,43,14,0,1,0,0,0,36,42,78,15,0,0,2,90,9,3,0,0,157695,0,0,44,1,0,3,72,2,1,42,200389,0,86,0,0,1,90,2,0,88,503,3,0,0,2,1,0,0,30,0,259,0,85,27,0,-1,13,0,0,12
18539,26574,17962,0,0,0,0,11,2150301,0,0,16,49,1,51,0,0,0,30,0,220,64,-1,60,49,0,0,0,35,6,0,64,31,32,67,14,0,62,59,244101,43,2024,29,48,62,0,0,2511,53,31,0,185,3,0,-1,90,160,148447,5,0,0,57,78,61,16400,0,82,0,2,0,0,53,0,200395,7,64,1,64,46,1,0,0,0,0,78,33,51,65,0,0,0,12,9,0,0,9,158787,1,0,60,1,0,3,71,2,0,57,200395,0,6,0,1,0,38,5,0,67,501,3,0,0,5,0,16,0,30,0,6,0,32,64,0,-1,34,1,0,0
27201,29718,29718,0,0,0,8,44,70000,0,5,0,42,1,56,0,0,0,57,0,672,57,5,44,54,0,0,0,49,10,0,52,31,52,57,11,0,48,55,232001,45,2025,59,54,55,0,0,4016,55,53,0,182,0,0,7,67,113,148973,25,0,0,57,68,62,2097152,0,77,0,2,0,0,55,0,200404,12,53,1,57,28,1,0,0,0,0,70,55,49,65,0,0,0,9,6,0,0,0,161208,1,0,25,2,0,3,67,4,0,67,200404,0,15,0,1,0,57,2,0,57,501,4,0,0,2,1,0,0,30,0,2,0,54,45,0,-1,45,0,0,19
3182,10590,10590,0,0,0,13,11,60201,0,19,255,38,1,47,0,0,0,27,0,681,71,-1,57,48,0,0,0,22,12,0,70,31,29,69,11,0,57,55,232001,44,2027,24,40,69,0,0,2510,46,48,0,185,0,0,-1,81,16,149843,5,0,0,50,75,35,128,0,78,1,2,0,0,60,0,200408,16,70,1,62,22,1,0,0,0,0,73,51,48,72,0,0,0,8,8,0,0,0,161333,0,0,14,2,0,3,78,4,0,64,200408,0,16,0,1,0,27,2,0,69,501,3,0,0,3,1,0,0,30,0,5,0,49,68,0,-1,20,0,0,6
3231,23968,23968,0,36,0,41,42,60201,0,20,28,71,1,89,0,0,0,72,0,208,33,27,60,70,0,0,0,69,13,0,31,31,65,71,8,0,72,67,223101,66,2026,69,70,31,0,0,4001,72,88,0,172,3,0,23,56,51,150504,25,0,0,68,62,73,131072,0,67,1,2,0,0,86,0,200429,16,33,1,69,67,2,4,0,0,0,56,87,66,67,0,0,0,8,4,0,0,8,161183,0,0,7,1,0,4,76,3,0,74,200429,0,10,0,3,512,70,2,0,71,501,5,0,0,2,0,16,0,30,0,1,0,88,25,0,-1,72,1,0,20
17626,12178,12178,0,0,0,31,44,60201,0,19,266,61,1,58,0,0,0,67,0,672,33,-1,56,66,0,0,0,63,15,0,33,31,60,63,6,44,67,64,223101,64,2026,62,65,33,0,0,3512,64,30,0,192,0,0,18,83,113,149184,25,0,0,66,65,67,0,2,86,0,2,0,0,53,0,200433,13,40,1,61,44,2,0,0,0,0,56,30,60,67,0,0,0,7,3,0,0,0,161333,1,0,4,1,0,3,68,3,0,35,200433,0,6,0,2,0,64,3,0,63,501,2,0,0,3,0,0,0,30,0,5,0,30,44,0,-1,60,0,0,3
3529,3733,3733,0,0,0,27,31,70000,0,6,286,62,1,72,0,0,0,59,0,243,46,25,59,65,0,0,0,64,7,0,38,31,65,65,8,0,64,65,232001,65,2026,65,68,34,0,0,3,69,69,0,180,3,0,16,59,51,149546,18,0,0,68,56,63,327681,0,70,0,2,0,0,77,0,200440,8,46,1,63,66,2,0,0,0,0,38,70,63,62,0,0,0,6,3,0,0,8,161341,1,0,50,2,0,4,67,4,0,64,200440,0,10,0,3,512,64,2,0,65,501,2,0,0,2,1,0,0,30,0,2,0,69,50,0,-1,62,0,0,5
17475,7492,7492,0,0,0,9,10,70000,1,2,0,83,1,72,0,0,0,73,0,65,77,-1,73,60,2,0,0,76,6,0,75,31,86,79,13,0,76,79,223101,75,2026,60,76,78,0,0,37,76,70,0,178,0,0,-1,69,35,150029,7,0,0,77,74,81,67109376,0,74,0,2,0,0,78,0,200458,9,76,2,77,83,2,0,0,0,0,76,76,78,71,0,0,2,12,6,0,0,0,160433,0,0,18,2,0,1,80,2,0,80,200458,0,6,0,1,0,68,2,0,79,501,4,0,0,2,0,0,0,30,0,285,0,73,76,0,-1,68,0,0,6
28277,19445,19445,0,0,3,0,1,60201,0,2,0,15,1,40,0,0,0,18,0,220,15,-1,45,19,0,0,0,18,66,0,21,31,20,66,65,0,55,53,232001,48,2024,20,17,14,0,0,3504,65,33,0,185,3,0,-1,67,361,147406,0,0,0,29,67,49,268435456,0,87,1,2,0,0,34,0,200463,65,37,1,45,19,0,0,0,0,0,44,39,65,13,0,0,1,66,5,0,0,0,157723,0,0,95,1,0,2,61,4,1,42,200463,0,67,0,0,0,66,2,0,66,501,3,0,0,2,0,0,0,30,0,6,0,66,15,0,-1,13,0,0,3
29484,8352,8352,0,0,4,0,1,70000,0,6,259,12,1,48,0,0,0,12,0,184,15,-1,19,14,0,0,0,14,66,0,23,31,12,66,68,0,54,43,223101,15,2025,15,12,12,0,0,15,68,44,0,191,3,0,-1,72,364,149041,0,0,0,24,66,45,0,2,86,0,2,0,0,31,0,200466,60,45,1,25,15,0,0,0,0,0,37,46,60,12,0,0,1,65,6,0,0,0,158612,1,0,21,2,0,1,66,5,3,36,200466,0,66,0,0,128,65,2,0,66,501,3,0,0,2,0,0,0,30,0,5,0,66,13,0,-1,20,0,0,6
6796,5652,5775,0,39,0,43,42,70000,1,0,251,53,1,54,0,0,0,69,0,274,25,23,46,62,0,0,0,64,12,0,31,31,43,67,14,14,58,62,220001,48,2026,74,62,19,0,0,3001,61,67,0,180,0,0,27,87,28,149191,25,0,0,63,82,68,2097168,2,74,0,2,0,0,60,0,200471,11,30,1,58,64,1,0,0,0,0,77,54,51,70,0,0,0,13,3,0,0,8,161311,1,0,133,1,0,3,86,3,0,77,200471,0,15,0,2,64,69,9,0,67,501,3,0,0,9,1,22,0,30,0,2,0,61,26,0,-1,57,0,0,0
27220,26764,26764,0,0,0,31,43,70000,0,0,45,68,1,76,0,0,0,75,0,65,37,-1,55,62,0,0,0,74,11,0,37,31,64,72,11,0,73,65,232001,68,2026,74,72,28,0,1,1522,73,77,0,174,3,0,18,58,34,149785,25,0,0,73,66,78,0,0,72,0,2,0,0,76,0,200473,10,37,1,68,59,2,0,0,0,0,64,77,65,56,0,0,0,15,3,0,0,16,160241,1,0,21,1,0,3,69,4,0,83,200473,0,9,0,2,0,74,2,0,72,502,2,0,0,2,0,0,0,30,0,2,0,77,33,0,-1,78,0,0,0
18508,18834,18520,18520,0,4,0,1,2150301,0,3,45,15,1,58,0,0,0,13,0,686,20,-1,36,38,0,0,0,15,70,0,14,24,13,68,71,0,58,17,224001,45,2025,19,20,17,0,0,35,71,53,0,186,1,0,-1,45,1,148856,0,0,0,27,66,49,536870912,2,72,0,2,0,0,52,0,200502,65,49,1,32,11,0,0,0,0,0,15,46,65,12,0,0,1,68,3,1,0,8,161178,1,0,45,1,0,2,52,2,3,25,200502,0,66,0,0,0,68,4,0,68,501,3,0,0,4,0,9,0,14,0,4,0,70,27,0,-1,17,0,0,3
7579,29381,7578,7578,0,0,0,41,60201,0,3,45,43,1,49,0,0,0,65,0,672,19,-1,51,57,0,0,0,48,15,0,15,9,49,62,16,0,56,57,223101,41,2025,64,62,15,0,0,4,58,61,0,184,1,0,-1,78,2,148722,25,0,0,57,67,73,65536,0,82,0,2,0,0,48,0,200510,14,25,1,47,55,2,0,0,0,0,51,54,47,60,0,0,0,7,3,0,0,0,160967,1,0,45,1,0,3,71,4,0,56,200510,0,12,0,2,0,62,2,0,62,502,3,0,0,2,0,0,0,6,0,2,0,58,29,0,-1,54,0,0,0
14249,23561,13268,23560,0,0,13,11,2150301,0,5,252,52,1,58,0,0,0,37,0,154,70,-1,50,47,0,0,0,38,12,0,74,31,50,72,7,0,69,59,232001,37,2026,37,39,68,0,0,41,53,32,0,186,3,0,-1,82,53,149195,5,0,0,69,81,58,134258704,0,72,1,2,0,0,43,0,200519,10,72,1,70,38,1,4,0,0,0,83,52,54,71,0,0,0,6,4,0,0,8,158782,0,0,45,1,0,3,78,3,0,77,200519,0,10,0,1,1024,43,4,0,72,502,4,0,0,4,0,0,0,30,0,5,0,41,74,0,-1,50,0,0,0
28378,12916,12916,0,22,0,35,37,70000,0,0,259,68,1,78,0,0,0,65,0,390,52,25,65,66,2,0,0,67,9,0,54,31,67,68,8,0,65,65,244101,65,2025,63,68,47,0,0,1015,69,72,0,178,3,0,14,63,51,149492,23,0,0,68,65,69,0,2,66,1,2,0,0,82,0,200521,15,52,1,66,66,3,4,0,0,0,64,78,66,51,0,0,0,12,9,3,0,8,160963,0,0,14,2,0,2,69,4,0,67,200521,0,8,0,2,0,65,5,0,68,501,5,0,0,6,0,0,0,30,0,1,0,75,52,0,12,66,0,0,0
25425,29706,29706,0,0,26,0,1,60201,0,6,248,16,1,32,0,0,0,11,0,198,14,-1,26,12,0,0,0,11,64,0,16,31,17,65,66,0,60,46,232001,29,2025,11,19,14,0,0,1548,66,45,0,198,3,0,-1,63,41,149372,0,0,0,25,65,44,0,2,85,0,2,0,0,38,0,200525,59,42,1,25,20,0,0,0,0,0,27,40,59,15,0,0,1,63,4,3,0,0,161161,1,0,14,1,0,2,60,3,3,37,200525,0,65,0,0,3,63,2,0,65,501,1,0,0,2,0,0,0,30,0,5,0,64,20,0,-1,15,0,0,19
