firstname,surname,eyebrowcode,skintypecode,haircolorcode,facialhairtypecode,hairtypecode,lipcolor,cardstrictness,shoecolorcode2,skinsurfacepack,headtypecode,foulstrictness,height,leagueid,shoetypecode,birthdate,skinmakeup,socklengthcode,weight,eyedetail,gender,headassetid,faceposerpreset,eyecolorcode,jerseysleevelengthcode,headclasscode,sideburnscode,isreal,headvariation,skintonecode,shortstyle,smallsidedshoetypecode,refereeid,nationalitycode,skincomplexion,shoedesigncode,shoecolorcode1,hairstylecode,bodytypecode,facialhaircolorcode
Charles,Breakspear,1130201,0,6,287,0,0,2,15,232001,16,2,180,60,1,148162,0,4,90,2,0,27099,0,5,0,0,0,1,0,2,0,500,231902,14,2,0,0,0,2,6
David,Coote,30301,0,3,0,65,0,2,15,232001,1526,2,181,13,1,146103,0,4,78,2,0,27074,3,2,0,0,0,1,0,3,0,500,231907,14,2,0,0,0,1,3
Andy,Davies,1130201,0,3,0,0,0,2,15,253101,2501,0,175,14,1,143569,0,4,75,2,0,27110,0,7,0,0,0,1,0,2,0,500,231908,14,2,0,0,0,2,1
Ollie,Yates,1130201,0,6,0,61,0,1,15,232001,4005,1,176,60,1,147503,0,4,75,2,0,27082,4,2,0,0,0,1,0,2,0,500,234546,14,2,0,0,0,1,6
John,Brooks,30301,0,5,0,61,0,0,15,232001,3507,2,189,13,1,149000,0,4,78,2,0,27082,4,2,0,0,0,1,0,2,0,500,234548,14,2,0,0,0,4,6
John,Busby,30301,1,2,0,65,0,0,15,223101,10,0,180,14,1,147500,0,4,78,2,0,27071,0,2,0,0,0,1,0,2,0,500,234549,14,2,0,0,0,2,7
Michael,Salisbury,30301,0,2,0,17,0,1,15,232001,6,2,186,13,1,146980,0,4,81,2,0,27085,4,4,0,0,0,1,0,3,0,500,234551,14,2,0,0,0,4,6
Robert,Jones,30301,0,3,0,77,0,1,15,232001,4000,2,182,13,1,147730,0,4,77,2,0,27082,4,2,0,0,0,1,0,2,0,500,234552,14,2,0,0,0,2,3
Mălin,Butacu,50101,0,0,287,149,0,1,15,232001,1518,2,178,330,1,141686,0,4,72,2,0,27084,0,7,0,0,0,0,0,3,0,500,237579,39,3,0,0,0,2,0
Zamfir,Izbașa,30301,0,0,287,188,0,1,15,251101,22,1,181,330,1,142603,0,4,74,2,0,27108,3,6,0,0,0,0,0,2,0,500,237583,39,4,0,0,0,2,0
Iacob,Săulescu,30301,0,0,0,40,0,1,15,232001,9,2,174,330,1,143130,0,4,68,2,0,27078,4,5,0,0,0,0,0,1,0,500,237584,39,3,0,0,0,2,3
Dragoș,Tismăneanu,30301,0,6,0,16,0,1,15,232001,4003,1,177,330,1,141862,0,4,70,2,0,27112,0,5,0,0,0,0,0,2,0,500,237585,39,4,0,0,0,1,6
Iwona,Małdowicz,1150101,1,1,0,504,0,1,0,122101,7018,1,180,2136,1,149681,1,4,75,2,1,40954,0,8,0,0,0,0,0,2,0,500,239184,37,2,0,0,0,2,6
Anthony,Backhouse,1130201,0,3,0,30,0,1,15,232001,7,1,182,14,1,149024,0,4,83,2,0,27078,4,5,0,0,0,1,0,1,0,500,239251,14,3,0,0,0,3,6
Martin,Coy,1150101,0,5,0,114,0,0,15,253101,4003,1,170,61,1,146620,0,4,68,2,0,27072,4,3,0,0,0,1,0,3,0,500,239253,14,2,0,0,0,7,6
Craig,Hicks,30301,0,3,0,149,0,1,15,232001,2,2,185,61,1,147142,0,4,74,2,0,27093,0,4,0,0,0,1,0,3,0,500,239255,14,2,0,0,0,5,3
Tom,Nield,30301,0,0,0,65,0,0,15,232001,3500,1,188,61,1,149208,0,4,72,2,0,27072,4,3,0,0,0,1,0,3,0,500,239256,14,2,0,0,0,5,0
Scott,Oldham,30301,0,2,0,77,0,0,15,232001,2020,0,191,61,1,145941,0,4,81,2,0,27071,0,2,0,0,0,1,0,2,0,500,239257,14,2,0,0,0,5,1
Hussain,Al-Shamkali,1130201,1,0,243,77,0,1,15,224001,1526,1,185,350,1,146388,0,4,76,2,0,27108,3,6,0,0,0,0,0,2,0,500,241366,183,6,0,0,0,5,0
Nazario,Dasmarinas,30301,0,3,0,29,0,2,15,251101,1509,1,182,308,1,144866,0,4,74,2,0,27037,3,3,0,0,0,0,0,5,0,500,241367,38,4,0,0,0,2,3
Ludger,Falck,30301,1,5,0,290,0,2,15,223101,16,1,180,80,1,146600,0,4,78,2,0,27110,0,7,0,0,0,0,0,2,0,500,241369,4,1,0,0,0,2,6
Flemming,Fredskild,30301,0,1,0,117,0,0,15,232001,2016,1,188,1,1,146600,0,4,81,2,0,27071,0,2,0,0,0,0,0,2,0,500,241370,13,2,0,0,0,5,1
Adrian,Gløersen,30301,0,6,28,57,0,0,15,232001,3502,1,185,41,1,144643,0,4,83,2,0,27036,4,10,0,0,0,0,0,2,0,500,241371,36,2,0,0,0,5,6
Albin,Kuniak,30301,0,0,287,105,0,1,15,253101,529,0,181,66,1,142819,0,4,70,2,0,27071,0,2,0,0,0,0,0,2,0,500,241372,37,2,0,0,0,2,0
Thorvald,Oedegaard,50101,0,6,243,77,0,1,15,232001,22,2,185,41,1,143047,0,4,86,2,0,27085,4,4,0,0,0,0,0,3,0,500,241373,36,2,0,0,0,6,6
An-Jol,Park,30301,1,0,0,121,0,0,15,221001,510,1,177,83,1,142914,0,4,74,1,0,27028,0,9,0,0,0,0,0,4,0,500,241374,167,4,0,0,0,2,0
Hai-wang,Sui,30301,1,0,0,102,0,1,15,221001,554,0,176,2012,1,142085,0,4,73,1,0,27029,1,9,0,0,0,0,0,4,0,500,241503,155,4,0,0,0,1,0
Zhi-xiang,Qun,30301,1,0,0,143,0,1,15,221001,540,2,174,2012,1,144105,0,4,70,1,0,27031,3,9,0,0,0,0,0,5,0,500,241504,155,4,0,0,0,2,0
Stefan,Häsenecker,30301,0,0,0,65,0,0,15,232001,7,1,184,189,1,144184,0,4,78,2,0,27082,4,2,0,0,0,0,0,2,0,500,243325,47,2,0,0,0,2,0
Joel,Highett,1150101,0,2,0,114,0,0,15,232001,4003,1,178,351,1,145248,0,4,76,2,0,27036,4,10,0,0,0,0,0,2,0,500,243326,195,3,0,0,0,2,3
Alvaro Joaquín,Florez,50101,0,3,243,57,0,2,15,232001,2517,2,181,353,1,143540,0,4,82,2,0,27074,3,2,0,0,0,0,0,3,0,500,243327,52,4,0,0,0,3,0
Gang-sheng,Bai,1130201,0,0,0,149,0,0,15,251101,558,1,174,2012,1,143065,0,4,76,2,0,27028,0,9,0,0,0,0,0,4,0,500,243331,155,4,0,0,0,2,0
Maximilian,Mehlbacher,50101,0,5,0,74,0,2,15,232001,2004,1,186,19,1,145122,0,4,77,2,0,27092,3,5,0,0,0,0,0,2,0,500,243332,21,2,0,0,0,5,3
Aurelio,Oriol Gaspar,30301,0,0,0,150,0,0,15,232001,2008,2,178,54,1,144940,0,4,84,2,0,27072,4,3,0,0,0,0,0,3,0,500,243333,45,3,0,0,0,2,0
Thomas,Bramall,30301,0,3,0,16,0,0,15,223101,2010,1,185,13,1,148963,0,4,80,2,0,27093,0,4,0,0,0,1,0,3,0,500,244144,14,2,0,0,0,5,3
Matthew,Donohue,30301,0,5,0,16,0,2,15,223101,2505,1,183,14,1,151773,0,4,75,2,0,27082,4,2,0,0,0,1,0,2,0,500,244146,14,2,0,0,0,2,6
Neil,Hair,30301,0,6,0,63,0,2,15,253101,4000,2,186,60,1,145471,0,4,84,2,0,27074,3,2,0,0,0,1,0,3,0,500,244148,14,2,0,0,0,5,6
Sam,Allison,50101,1,0,287,0,0,1,15,220001,5001,1,178,60,1,146859,0,4,74,2,0,27068,2,3,0,0,0,1,0,8,0,500,244150,14,8,0,0,0,2,0
Peter,Wright,1130201,0,6,0,75,0,1,15,232001,4003,0,181,60,1,147273,0,4,76,2,0,27082,4,2,0,0,0,1,0,2,0,500,244151,14,2,0,0,0,1,6
Alan,Young,1150101,0,12,0,65,0,1,15,253101,2004,2,180,60,1,145406,0,4,74,2,0,27071,0,2,0,0,0,1,0,2,0,500,244152,14,2,0,0,0,3,7
Jarred,Gillett,30301,0,0,0,16,0,1,0,232001,3505,1,185,13,3,147576,0,4,74,2,0,27085,4,4,0,0,0,1,0,3,0,500,247097,195,2,0,0,0,4,0
Mariam,Peñarrieta,1140503,0,3,0,561,5,1,15,123101,7025,1,170,2136,1,146046,2,4,59,2,1,40950,4,5,0,0,0,0,0,4,0,500,248502,53,5,0,0,0,8,3
Serwa,Attram,1150501,0,0,0,576,0,1,15,130101,10004,1,168,2136,1,145486,1,4,56,2,1,40951,0,9,0,0,0,0,0,9,0,500,248503,117,9,0,0,0,8,0
Elanne,Fung,1150101,1,3,0,560,0,1,15,122101,6025,1,165,2136,1,143960,1,4,54,1,1,40952,0,3,0,0,0,0,0,3,0,500,248504,158,4,0,0,0,8,6
Françoise,Berringuet,1150501,0,6,0,539,0,1,15,122101,9500,1,168,2136,1,147502,1,4,58,2,1,40959,0,2,0,0,0,0,0,2,0,500,250783,18,2,0,0,0,8,3
Celina,Heiselmann,1150000,0,2,0,536,0,1,15,132101,9500,1,167,2136,1,145875,1,4,56,2,1,40955,2,10,0,0,0,0,0,2,0,500,250784,21,2,0,0,0,7,3
Jett,Colling,1150101,0,5,30,129,0,1,15,232001,2027,1,182,2012,1,143603,0,4,78,2,0,27071,0,2,0,0,0,0,0,2,0,500,250793,195,2,0,0,0,2,3
Miloje,Tomčić,50101,0,3,243,93,0,1,15,232001,1516,1,186,2012,1,145269,0,4,82,2,0,27112,0,5,0,0,0,0,0,2,0,500,250794,51,3,0,0,0,5,3
Aske,Hemmingsen,50101,0,6,289,0,0,1,15,232001,3505,1,186,1,1,145731,0,4,81,2,0,27099,0,5,0,0,0,0,0,2,0,500,251117,13,2,0,0,0,6,3
Leigh,Doughty,30301,0,6,0,154,0,1,15,253101,13,1,184,14,1,147530,0,4,79,2,0,27078,4,5,0,0,0,1,0,1,0,500,251963,14,2,0,0,0,2,3
Marc,Edwards,30301,0,2,0,75,0,1,15,223101,2021,1,178,61,1,149266,0,4,80,2,0,27082,4,2,0,0,0,1,0,2,0,500,251964,14,2,0,0,0,2,1
Will,Finnie,1130201,0,6,0,75,0,1,15,223101,4003,1,182,61,1,151059,0,4,74,2,0,27036,4,10,0,0,0,1,0,2,0,500,251965,14,2,0,0,0,2,3
James,Oldham,30301,0,5,0,65,0,1,15,232001,12,1,181,61,1,147320,0,4,80,2,0,27082,4,2,0,0,0,1,0,2,0,500,251966,14,2,0,0,0,1,6
Christopher,Pollard,30301,0,5,243,65,0,1,15,232001,2016,1,186,61,1,147992,0,4,84,2,0,27081,0,4,0,0,0,1,0,5,0,500,251967,14,2,0,0,0,5,6
Sam,Purkiss,1150101,0,5,243,72,0,1,15,223101,2004,1,176,61,1,148230,0,4,77,2,0,27071,0,2,0,0,0,1,0,2,0,500,251968,14,2,0,0,0,1,6
David,Rock,1130201,0,5,0,72,0,1,15,232001,2007,1,176,60,1,146830,0,4,82,2,0,27078,4,5,0,0,0,1,0,1,0,500,251969,14,2,0,0,0,3,7
Josh,Smith,30301,0,5,0,75,0,1,15,232001,0,1,184,14,1,151486,0,4,80,2,0,27071,0,2,0,0,0,1,0,2,0,500,251970,14,2,0,0,0,3,3
Moray,Baird,50101,0,3,0,111,0,1,15,232001,9,1,181,50,1,147481,0,4,84,2,0,27082,4,2,0,0,0,0,0,2,0,500,252127,42,2,0,0,0,2,3
Alasdair,McMann,30301,0,2,0,158,0,1,15,232001,2014,1,178,50,1,145529,0,4,82,2,0,27074,3,2,0,0,0,0,0,3,0,500,252128,42,1,0,0,0,2,3
Ruaridh,Monroe,30301,0,5,0,16,0,1,15,232001,2000,1,184,50,1,145039,0,4,80,2,0,27036,4,10,0,0,0,0,0,2,0,500,252129,42,2,0,0,0,3,3
Innes,McKellar,50101,0,6,0,119,0,1,15,232001,2004,1,179,50,1,147019,0,4,77,2,0,27080,0,4,0,0,0,0,0,4,0,500,252130,42,2,0,0,0,2,0
Hadrien,Dumortier,50101,0,3,0,21,0,1,15,232001,2517,1,186,16,1,149357,0,4,82,2,0,27084,0,7,0,0,0,0,0,3,0,500,256907,18,3,0,0,0,5,0
Timothée,Géroux,30301,0,0,0,544,0,1,15,240201,3000,1,188,16,1,147775,0,4,84,2,0,27050,4,9,0,0,0,0,0,9,0,500,256908,18,8,0,0,0,5,0
Vincent,Lentvogt,30301,0,5,0,77,0,1,15,232001,1517,1,191,19,1,148895,0,4,86,2,0,27082,4,2,0,0,0,0,0,2,0,500,256910,21,2,0,0,0,4,6
Jannik,Zöckler,50101,0,3,0,93,0,1,15,223101,4005,1,187,19,1,148713,0,4,81,2,0,27036,4,10,0,0,0,0,0,2,0,500,256911,21,2,0,0,0,5,3
Robin,Cainsdorf,30301,0,2,0,74,0,1,15,232001,7,1,191,2076,1,146976,0,4,87,2,0,27072,4,3,0,0,0,0,0,3,0,500,256985,21,2,0,0,0,5,6
Benjamin,Speedie,1130201,0,6,0,16,0,1,15,223101,3500,1,180,60,1,145409,0,4,75,2,0,27036,4,10,0,0,0,1,0,2,0,500,258673,14,2,0,0,0,2,3
Samuel,Barrott,1130201,0,5,0,65,0,1,15,232001,2016,1,178,60,1,145514,0,4,82,2,0,27071,0,2,0,0,0,1,0,2,0,500,258674,14,2,0,0,0,2,3
James,Bell,1130201,0,5,0,86,0,1,15,232001,2020,1,182,14,1,144492,0,4,74,2,0,27081,0,4,0,0,0,1,0,5,0,500,258675,14,2,0,0,0,1,3
Declan,Bourne,30301,0,6,0,75,0,1,15,232001,1506,1,181,60,1,146234,0,4,76,2,0,27051,0,3,0,0,0,1,0,4,0,500,258676,14,2,0,0,0,1,3
Carl,Brook,1130201,0,5,0,37,0,1,15,232001,18,1,178,60,1,143711,0,4,76,2,0,27081,0,4,0,0,0,1,0,5,0,500,258677,14,2,0,0,0,2,3
Paul,Howard,30301,0,3,0,16,0,1,15,232001,3,1,177,60,1,146271,0,4,78,2,0,27073,3,3,0,0,0,1,0,3,0,500,258678,14,3,0,0,0,3,0
Chatura,Gaurab,1150101,0,9,0,105,0,1,0,253101,2506,1,178,2149,2,143932,0,4,76,2,0,27033,0,9,0,0,0,0,0,6,0,500,262003,159,6,0,0,0,3,6
Ranjit,Kadakia,30301,0,0,0,160,0,1,0,234101,1500,1,186,2149,2,147509,0,4,78,2,0,27032,3,3,0,0,0,0,0,7,0,500,262012,159,7,0,0,0,4,0
Narendra,Mamdani,30301,0,9,0,292,0,1,0,253101,2500,1,188,2149,2,147047,0,4,82,2,0,27035,0,9,0,0,0,0,0,8,0,500,262013,159,6,0,0,0,5,3
Mahit,Faujdar,30301,0,0,0,114,0,1,0,244101,1524,1,184,2149,2,144213,0,4,77,2,0,27034,0,9,0,0,0,0,0,7,0,500,262014,159,6,0,0,0,2,0
Wouter,Wiegerink,30301,0,0,0,1,0,1,15,240201,1016,1,187,10,1,146012,0,4,84,2,0,27076,3,9,0,0,0,0,0,9,0,500,262374,34,8,0,0,0,5,0
Gennaro,Scarpulla,50101,0,0,0,0,0,1,0,232001,2002,1,189,31,1,147131,0,4,86,2,0,27099,0,5,0,0,0,0,0,2,0,500,262375,27,3,0,0,0,5,0
Andrew,Kitchen,30301,0,0,0,43,0,1,15,223101,29,1,178,14,1,150367,0,4,70,2,0,27072,4,3,0,0,0,1,0,3,0,500,262890,14,2,0,0,0,1,3
Simon,Mather,1150101,0,2,0,65,0,1,15,232001,30,1,182,60,1,149792,0,4,77,2,0,27071,0,2,0,0,0,1,0,2,0,500,262891,14,2,0,0,0,2,1
Tom,Reeves,30301,0,0,0,16,0,1,15,232001,34,1,180,60,1,148783,0,4,78,2,0,27051,0,3,0,0,0,1,0,4,0,500,262892,14,2,0,0,0,1,0
Rebecca,Welch,1150501,0,3,0,539,0,1,15,132101,5501,1,168,60,1,149239,1,4,64,2,1,40959,0,2,0,0,0,1,0,2,0,500,262894,14,2,0,0,0,8,3
Marcela,Sostoni,1150000,0,6,0,570,0,1,15,123101,7000,1,175,353,1,146907,1,4,60,2,1,40950,4,5,0,0,0,0,0,4,0,500,267487,52,4,0,0,0,1,1
Anne,De Vaert,1150501,0,1,0,53,0,1,15,122101,5500,1,180,4,1,146907,1,4,60,2,1,40955,2,1,0,0,0,0,0,2,0,500,267488,7,2,0,0,0,1,1
Edith,Vancruysse,1150501,0,6,0,540,5,1,15,122101,5501,1,165,4,1,146907,2,4,60,2,1,40954,0,8,0,0,0,0,0,2,0,500,267489,7,2,0,0,0,7,1
Amalie Lotte,Bundgaard,1150501,0,2,0,647,0,1,15,122101,5502,1,176,1,1,146938,1,4,60,2,1,40961,0,2,0,0,0,0,0,3,0,500,267499,13,2,0,0,0,1,1
Audrey,Sargnac,1150501,0,3,0,636,0,1,15,122101,5503,1,182,16,1,146938,1,4,65,2,1,40959,0,2,0,0,0,0,0,2,0,500,267500,18,2,0,0,0,2,3
Sarah,Paillotet,1150501,0,3,0,521,0,1,15,132101,5504,1,174,16,1,146938,1,4,60,2,1,40955,2,1,0,0,0,0,0,2,0,500,267502,18,2,0,0,0,1,3
Coralie,Fabrier,1150501,0,1,0,516,0,1,15,122101,5505,1,166,17,1,146938,1,4,60,2,1,40756,2,1,0,0,0,0,0,2,0,500,267503,18,2,0,0,0,7,1
Lola,Depeyre,1150501,0,1,0,570,0,1,15,122101,5506,1,184,17,1,146938,1,4,62,2,1,40954,0,8,0,0,0,0,0,2,0,500,267504,18,1,0,0,0,1,6
Rinske,Dimmendaal,1150501,0,3,0,512,0,1,15,132101,5507,1,174,10,1,146938,1,4,60,2,1,40958,4,8,0,0,0,0,0,2,0,500,267506,34,1,0,0,0,1,3
Hermine Kruse,Andresen,1150501,0,1,0,501,5,1,15,122101,5508,1,168,41,1,146938,2,4,60,2,1,40954,0,8,0,0,0,0,0,2,0,500,267510,36,1,0,0,0,7,1
Honorata,Grażyńska,1150501,0,6,0,503,0,1,15,132101,5508,1,172,66,1,146938,1,4,60,2,1,40757,2,4,0,0,0,0,0,3,0,500,267512,37,2,0,0,0,1,0
Sofie,Rettenbacher,1150501,0,6,0,279,0,1,15,132101,5509,1,175,80,1,148203,1,4,60,2,1,40956,2,2,0,0,0,0,0,2,0,500,267538,4,2,0,0,0,1,3
Federica,Pellecciolli,1150000,0,0,0,510,0,1,0,132101,7007,1,177,31,1,147595,1,4,63,2,1,40757,2,4,0,0,0,0,0,3,0,500,267539,27,3,0,0,0,2,3
Marilza,Bencatel,1150501,0,6,0,517,0,1,15,122101,9001,1,173,308,1,146938,1,4,60,1,1,40959,0,2,0,0,0,0,0,2,0,500,267540,38,4,0,0,0,1,6
Laoise,McInerney,1150501,0,1,0,530,5,1,15,122101,9511,1,178,65,1,146938,2,4,60,2,1,40956,2,2,0,0,0,0,0,2,0,500,267541,25,2,0,0,0,1,1
Marialaura,Chiusdano,1150000,0,5,0,517,5,1,0,143101,7025,1,168,31,1,145675,2,4,58,2,1,40958,4,8,0,0,0,0,0,2,0,500,267542,27,2,0,0,0,8,0
Ioana,Hatmanu,1150501,0,0,0,501,5,1,15,143101,7501,1,172,330,1,144667,2,4,60,2,1,40954,0,8,0,0,0,0,0,2,0,500,267545,39,3,0,0,0,1,0
Grace,MacCallan,1150000,0,6,0,530,0,1,15,132101,5504,1,164,50,1,147677,1,4,59,2,1,40961,0,2,0,0,0,0,0,3,0,500,267546,42,1,0,0,0,8,6
María José,Hortaleza,1140503,0,3,0,538,0,1,15,132101,5507,1,166,53,1,148223,1,4,59,2,1,40959,0,2,0,0,0,0,0,2,0,500,267547,45,3,0,0,0,7,3
Maja,Ytternäs,1150501,1,1,0,234,0,1,15,122101,9504,1,175,56,1,146938,1,4,60,2,1,40955,2,1,0,0,0,0,0,2,0,500,267548,46,2,0,0,0,1,1
Olivia,Azarona,1150000,0,0,0,583,0,1,15,132101,5502,1,168,54,1,146687,1,4,60,2,1,40950,4,5,0,0,0,0,0,4,0,500,267549,45,2,0,0,0,8,3
Gabriele,Hüttli,1150501,0,3,0,521,0,1,15,122101,5505,1,172,189,1,146938,1,4,60,2,1,40756,2,1,0,0,0,0,0,2,0,500,267550,47,2,0,0,0,1,6
Maci,Pannell,1150501,0,5,0,530,0,1,15,122101,9500,1,176,39,1,146938,1,4,60,2,1,40955,2,1,0,0,0,0,0,2,0,500,267552,95,2,0,0,0,1,1
Franziska,Hummelberg,1150000,1,4,0,540,0,1,15,122101,9505,1,174,19,1,146938,1,4,60,2,1,40961,0,2,0,0,0,0,0,3,0,500,267553,21,2,0,0,0,2,1
Frieda,Pranzlhain,1150501,0,12,0,562,0,1,15,122101,10009,1,170,19,1,146938,1,4,60,2,1,40958,4,8,0,0,0,0,0,2,0,500,267554,21,2,0,0,0,8,7
Juliane,Dohlmeier,1150000,0,2,0,513,0,1,15,122101,9509,1,172,2076,1,146938,1,4,60,2,1,40956,2,2,0,0,0,0,0,2,0,500,267555,21,2,0,0,0,1,1
Sarah,Dräppe,1150000,0,0,0,636,0,1,15,122101,9509,1,176,2076,1,146938,1,4,60,2,1,40955,2,3,0,0,0,0,0,3,0,500,267556,21,3,0,0,0,2,1
Sandra,Drajcković,1150501,0,6,0,532,0,1,15,122101,7501,1,177,76,1,146938,1,4,60,2,1,40959,0,2,0,0,0,0,0,2,0,500,267703,10,3,0,0,0,1,6
Ligaya,Magsumbol,1150501,0,0,0,560,5,1,14,141001,6023,1,180,76,1,146938,2,4,60,2,1,40952,0,3,0,0,0,0,0,3,0,500,267704,181,4,0,0,0,1,1
Iris,Pavlidou,1150501,0,1,0,647,0,1,15,122101,9001,1,178,76,1,146938,1,4,60,2,1,40950,4,5,0,0,0,0,0,4,0,500,267705,22,3,0,0,0,1,1
Tereza,Bartonĕcová,1150501,0,1,0,560,0,1,15,132101,7502,1,184,76,1,146938,1,4,60,2,1,40756,2,1,0,0,0,0,0,2,0,500,267706,12,2,0,0,0,1,1
Audra,Didgalviskaitė,1150501,0,0,0,636,0,1,15,132101,7502,1,182,76,1,146938,1,4,60,2,1,40954,0,8,0,0,0,0,0,2,0,500,267707,30,3,0,0,0,2,0
Tilda,Mustakari,1150501,0,1,0,538,5,1,15,122101,9510,1,176,76,1,146938,2,4,60,2,1,40955,2,1,0,0,0,0,0,1,0,500,267708,17,1,0,0,0,1,1
Inaya,Okech,1150501,0,0,0,435,0,1,15,130101,10024,1,176,78,1,146938,1,4,60,2,1,40960,0,3,0,0,0,0,0,6,0,500,267709,141,9,0,0,0,1,1
Arijana,Loraj,1150501,0,3,0,532,0,1,15,122101,9002,1,182,78,1,146938,1,4,60,1,1,40959,0,2,0,0,0,0,0,2,0,500,267710,1,4,0,0,0,1,0
Elvisa,Trto,1150501,0,1,0,75,0,1,15,122101,7501,1,178,78,1,146938,1,4,62,2,1,40954,0,8,0,0,0,0,0,2,0,500,267711,8,3,0,0,0,2,1
Axeliane,Clarke,1150501,0,3,0,530,0,1,15,122101,6010,1,175,78,1,146938,1,4,60,1,1,40957,0,3,0,0,0,0,0,2,0,500,267712,70,4,0,0,0,2,1
Kertu,Meitsar,1150501,0,3,0,504,0,1,15,122101,5509,1,182,2136,1,146938,1,4,62,2,1,40958,4,8,0,0,0,0,0,2,0,500,267713,208,2,0,0,0,2,0
Netra,Sudrajat,1150501,0,3,0,581,0,1,15,122101,6003,1,179,2136,1,146938,1,4,60,1,1,40957,0,3,0,0,0,0,0,2,0,500,267714,160,4,0,0,0,2,1
Skaidra,Vējiņa,1150501,0,5,0,512,0,1,15,122101,7502,1,184,2136,1,146938,1,4,65,2,1,40950,4,5,0,0,0,0,0,4,0,500,267715,28,2,0,0,0,1,1
Pintyőke,Magyar,1150501,0,3,0,538,0,1,15,132101,9000,1,178,2136,1,146938,1,4,60,2,1,40757,2,4,0,0,0,0,0,3,0,500,267716,23,2,0,0,0,1,3
Maddison,Streatfield,1150101,0,3,0,536,0,1,14,132101,5509,1,178,351,1,147328,1,4,61,2,1,40961,0,2,0,0,0,0,0,3,0,500,268495,195,2,0,0,0,2,0
Isla,Nulliner,1150501,0,2,0,562,0,1,15,122101,5501,1,172,351,1,147937,1,4,61,2,1,40959,0,2,0,0,0,0,0,2,0,500,268496,195,2,0,0,0,2,0
Danish Nabil,Riaz,50101,1,0,0,65,0,1,15,224001,517,1,184,41,1,145080,0,4,73,2,0,27115,3,9,0,0,0,0,0,3,0,500,268869,36,5,0,0,0,1,0
Suad,Hajradinović,30301,0,9,0,65,0,1,15,232001,3502,1,187,56,1,145080,0,4,78,2,0,27092,3,5,0,0,0,0,0,2,0,500,268870,46,4,0,0,0,5,0
Hakan,Bozbakan,30301,1,21,0,16,0,1,15,221001,2015,1,186,19,1,147027,0,4,75,1,0,27051,0,3,0,0,0,0,0,4,0,500,269241,48,4,0,0,0,5,3
Baran,Kocaoğul,50101,1,20,0,77,0,1,15,224001,2005,1,189,19,1,147027,0,4,80,2,0,27080,0,4,0,0,0,0,0,4,0,500,269242,48,5,0,0,0,5,3
Ábel,Medvés,30301,0,3,0,636,0,1,15,224001,11,1,188,330,1,147027,0,4,82,2,0,27067,0,2,0,0,0,0,0,3,0,500,269266,23,4,0,0,0,5,0
Sunny,Gill,50101,1,3,289,293,0,1,15,221001,605,1,185,60,1,146658,0,4,86,1,0,27032,3,3,0,0,0,1,0,7,0,500,269917,159,4,0,0,0,5,3
Adam,Herczeg,30301,0,6,287,160,0,1,15,232001,34,1,178,60,1,147047,0,4,77,2,0,27071,0,2,0,0,0,1,0,2,0,500,269918,14,2,0,0,0,1,6
Thomas,Kirk,30301,0,6,0,65,0,1,15,223101,4015,1,179,60,1,148602,0,4,73,2,0,27036,4,10,0,0,0,1,0,2,0,500,269936,14,2,0,0,0,2,19
Robert,Madden,1150101,0,22,0,0,0,1,15,253101,3513,1,182,60,1,145157,0,4,79,2,0,27099,0,5,0,0,0,1,0,2,0,500,269937,42,2,0,0,0,3,2
Thomas,Parsons,1130201,0,1,0,243,0,1,15,223101,2027,1,176,60,1,147594,0,4,73,2,0,27071,0,2,0,0,0,1,0,2,0,500,269938,14,1,0,0,0,2,5
Martin,Woods,30301,0,6,0,289,0,1,15,253101,1511,1,178,60,1,146473,0,4,76,2,0,27078,4,5,0,0,0,1,0,1,0,500,269939,14,2,0,0,0,2,20
Ryan,Atkin,1150101,0,19,243,140,0,1,15,232001,68,1,183,2216,1,146895,0,4,79,2,0,27071,0,2,0,0,0,1,0,2,0,500,270283,14,2,0,0,0,2,5
Aaron,Bannister,30301,0,19,0,655,0,1,15,232001,3518,1,178,2216,1,148805,0,4,76,2,0,27036,4,10,0,0,0,1,0,2,0,500,270284,14,2,0,0,0,2,5
Lisa,Benn,1150101,0,19,0,583,5,1,15,143101,5500,1,176,2216,1,149281,2,4,71,2,1,40956,2,2,0,0,0,1,0,2,0,500,270285,14,2,0,0,0,3,16
Abigail,Byrne,1150000,0,6,0,596,0,1,15,132101,5500,1,170,2216,1,149572,1,4,66,2,1,40958,4,8,0,0,0,1,0,2,0,500,270286,14,2,0,0,0,8,6
Wayne,Cartmel,1130201,0,0,0,40,0,1,15,253101,4008,1,178,2216,1,148828,0,4,74,2,0,27112,0,5,0,0,0,1,0,2,0,500,270288,14,2,0,0,0,1,1
Matt,Corlett,30301,0,20,0,230,0,1,15,232001,34,1,181,2216,1,149421,0,4,80,2,0,27071,0,2,0,0,0,1,0,2,0,500,270289,14,2,0,0,0,2,6
Matthew,Dicicco,50101,0,2,0,642,0,1,15,232001,14,1,176,2216,1,147736,0,4,75,2,0,27078,4,5,0,0,0,1,0,1,0,500,270290,14,2,0,0,0,3,19
Kirsty,Dowie,1150000,1,5,0,597,0,1,15,122101,5500,1,176,2216,1,149332,1,4,68,2,1,40961,0,2,0,0,0,1,0,3,0,500,270291,14,1,0,0,0,2,16
