firstname,commonname,surname,eyebrowcode,skintypecode,haircolorcode,facialhairtypecode,managerid,accessorycode4,hairtypecode,lipcolor,skinsurfacepack,accessorycode3,accessorycolourcode1,headtypecode,height,seasonaloutfitid,birthdate,skinmakeup,weight,hashighqualityhead,eyedetail,gender,headassetid,ethnicity,faceposerpreset,teamid,eyecolorcode,personalityid,accessorycolourcode3,accessorycode1,headclasscode,nationality,sideburnscode,accessorycolourcode4,headvariation,skintonecode,outfitid,skincomplexion,accessorycode2,hairstylecode,bodytypecode,managerjointeamdate,accessorycolourcode2,facialhaircolorcode
Henrik,,Rydström,50101,0,5,243,47178,0,0,0,232001,0,0,30,177,5560,143665,0,72,0,2,0,47178,2,0,320,1,1,0,0,1,46,0,0,0,2,5718,2,0,0,82,160755,0,6
Magnus,,Haglund,30301,0,2,289,249962,0,290,0,253101,0,1,30,185,5548,142628,0,75,0,2,0,249962,1,0,321,2,0,0,300,1,46,0,0,0,1,5718,1,0,0,85,159451,0,1
Marco,,Schällibaum,30301,0,8,287,275802,0,642,0,253101,0,0,3518,181,5527,138601,0,75,0,2,0,275802,3,0,322,3,0,0,0,1,47,0,0,0,3,5566,3,0,0,83,161251,0,8
René,,Weiler,50101,0,3,287,250367,0,179,0,253101,0,0,42,180,5547,142779,0,75,0,2,0,250367,2,0,324,6,0,0,0,1,47,0,0,0,2,5718,2,0,0,82,160967,0,3
Luca,,Gotti,30301,0,9,243,254661,0,14,0,253101,0,0,1526,188,5509,140587,0,75,0,2,0,254661,3,0,347,6,0,0,0,1,27,0,0,0,3,5507,3,0,0,85,161223,0,9
,,,30301,0,0,0,63004,0,16,0,223101,0,0,1,180,5500,145139,0,75,0,0,0,26537,2,0,357,1,1,0,0,0,14,0,0,0,2,5500,1,0,0,86,159325,0,0
,,,30301,0,23,0,255945,0,160,0,232001,0,0,4020,191,5511,145139,0,75,0,2,0,26540,2,3,361,1,0,0,0,0,14,0,0,0,2,5510,2,0,0,85,161280,0,5
,,,50101,0,24,243,272892,0,72,0,253101,0,0,1533,188,5509,145139,0,75,0,2,0,26537,2,0,378,1,0,0,0,0,18,0,0,0,2,5506,2,0,0,84,160788,0,24
,,,30301,0,0,0,63007,0,16,0,223101,0,0,1,180,5500,145139,0,75,0,0,0,26537,2,0,379,1,1,0,0,0,14,0,0,0,2,5500,1,0,0,86,159325,0,0
,,,30301,0,4,287,250293,0,284,0,232001,0,0,27,180,5509,145139,0,75,0,2,0,26539,1,0,381,1,0,0,0,0,14,0,0,0,1,5510,1,0,0,82,160567,0,1
,,,30301,0,0,0,63025,0,16,0,223101,0,0,1,180,5500,145139,0,75,0,0,0,26537,2,0,383,1,1,0,0,0,14,0,0,0,2,5500,1,0,0,86,159325,0,0
Răzvan,,Lucescu,30301,0,23,287,250354,0,141,0,251101,0,0,25,179,5529,141110,0,75,0,2,0,250354,4,0,393,6,1,0,0,1,39,0,0,0,4,5718,4,0,0,82,160237,0,0
Erling,,Moe,1150101,0,9,287,249331,0,234,0,253101,0,0,2000,180,5511,141630,0,75,0,2,0,249331,2,0,417,1,0,0,0,1,36,0,0,0,2,5506,2,0,0,82,159443,0,0
Jørgen,,Vik,1130201,0,6,16,279923,0,297,0,223101,0,0,4013,176,5509,148848,0,75,0,2,0,279923,2,0,418,1,0,0,0,1,36,0,0,0,2,5707,2,0,0,82,161158,0,6
Jan,,Urban,50101,0,9,0,249636,0,75,0,253101,0,1,11,179,5511,138639,0,75,0,2,0,249636,2,0,420,1,0,0,300,1,37,0,0,0,2,5523,2,0,0,83,160862,0,0
Jon,,Daly,1130201,0,3,287,2392,0,75,0,232001,0,0,14,191,5529,146183,0,83,0,2,0,2392,2,0,423,1,0,0,0,1,25,0,0,0,2,5510,2,0,0,86,160927,0,6
Henning,,Berg,30301,0,8,287,47,0,0,0,253101,0,0,1550,180,5511,141306,0,76,0,2,0,47,2,0,433,1,0,0,0,1,36,0,0,0,2,5510,2,0,0,82,160968,0,8
Ruaidhrí,,Higgins,30301,0,23,287,262052,0,160,0,232001,0,0,34,178,5510,146837,0,75,0,2,0,262052,2,0,445,1,0,0,0,1,35,0,0,0,2,5510,2,0,0,82,160168,0,23
Ernesto,Ernesto Valverde,Valverde Tejedor,50101,0,23,0,249332,0,230,0,251101,0,0,2000,169,5529,139275,0,75,0,2,0,249332,4,0,448,7,0,0,0,0,45,0,0,0,3,5713,4,0,0,87,160601,0,23
Manuel,,Pellegrini,30301,0,9,287,168384,0,229,0,251101,0,0,1501,184,5580,135477,0,80,0,2,0,168384,4,0,449,2,0,0,0,1,55,0,0,0,4,5534,4,0,0,82,159903,0,9
Claudio,Claudio Giráldez,Giráldez González,30301,0,0,30,71542,0,0,0,223101,0,0,42,185,5509,148056,0,75,0,2,0,71542,1,0,450,9,0,0,0,1,45,0,0,0,1,5566,1,0,0,85,161222,0,0
José Manuel,Manolo González,González Álvarez,30301,0,9,244,71533,0,0,0,232001,0,0,3516,176,5509,144728,0,75,0,2,0,71533,1,0,452,9,0,0,0,1,45,0,0,0,1,5713,1,0,0,82,161222,0,22
Javier,,Aguirre,30301,0,8,0,192945,0,175,0,253101,0,0,46,173,5511,137379,0,75,1,2,0,192945,2,0,453,3,1,0,0,0,83,0,0,0,4,5505,2,0,0,88,160503,0,9
José Alberto,José Alberto,López Menéndez,1130201,0,23,244,249745,0,0,0,253101,0,0,1521,175,5558,145951,0,75,0,2,0,249745,3,0,456,3,0,0,0,1,45,0,0,0,3,5507,3,0,0,83,160767,0,23
Imanol,Imanol Alguacil,Alguacil,1130201,0,9,0,249601,0,138,0,251101,0,0,25,187,5555,141977,0,75,1,2,0,249601,4,0,457,7,0,0,0,0,45,0,0,0,4,5534,4,0,0,84,159320,0,23
Miguel Ángel,Ramírez,Ramírez Medina,1130201,0,0,255,254086,0,0,0,232001,0,0,4020,175,5531,146837,0,75,0,2,0,254086,2,0,459,5,0,0,0,1,45,0,0,0,2,5707,2,0,0,82,160802,0,0
Rubén,Rubén Baraja,Baraja Vegas,30301,0,22,251,141317,0,648,0,251101,0,0,12,180,5547,143445,0,75,0,2,0,141317,4,0,461,3,0,0,0,1,45,0,0,0,4,5507,4,0,0,82,160830,0,22
Paulo,,Pezzolano,30301,0,9,251,253719,0,186,0,232001,0,0,525,185,5505,146289,0,75,0,2,0,253719,2,0,462,2,1,0,0,1,60,0,0,0,2,5568,2,0,0,85,160879,0,23
Luis,Luis García,García Plaza,30301,0,0,287,249939,0,636,0,253101,0,0,22,180,5557,142493,0,75,0,2,0,249939,2,0,463,3,1,0,0,1,45,0,0,0,2,5567,2,0,0,81,160566,0,0
Joseba,Etxeberria,Etxeberria Lizardi,1130201,0,3,0,8340,0,655,0,232001,0,1,41,178,5555,144232,0,74,0,2,0,8340,3,0,467,3,1,0,300,1,45,0,0,0,3,5522,3,0,0,81,160950,0,3
Sebastián,,Beccacece,30301,0,4,259,250470,0,12,0,232001,0,0,1534,182,5511,145431,0,75,0,2,0,250470,3,0,468,9,1,0,0,1,52,0,0,0,3,5566,3,0,0,81,160865,0,5
Francesc Xavier,García Pimienta,García Pimienta,30301,0,23,249,249393,0,160,0,232001,0,0,4005,170,5557,143103,0,75,0,2,0,249393,4,0,472,3,0,0,0,1,45,0,0,0,4,5526,4,0,0,88,160444,0,23
Jagoba,Jagoba Arrasate,Arrasate Elustondo,30301,0,19,259,172720,0,150,0,253101,0,0,3513,169,5552,144461,0,72,0,2,0,172720,2,0,479,7,0,0,0,0,45,0,0,0,4,5566,2,0,0,88,159141,0,6
Iñigo,Iñigo Pérez,Pérez Soto,30301,0,6,0,71048,0,93,0,232001,0,0,2004,178,5511,148019,0,75,0,2,0,71048,2,0,480,5,0,0,0,1,45,0,0,0,2,5707,2,0,0,81,161195,0,0
Enrique,Quique Flores,Sánchez Flores,30301,0,3,289,232307,0,644,0,251101,0,0,43,176,5529,139634,0,75,0,2,0,232307,4,0,481,5,0,0,0,0,45,0,0,0,4,5514,4,0,0,81,161137,0,23
Marcelino,Marcelino,García Toral,30301,0,3,287,241611,0,78,0,253101,0,0,58,170,5505,139827,0,73,0,2,0,241611,3,0,483,4,1,0,0,1,45,0,0,0,3,5523,3,0,0,87,161103,0,3
,,,30301,0,3,243,102133,0,189,0,232001,0,0,2,178,5520,145139,0,72,0,2,0,26540,2,3,485,1,0,0,0,0,21,0,0,0,2,5569,2,0,0,82,160602,0,8
Uwe,,Koschinat,1150101,0,6,0,250627,0,167,0,253101,0,0,2007,178,5527,142036,0,75,0,2,0,250627,3,0,487,1,1,0,0,1,21,0,0,0,3,5566,3,0,0,83,161116,0,1
José Albano,José Mota,Ferreira da Mota,30301,0,0,238,249744,0,0,0,253101,0,0,3510,175,5511,139291,0,75,0,2,0,249744,5,0,489,9,1,0,0,1,38,0,0,0,5,5713,5,0,0,82,160822,0,27
Markus,,Kauczinski,30301,0,23,0,250028,0,114,0,253101,0,0,1520,170,5511,141478,0,75,0,2,0,250028,2,0,492,3,1,0,0,1,21,0,0,0,2,5506,2,0,0,89,160367,0,6
Heiko,,Scholz,30301,0,24,28,254526,0,32,0,232001,0,1,32,180,5533,139973,0,75,0,2,0,254526,3,0,503,3,0,0,300,1,21,0,0,0,3,5568,3,0,0,83,159325,0,8
Pavel,,Dotchev,50101,0,24,28,250269,0,167,0,253101,0,0,2515,176,5558,139872,0,75,0,2,0,250269,1,0,506,4,0,0,0,1,9,0,0,0,1,5707,1,0,0,83,160511,0,8
,,,30301,0,0,0,63018,0,16,0,223101,0,0,1,180,5500,145139,0,75,0,0,0,26537,2,0,517,1,1,0,0,0,14,0,0,0,2,5500,1,0,0,86,159325,0,0
Rüdiger,,Ziehl,1130201,0,8,0,262855,0,289,0,253101,0,0,1550,184,5521,144283,0,75,0,2,0,262855,3,0,523,6,0,0,0,1,21,0,0,0,3,5708,3,0,0,82,160237,0,2
Christoph,,Dabrowski,30301,0,23,287,12070,0,17,0,232001,0,0,2017,195,5506,144531,0,82,0,2,0,12070,3,0,526,6,0,0,0,1,21,0,0,0,3,5707,3,0,0,85,160602,0,22
,,,1130201,0,23,253,250463,0,321,0,253101,0,1,2030,184,5511,145139,0,75,0,2,0,26539,2,0,531,1,0,0,300,0,21,0,0,0,2,5707,2,0,0,82,159685,0,23
,,,30301,0,0,0,63002,0,16,0,223101,0,0,1,180,5500,145139,0,75,0,0,0,26537,2,0,537,1,1,0,0,0,14,0,0,0,2,5500,1,0,0,86,159325,0,0
,,,1130201,0,9,255,105015,0,290,0,253101,0,0,1506,183,5556,145139,0,75,0,2,0,26544,3,0,543,9,0,0,0,0,95,0,0,0,3,5566,3,0,0,82,160915,0,9
John,,Russell,50101,0,20,243,269585,0,77,0,232001,0,0,17,173,5527,147027,0,75,0,2,0,269585,1,0,563,9,0,0,0,1,25,0,0,0,1,5510,1,0,0,87,160573,0,19
,,,30301,0,0,0,63021,0,16,0,223101,0,0,1,180,5500,145139,0,75,0,0,0,26537,2,0,567,1,1,0,0,0,14,0,0,0,2,5500,1,0,0,86,159325,0,0
,,,30301,0,0,0,63019,0,16,0,223101,0,0,1,180,5500,145139,0,75,0,0,0,26537,2,0,568,1,1,0,0,0,14,0,0,0,2,5500,1,0,0,86,159325,0,0
Sergio,Sergio Pellicer,Pellicer García,30301,0,24,0,255139,0,284,0,253101,0,0,3512,179,5509,142775,0,75,0,2,0,255139,5,0,573,9,0,0,0,1,45,0,0,0,5,5506,5,0,0,82,160810,0,9
,,,50101,0,3,0,264727,0,186,0,232001,0,0,1502,178,5511,145139,0,75,0,2,0,26540,3,3,576,1,0,0,0,0,21,0,0,0,3,5566,3,0,0,82,160332,0,0
,,,30301,0,8,0,249571,0,558,0,253101,0,0,43,182,5527,145139,0,75,0,2,0,26542,3,0,580,3,1,0,0,0,21,0,0,0,3,5728,3,0,0,82,159261,0,5
,,,30301,0,0,0,63023,0,16,0,223101,0,0,1,180,5500,145139,0,75,0,0,0,26537,2,0,598,1,1,0,0,0,14,0,0,0,2,5500,1,0,0,86,159325,0,0
Jorge Fernando,Jorge Jesus,Pinheiro de Jesus,1150101,0,24,0,249725,0,9,0,253101,0,0,36,175,5557,135788,0,75,0,2,0,249725,2,0,605,3,1,0,0,1,38,0,0,0,2,5508,2,0,0,82,160572,0,8
Marcelo,,Gallardo,50101,0,0,0,249983,0,176,0,232001,0,0,3,170,5558,143636,0,75,0,2,0,249983,4,0,607,9,0,0,0,1,52,0,0,0,4,5580,4,0,0,88,161107,0,0
,,,30301,0,0,253,250201,0,0,0,232001,0,0,2020,182,5509,145139,0,75,0,2,0,26538,1,0,614,2,1,0,0,0,18,0,0,0,1,5713,1,0,0,83,157808,0,8
Don,,Cowie,1130201,0,0,287,70912,0,655,0,232001,0,0,2008,180,5510,146221,0,75,0,2,0,70912,1,0,631,5,0,0,0,1,42,0,0,0,1,5728,1,0,0,82,161189,0,0
,,,30301,0,6,287,138629,0,26,0,232001,0,0,1526,182,5509,145139,0,76,0,2,0,26538,2,0,634,2,1,0,0,0,34,0,0,0,2,5522,2,0,0,82,160967,0,3
Rik,,De Mil,30301,0,20,243,274862,0,10,0,253101,0,0,2030,175,5531,145703,0,75,0,2,0,274862,3,0,670,2,0,0,0,1,7,0,0,0,3,5504,3,0,0,82,160852,0,5
Wouter,,Vrancken,30301,0,2,0,251205,0,37,0,253101,0,0,3512,185,5551,144748,0,75,0,2,0,251205,1,0,673,1,1,0,0,1,7,0,0,0,1,5524,1,0,0,85,160602,0,7
Hein,,Vanhaezebrouck,1150101,0,2,243,249547,0,118,0,253101,0,0,27,189,5509,139282,0,75,0,2,0,249547,2,0,674,1,1,0,0,1,7,0,0,0,2,5713,2,0,0,86,160028,0,9
Greg,,Vanderidt,30301,0,9,0,267595,0,154,0,232001,0,0,3508,190,5555,141640,0,75,0,2,0,267595,4,0,675,3,0,0,0,1,7,0,0,0,4,5524,4,0,0,86,160458,0,0
Thorsten,,Fink,30301,0,24,266,720,0,167,0,253101,0,0,3516,181,5509,140633,0,79,0,2,0,720,1,0,680,1,0,0,0,1,21,0,0,0,1,5507,1,0,0,82,160967,0,24
Bart,,Goor,1130201,0,23,30,279607,0,0,0,232001,0,0,2019,183,5511,142622,0,75,0,2,0,279607,2,0,681,3,0,0,0,1,7,0,0,0,2,5729,2,0,0,82,161120,0,0
,,,50101,0,0,266,261363,0,691,0,240201,0,0,528,185,5557,145139,0,75,0,2,0,26545,9,2,687,9,0,0,0,0,18,0,0,0,9,5707,9,0,0,85,160122,0,0
,,,30301,0,6,0,71668,0,141,0,232001,0,0,58,173,5575,145139,0,75,0,2,0,26541,2,3,688,6,0,0,0,0,95,0,0,0,2,5514,2,0,0,87,161160,0,6
,,,30301,0,0,243,51022,0,181,0,232001,0,0,4001,186,5510,145139,0,84,0,2,0,26543,2,0,689,7,0,0,0,0,21,0,0,0,2,5522,2,0,0,85,160602,0,3
,,,30301,0,6,0,249083,0,635,0,232001,0,0,2030,175,5530,145139,0,75,0,2,0,26541,2,3,691,6,0,0,0,0,95,0,0,0,2,5514,2,0,0,82,159328,0,3
,,,30301,0,9,0,249420,0,24,0,253101,0,0,2017,175,5527,145139,0,75,0,2,0,26542,3,0,693,3,0,0,0,0,95,0,0,0,3,5520,3,0,0,82,160913,0,0
,,,50101,0,0,289,253731,0,206,0,250201,0,0,1031,185,5558,145139,0,75,0,2,0,26545,8,2,694,9,0,0,0,0,95,0,0,0,8,5510,8,0,0,85,159561,0,0
,,,30301,0,23,255,267454,0,190,0,232001,0,0,1526,175,5521,145139,0,75,0,2,0,26541,3,3,695,6,0,0,0,0,45,0,0,0,3,5521,3,0,0,82,160391,0,3
,,,30301,0,8,0,250306,0,656,0,253101,0,0,1520,185,5531,145139,0,75,0,2,0,26542,2,0,696,3,1,0,0,0,95,0,0,0,2,5502,2,0,0,85,155986,0,9
,,,30301,0,6,287,17744,0,176,0,232001,0,0,2014,180,5530,145139,0,78,0,2,0,26541,2,3,697,6,0,0,0,0,95,0,0,0,2,5505,2,0,0,82,160060,0,6
,,,30301,0,3,243,16169,0,89,0,232001,0,0,3512,174,5514,145139,0,66,0,2,0,26540,2,3,698,1,1,0,0,0,95,0,0,0,2,5522,2,0,0,88,155673,0,6
Jimmy,,Thelin,30301,0,6,289,249671,0,155,0,232001,0,0,16,180,5557,144422,0,75,0,2,0,249671,1,0,700,1,0,0,0,1,46,0,0,0,1,5718,1,0,0,82,158960,0,3
Andreas,,Alm,30301,0,0,289,41487,0,297,0,232001,0,0,3,180,5529,142693,0,80,0,2,0,41487,1,0,702,3,0,0,0,1,46,0,0,0,1,5718,1,0,0,82,161151,0,0
Kim,,Hellberg,1130201,0,6,243,267686,0,243,0,232001,0,0,27,180,5511,148033,0,75,0,2,0,267686,1,0,708,1,0,0,0,1,46,0,0,0,1,5718,1,0,0,82,161151,0,6
Kim,,Bergstrand,30301,0,6,287,249857,0,114,0,253101,0,0,4006,180,5511,140805,0,75,0,2,0,249857,2,0,710,2,0,0,0,1,46,0,0,0,2,5506,2,0,0,82,159325,0,0
Pål Arne,,Johansen,30301,0,6,243,266711,0,230,0,232001,0,0,59,179,5511,144031,0,75,0,2,0,266711,1,0,711,1,0,0,0,1,36,0,0,0,1,5510,1,0,0,82,160444,0,9
Sérgio A.,Sérgio Vieira,de Oliveira Vieira,30301,0,23,287,250490,0,161,0,232001,0,0,30,180,5509,146190,0,75,0,2,0,250490,3,0,718,3,0,0,0,1,38,0,0,0,3,5523,3,0,0,81,160602,0,0
Luís Carlos,Luís Freire,Batalha Freire,50101,1,0,266,255598,0,105,0,223101,0,0,55,176,5520,147213,0,75,0,2,0,255598,2,0,744,9,0,0,0,1,38,0,0,0,2,5523,2,0,0,82,160235,0,0
Keith,,Long,30301,0,24,0,3362,0,101,0,253101,0,0,3514,180,5511,142841,0,70,0,2,0,3362,5,0,753,1,0,0,0,1,25,0,0,0,5,5506,5,0,0,83,160873,0,0
Jacob,,Neestrup,30301,0,2,243,256779,0,150,0,223101,0,0,21,184,5558,148069,0,75,0,2,0,256779,2,0,819,1,0,0,0,1,13,0,0,0,2,5523,2,0,0,81,160683,0,2
Oscar,,Hiljemark,1130201,0,16,287,274997,0,636,0,223101,0,0,0,184,5560,149642,0,75,0,2,0,274997,2,0,820,1,0,0,0,1,46,0,0,0,2,5506,2,0,0,82,160865,0,2
Ivan,,Prelec,30301,0,6,243,268123,0,92,0,232001,0,0,4002,178,5511,147841,0,75,0,2,0,268123,2,0,822,3,0,0,0,1,10,0,0,0,2,5506,2,0,0,82,160494,0,6
Damien,,Duff,1150101,0,5,252,265419,0,642,0,232001,0,0,2016,177,5526,144775,0,75,0,2,0,265419,2,0,834,3,0,0,0,1,25,0,0,0,2,5510,2,0,0,81,160362,0,12
Noel,,King,1130201,0,24,0,72162,0,29,0,253101,0,0,3500,170,5511,136570,0,75,0,2,0,72162,2,0,837,5,1,0,0,1,25,0,0,0,2,5510,2,0,0,89,161261,0,21
Mariusz,,Rumak,1130201,0,9,0,250015,0,28,0,253101,0,0,2006,176,5538,144138,0,75,0,2,0,250015,1,0,873,3,0,0,0,1,37,0,0,0,1,5534,1,0,0,81,161136,0,9
Ricardo,,Moniz,30301,0,0,0,250375,0,277,0,253101,0,0,1526,167,5511,139404,0,75,0,2,0,250375,5,0,894,9,0,0,0,1,34,0,0,0,5,5520,5,0,0,88,161263,0,0
Fabio,,Celestini,30301,0,9,0,117321,0,665,0,251101,0,0,3512,183,5511,143557,0,83,0,2,0,117321,4,0,896,3,0,0,0,1,47,0,0,0,4,5565,4,0,0,82,160745,0,23
Mario,,Frick,30301,0,9,243,258145,0,161,0,253101,0,0,3,182,5557,143138,0,75,0,2,0,258145,2,0,897,9,0,0,0,1,29,0,0,0,2,5503,2,0,0,82,160410,0,9
Peter,,Zeidler,50101,0,0,0,250308,0,0,0,253101,0,0,2501,184,5527,138725,0,75,0,2,0,250308,2,0,898,1,1,0,0,1,21,0,0,0,2,5715,2,0,0,82,159141,0,8
Joël,,Magnin,30301,0,9,251,251406,0,0,0,232001,0,0,500,178,5527,141943,0,75,0,2,0,251406,2,0,900,3,0,0,0,1,47,0,0,0,2,5521,2,0,0,82,161214,0,0
Kjetil,,Knutsen,30301,0,9,287,249860,0,155,0,232001,0,0,4014,182,5511,140972,0,75,0,2,0,249860,3,0,918,3,0,0,0,1,36,0,0,0,3,5506,3,0,0,82,158960,0,6
Eirik,,Horneland,50101,0,0,243,249307,0,101,0,232001,0,0,2006,180,5511,143326,0,75,0,2,0,249307,2,0,919,1,0,0,0,1,36,0,0,0,2,5520,2,0,0,82,160277,0,3
Jørgen,,Isnes,1130201,0,24,243,272752,0,633,0,253101,0,0,1517,188,5511,144956,0,75,0,2,0,272752,2,0,922,1,1,0,0,1,36,0,0,0,2,5520,2,0,0,85,160786,0,9
Min Sung,Lee Min Sung,Lee,30301,0,0,0,260120,0,209,0,232001,0,0,541,182,5586,142697,0,75,0,2,0,260120,4,0,980,3,1,0,0,1,167,0,0,0,4,5713,4,0,0,82,160033,0,0
Gi Dong,Kim Gi Dong,Kim,50101,0,0,0,249856,0,522,0,232001,0,0,560,171,5707,141915,0,75,0,2,0,249856,4,0,982,9,1,0,0,1,167,0,0,0,4,5587,4,0,0,88,161133,0,0
Leandro,,Romagnoli,30301,0,20,287,262198,0,43,0,232001,0,0,48,172,5511,145521,0,75,0,2,0,262198,3,0,1013,3,0,0,0,1,52,0,0,0,3,5506,3,0,0,88,161253,0,20
,,,30301,0,0,0,63028,0,16,0,223101,0,0,1,180,5500,145139,0,75,0,0,0,26537,2,0,1035,1,1,0,0,0,14,0,0,0,2,5500,1,0,0,86,159325,0,0
,,,30301,0,0,0,63029,0,16,0,223101,0,0,1,180,5500,145139,0,75,0,0,0,26537,2,0,1039,1,1,0,0,0,14,0,0,0,2,5500,1,0,0,86,159325,0,0
,,,30301,0,0,0,63030,0,16,0,223101,0,0,1,180,5500,145139,0,75,0,0,0,26537,2,0,1041,1,1,0,0,0,14,0,0,0,2,5500,1,0,0,86,159325,0,0
,,,30301,0,0,0,63020,0,16,0,223101,0,0,1,180,5500,145139,0,75,0,0,0,26537,2,0,1043,1,1,0,0,0,14,0,0,0,2,5500,1,0,0,86,159325,0,0
,,,30301,0,0,0,63022,0,16,0,223101,0,0,1,180,5500,145139,0,75,0,0,0,26537,2,0,1048,1,1,0,0,0,14,0,0,0,2,5500,1,0,0,86,159325,0,0
Gareth,,Southgate,30301,0,3,245,42,0,208,0,253101,0,0,1547,183,5529,141673,0,75,0,2,0,42,2,3,1318,5,0,0,0,0,14,0,0,0,3,5507,2,0,0,81,157367,0,3
Zlatko,,Dalić,50101,0,3,287,250720,0,69,0,251101,0,0,4013,179,5541,140265,0,75,0,2,0,250720,4,0,1328,3,0,0,0,1,10,0,0,0,4,5517,4,0,0,82,158874,0,3
Ivan,,Hašek,1130201,0,24,287,71340,0,0,0,253101,0,0,4018,176,5522,139119,0,75,0,2,0,71340,1,0,1330,5,1,0,0,1,12,0,0,0,1,5552,1,0,0,82,161154,0,8
Kasper,,Hjulmand,30301,0,1,0,249835,0,40,0,232001,0,0,2008,184,5557,142257,0,75,0,2,0,249835,2,0,1331,2,0,0,0,1,13,0,0,0,2,5508,2,0,0,82,159903,0,1
Markku,,Kanerva,30301,0,9,0,250025,0,93,0,232001,0,1,48,185,5560,139380,0,75,0,2,0,250025,2,0,1334,8,0,0,300,1,17,0,0,0,2,5501,2,0,0,85,158575,0,1
Didier,,Deschamps,30301,0,9,0,220469,0,150,0,253101,0,0,3507,169,5555,140985,0,71,0,2,0,220469,2,0,1335,5,0,0,0,1,18,0,0,0,2,5524,2,0,0,88,156957,0,6
Julian,,Nagelsmann,1150101,0,1,259,249812,0,284,0,223101,0,0,4010,189,5509,147840,0,75,0,2,0,249812,2,0,1337,1,1,0,0,1,21,0,0,0,2,5522,2,0,0,85,161050,0,1
Åge,,Hareide,1150101,0,9,0,248910,0,93,0,253101,0,0,2008,180,5535,135484,0,75,0,2,0,248910,2,0,1341,3,0,0,0,1,36,0,0,0,2,5507,2,0,0,82,160889,0,1
,,,1150101,0,8,45,249931,0,0,0,251101,0,0,25,180,5529,145139,0,75,0,2,0,26544,4,0,1343,9,1,0,0,0,27,0,0,0,4,5574,4,0,0,82,161029,0,9
Ståle,,Solbakken,30301,0,1,259,250516,0,0,0,253101,0,0,2002,190,5509,140754,0,75,0,2,0,250516,2,0,1352,2,1,0,0,1,36,0,0,0,2,5718,2,0,0,85,160031,0,1
,,,1150101,0,9,259,148408,0,26,0,253101,0,0,1518,176,5511,145139,0,69,0,2,0,26544,2,0,1353,9,1,0,0,0,37,0,0,0,2,5507,2,0,0,82,161047,0,24
Roberto,Roberto Martínez,Martínez Montoliú,50101,0,23,0,53951,0,0,0,253101,0,0,32,175,5547,142707,0,77,0,2,0,53951,5,0,1354,3,0,0,0,0,45,0,0,0,5,5578,5,0,0,82,160794,0,22
Stephen,,Kenny,30301,0,24,0,250535,0,291,0,253101,0,0,2512,175,5505,142095,0,75,0,2,0,250535,1,0,1355,8,0,0,0,1,25,0,0,0,1,5505,1,0,0,81,159784,0,5
Edward,,Iordănescu,30301,0,24,243,249304,0,65,0,232001,0,0,2,180,5529,144516,0,75,0,2,0,249304,2,0,1356,8,1,0,0,1,39,0,0,0,2,5508,2,0,0,82,160446,0,9
Steve,,Clarke,30301,0,24,289,250538,0,26,0,253101,0,0,57,178,5541,139111,0,75,0,2,0,250538,2,0,1359,5,0,0,0,1,42,0,0,0,2,5518,2,0,0,83,159464,0,8
Luis,Luis de la Fuente,de la Fuente,30301,0,8,243,272689,0,0,0,253101,0,1,2517,173,5541,138312,0,75,1,2,0,272689,3,3,1362,3,0,0,300,0,45,0,0,0,4,5517,3,0,0,88,160762,0,8
Jon Dahl,,Tomasson,30301,0,5,0,254883,0,155,0,253101,0,0,3,182,5511,143860,0,75,0,2,0,254883,2,0,1363,1,0,0,0,1,13,0,0,0,2,5713,2,0,0,82,161211,0,1
Sergiy,,Rebrov,30301,0,9,246,250494,0,150,0,253101,0,0,3510,173,5509,143042,0,75,0,2,0,250494,3,0,1366,3,0,0,0,1,49,0,0,0,3,5526,3,0,0,88,160943,0,23
Rob,,Page,1150101,0,3,243,250393,0,0,0,232001,0,0,3516,183,5527,142769,0,75,0,2,0,250393,2,0,1367,1,1,0,0,1,50,0,0,0,2,5510,2,0,0,82,159997,0,8
Lionel,,Scaloni,30301,0,0,287,8842,0,182,0,232001,0,0,34,182,5510,144485,0,80,0,2,0,8842,2,0,1369,3,0,0,0,1,52,0,0,0,2,5566,2,0,0,82,159173,0,0
Jaime,,Lozano,30301,0,23,287,140251,0,451,0,251101,0,0,1501,172,5559,144621,0,70,0,2,0,140251,4,0,1386,9,0,0,0,1,83,0,0,0,4,5586,4,0,0,88,160952,0,0
,,,1130201,0,6,287,18887,0,0,0,232001,0,0,40,185,5511,145139,0,77,0,2,0,26538,1,0,1387,2,0,0,0,0,95,0,0,0,1,5566,1,0,0,85,159295,0,6
,,,30301,0,0,0,63015,0,16,0,223101,0,0,1,180,5500,145139,0,75,0,0,0,26537,2,0,1438,1,1,0,0,0,14,0,0,0,2,5500,1,0,0,86,159325,0,0
Henrik,,Jensen,30301,0,2,243,271221,0,77,0,232001,0,0,47,190,5527,146917,0,75,0,2,0,271221,2,0,1439,1,0,0,0,1,13,0,0,0,2,5510,2,0,0,85,160782,0,2
Jakob,,Poulsen,30301,0,6,245,70773,0,160,0,232001,0,0,47,181,5532,146363,0,75,0,2,0,70773,2,0,1443,1,0,0,0,1,13,0,0,0,2,5707,2,0,0,82,161151,0,6
Henrik,,Hansen,30301,0,2,243,266047,0,632,0,253101,0,0,1526,179,5545,144923,0,75,0,2,0,266047,2,0,1447,1,0,0,0,1,13,0,0,0,2,5520,2,0,0,83,160421,0,1
