firstnameid,lastnameid,playerjerseynameid,commonnameid,role3,gkglovetypecode,role2,role1,eyebrowcode,skintypecode,haircolorcode,facialhairtypecode,curve,jerseystylecode,agility,tattooback,accessorycode4,gksavetype,positioning,tattooleftarm,hairtypecode,standingtackle,preferredposition3,longpassing,penalties,animfreekickstartposcode,lipcolor,isretiring,longshots,gkdiving,icontrait2,interceptions,shoecolorcode2,crossing,potential,gkreflexes,finishingcode1,reactions,composure,skinsurfacepack,vision,contractvaliduntil,finishing,dribbling,slidingtackle,accessorycode3,accessorycolourcode1,headtypecode,driref,sprintspeed,undershortstyle,height,hasseasonaljersey,tattoohead,preferredposition2,strength,shoetypecode,birthdate,preferredposition1,tattooleftleg,skinmakeup,ballcontrol,phypos,shotpower,trait1,socklengthcode,weight,hashighqualityhead,eyedetail,tattoorightarm,icontrait1,balance,gender,headassetid,gkkicking,defspe,internationalrep,shortpassing,freekickaccuracy,skillmoves,faceposerpreset,usercaneditname,avatarpomid,finishingcode2,aggression,acceleration,paskic,headingaccuracy,iscustomized,runningcode2,modifier,gkhandling,eyecolorcode,jerseysleevelengthcode,accessorycolourcode3,accessorycode1,playerjointeamdate,headclasscode,tattoofront,nationality,preferredfoot,sideburnscode,weakfootabilitytypecode,jumping,personality,gkkickstyle,stamina,playerid,accessorycolourcode4,gkpositioning,headvariation,skillmoveslikelihood,trait2,shohan,skintonecode,shortstyle,overallrating,smallsidedshoetypecode,emotion,runstylecode,muscularitycode,skincomplexion,jerseyfit,accessorycode2,shoedesigncode,shoecolorcode1,hairstylecode,bodytypecode,animpenaltiesstartposcode,pacdiv,defensiveawareness,runningcode1,preferredposition4,volleys,accessorycolourcode2,tattoorightleg,facialhaircolorcode
29693,28047,28047,0,0,0,0,3,50101,0,15,40,56,1,65,0,0,0,54,0,202,65,-1,50,40,0,0,0,42,13,0,55,2,53,64,8,0,55,60,244101,52,2024,42,63,64,0,1,1000,63,76,0,181,3,0,-1,73,1,149355,3,0,0,62,68,55,67239936,0,81,0,2,0,0,66,0,211820,15,61,1,62,35,2,0,0,0,0,62,73,55,55,0,0,2,9,9,0,0,16,160099,1,0,117,1,0,3,74,4,0,61,211820,0,11,0,2,512,45,5,0,64,501,4,0,0,5,0,0,0,15,0,2,0,75,62,0,2,42,0,0,0
29178,14387,14387,0,0,0,0,23,30301,0,3,243,70,1,85,0,0,0,59,0,245,60,-1,63,65,0,0,0,42,8,0,59,15,65,65,14,0,60,60,232001,62,2026,52,61,58,0,0,2002,65,73,0,173,3,0,3,57,1,150017,12,0,0,64,64,60,512,1,68,0,2,0,0,86,0,211825,14,57,1,63,66,2,0,0,0,0,59,79,64,39,0,0,1,16,6,0,0,8,160967,1,0,21,1,0,3,58,4,0,82,211825,0,11,0,2,0,52,2,0,65,503,3,0,0,2,0,23,0,18,0,2,0,76,58,0,23,40,0,0,3
30783,8172,8172,0,0,0,0,11,30301,0,20,45,52,1,55,0,0,0,43,0,657,75,-1,67,36,0,0,0,51,8,0,75,26,56,74,9,0,67,73,232001,47,2024,42,57,75,0,0,2,61,64,0,187,0,0,7,82,1,148866,5,0,0,65,77,63,134225920,0,86,0,2,0,0,60,0,211826,14,74,1,64,57,1,0,0,0,0,77,51,59,72,0,0,0,7,5,0,0,24,160422,1,0,21,2,0,3,78,5,0,67,211826,0,11,0,1,192,47,2,0,74,501,3,0,0,2,0,25,0,14,0,6,0,58,73,0,-1,33,0,0,3
27293,13026,13026,0,0,0,0,7,30301,0,3,40,73,1,72,0,0,0,65,0,220,70,-1,70,65,0,0,0,64,12,0,66,8,73,71,16,0,69,68,223101,68,2025,56,70,70,0,1,2508,70,56,0,183,3,0,5,67,2,150605,7,0,0,71,69,73,0,2,79,0,2,0,0,67,0,211844,7,68,1,69,68,2,0,0,0,0,67,69,70,67,0,0,2,16,3,0,0,16,160432,1,0,18,2,0,3,72,3,0,74,211844,0,9,0,1,0,62,3,0,71,501,3,0,0,3,0,0,0,8,0,2,0,62,66,0,8,57,0,0,3
4136,40774,40774,0,0,0,0,27,30301,0,2,266,63,1,71,0,0,0,69,0,655,62,12,55,59,0,0,0,61,8,0,63,15,61,67,12,0,69,65,232001,60,2024,63,64,62,0,0,3510,65,65,0,181,3,0,25,75,1,149586,16,0,0,64,74,71,0,1,80,0,2,0,0,70,0,211848,12,59,1,64,50,1,0,0,0,0,62,76,61,54,0,0,1,12,2,0,0,0,160602,1,0,21,1,0,3,74,2,0,83,211848,0,11,0,2,0,64,2,0,67,502,3,0,0,2,0,0,0,2,0,2,0,70,54,0,27,62,0,0,2
23610,35186,35186,0,0,0,0,31,30301,0,15,252,73,1,69,0,0,0,60,0,206,30,25,52,59,0,0,0,72,13,0,30,0,66,64,9,0,60,56,232001,58,2024,62,66,34,0,0,525,66,75,0,186,3,0,14,70,1,149149,18,0,0,67,69,74,65542,0,81,0,2,0,0,73,0,211850,9,33,1,64,71,2,0,0,0,0,49,72,62,53,0,0,0,12,5,0,0,9,160967,1,0,131,2,0,3,68,3,0,82,211850,0,7,0,3,0,66,2,0,64,501,3,0,0,2,0,0,0,15,0,5,0,74,31,0,-1,60,0,0,5
19524,1021,1021,0,0,0,0,12,50101,0,0,243,40,1,54,0,0,0,45,0,82,76,-1,62,48,0,0,0,38,14,0,74,31,65,76,7,0,76,60,224001,46,2026,45,73,71,0,1,5001,70,78,0,192,3,0,2,80,110,150667,5,0,0,73,74,70,18432,0,85,1,2,0,0,51,0,211856,10,75,2,68,27,2,3,0,0,0,69,75,59,73,0,0,0,13,9,0,0,16,157315,0,0,133,1,0,4,78,3,0,65,211856,0,12,0,2,0,48,6,0,74,501,3,0,0,6,0,0,0,30,0,5,0,77,75,0,-1,35,0,0,0
1450,26408,1490,1490,0,0,0,7,30301,0,0,39,59,1,73,0,0,0,60,0,77,73,-1,66,55,0,0,0,75,15,0,72,22,68,74,11,0,68,69,232001,48,2024,62,66,67,0,0,2006,66,89,0,187,0,0,5,82,1,150404,7,0,0,64,81,83,8430596,0,80,0,2,0,0,61,0,211857,14,70,1,71,52,1,0,0,0,0,66,73,64,71,0,0,2,14,9,0,0,23,160609,1,0,45,2,0,3,86,4,0,89,211857,0,9,0,2,0,68,4,0,74,503,3,0,0,4,0,0,0,22,0,5,0,82,67,0,8,45,0,0,0
29694,15116,15116,0,0,0,0,7,30301,0,3,259,72,1,67,0,0,0,62,0,161,65,-1,64,57,0,0,0,70,14,0,63,0,77,69,13,0,67,68,223101,63,2024,54,68,64,0,0,2017,68,64,0,184,3,0,-1,71,1,149268,7,0,0,69,73,78,516,0,78,1,2,0,0,65,0,211872,13,62,1,71,69,2,0,0,0,0,73,68,70,59,0,0,2,14,7,0,0,0,160217,0,0,21,2,0,3,71,3,0,76,211872,0,13,0,1,64,62,4,0,69,501,4,0,0,3,0,0,0,15,0,2,0,66,60,0,8,52,0,0,0
34498,33391,33391,0,0,0,0,11,30301,0,4,0,26,1,36,0,0,0,28,0,681,64,-1,59,37,0,0,0,38,8,0,62,31,27,64,16,0,60,60,232001,49,2024,40,35,62,0,0,2015,42,66,0,189,3,0,-1,82,46,149920,5,0,0,46,72,43,8192,2,86,0,2,0,0,51,0,211874,8,63,1,57,27,1,0,0,0,0,66,52,47,62,0,0,0,11,1,0,0,0,156950,1,0,21,1,0,4,73,4,0,55,211874,0,9,0,1,0,39,1,0,64,501,2,0,0,1,0,0,0,30,0,4,0,60,62,0,-1,32,0,0,5
17225,14455,14455,0,0,0,0,19,30301,0,6,0,69,1,68,0,0,0,69,0,77,64,-1,75,61,0,0,0,67,14,0,73,17,59,75,13,0,77,71,223101,76,2028,63,76,58,0,0,2012,75,63,0,186,3,0,10,67,1,150285,14,0,0,78,71,77,0,0,79,1,2,0,0,59,0,211879,10,63,2,79,55,2,4,0,0,0,73,62,72,54,0,0,0,16,2,0,0,0,160602,0,0,21,1,0,3,64,4,0,78,211879,0,15,0,2,0,67,2,0,75,502,3,0,0,2,0,0,0,6,0,4,0,63,61,0,-1,64,0,0,3
24564,39112,39112,0,0,0,0,16,1130201,0,3,255,58,1,67,0,0,0,44,0,135,62,-1,65,43,0,0,0,46,8,0,63,2,58,64,6,0,59,59,232001,64,2024,50,55,61,0,0,4,59,64,0,177,3,0,14,62,1,148742,10,0,0,59,65,55,0,2,72,0,2,0,0,69,0,211880,15,60,1,63,64,1,0,0,0,0,59,69,62,49,0,0,1,9,1,0,0,0,160602,1,0,21,1,0,3,60,2,0,76,211880,0,6,0,1,0,49,2,0,64,501,3,0,0,2,0,0,0,7,0,2,0,66,59,0,-1,39,0,0,0
2066,38623,38623,0,0,0,0,27,1150101,0,1,40,70,1,65,0,0,0,67,0,293,45,-1,53,69,0,0,0,68,12,0,31,13,69,70,8,0,68,66,232001,69,2025,67,68,37,0,0,1517,69,79,0,178,0,0,12,81,1,149471,16,0,0,72,78,83,16,0,83,0,2,0,0,80,0,211891,7,43,1,67,68,2,0,0,0,0,82,72,66,68,0,0,1,9,2,0,0,0,161029,1,0,21,1,0,3,82,2,0,66,211891,0,14,0,2,0,71,1,0,70,500,3,0,0,1,1,0,0,0,0,3,1,76,44,0,27,69,0,0,18
24026,33497,33497,0,0,0,0,5,30301,0,0,28,54,1,69,0,0,0,44,0,168,63,-1,59,48,0,0,0,43,9,0,56,31,68,66,10,0,56,54,223101,42,2024,35,56,61,0,0,25,60,71,0,182,0,0,5,66,51,148970,3,0,0,62,74,49,8404992,0,71,0,2,0,0,70,0,211893,14,60,1,63,50,1,0,0,0,0,76,71,58,58,0,0,2,10,3,0,0,8,159142,1,0,21,1,0,2,70,3,0,90,211893,0,7,0,1,0,41,2,0,66,501,3,0,0,2,0,0,0,30,0,1,0,71,61,0,2,36,0,0,0
12128,27318,27318,0,0,0,0,41,1130201,0,15,287,62,1,66,0,0,0,70,0,638,35,-1,56,69,0,0,0,68,15,0,35,5,54,72,16,0,77,73,223101,68,2025,70,69,35,0,0,1512,69,72,0,186,0,0,-1,79,1,149029,25,0,0,70,78,78,0,0,86,1,2,0,0,66,0,211899,6,36,2,72,44,2,4,0,0,0,75,68,63,69,0,0,0,7,2,0,0,8,160803,0,0,21,1,0,4,78,3,0,78,211899,0,16,0,2,0,71,3,0,72,501,4,0,0,3,0,16,0,15,0,5,0,70,27,0,21,76,1,0,20
4207,20114,20114,0,0,0,0,27,50101,0,6,16,61,1,74,0,0,0,68,0,65,60,12,65,75,0,0,0,64,10,0,52,14,66,69,6,0,66,67,223101,63,2025,68,73,56,0,1,2017,72,71,0,184,4,0,25,71,2,149598,16,0,0,71,68,71,17104896,1,82,0,2,0,0,68,0,211903,15,54,1,66,66,2,0,0,0,0,60,70,65,60,0,0,1,10,3,0,0,16,161151,1,0,219,1,0,4,73,3,0,69,211903,0,8,0,2,0,68,2,0,69,501,4,0,0,2,0,0,0,14,0,2,0,71,47,0,-1,65,0,0,0
18595,13613,13613,0,0,0,0,18,30301,0,3,253,70,1,69,0,0,0,64,0,65,71,-1,69,70,0,0,0,67,8,0,67,31,65,71,9,0,70,72,232001,71,2024,59,68,72,0,0,2007,70,69,0,176,3,0,10,72,160,148179,14,0,0,70,77,71,8409088,0,74,1,2,0,0,82,0,211907,9,68,1,73,69,2,0,0,0,0,78,59,70,57,0,0,0,9,4,0,0,0,159872,0,0,21,1,0,4,68,2,0,87,211907,0,16,0,2,1024,64,1,0,71,501,5,0,0,2,0,0,0,30,0,2,0,65,68,0,-1,56,0,0,3
6881,20706,6894,20707,0,0,0,35,30301,1,0,0,62,1,54,0,0,0,58,0,65,34,-1,58,59,0,0,0,59,7,0,39,15,57,58,8,0,44,62,221001,55,2028,53,60,31,0,0,510,61,62,0,174,0,0,12,47,0,150374,23,0,0,65,46,62,0,0,69,0,1,0,0,66,0,211927,9,33,1,57,60,2,0,0,0,0,59,59,57,49,0,0,0,16,9,0,0,0,160201,1,0,167,2,0,3,46,4,0,34,211927,0,8,0,2,512,57,4,0,58,502,3,0,0,4,1,0,0,6,0,2,0,61,24,0,-1,58,0,0,0
9670,12855,12855,0,0,0,0,16,1130201,0,5,0,63,1,82,0,0,0,58,0,77,62,-1,60,56,0,0,0,58,11,0,60,7,57,63,8,0,64,64,223101,62,2024,54,61,60,0,0,17,66,65,0,173,0,0,14,60,0,150445,10,0,0,65,63,59,16512,0,69,0,2,0,0,84,0,211928,11,60,1,63,52,1,0,0,0,0,75,68,61,51,0,0,1,16,3,0,0,0,161184,1,0,14,1,0,2,62,4,0,60,211928,0,15,0,1,512,56,2,0,63,502,4,0,0,2,1,0,0,23,0,2,0,66,62,0,-1,44,0,0,6
24026,20106,20106,0,0,116,0,2,1130201,0,3,266,11,1,39,0,0,0,19,0,681,17,-1,21,29,0,0,0,11,73,0,21,14,12,71,72,0,70,23,232001,25,2026,15,13,19,0,0,1510,72,40,0,187,2,0,-1,75,0,148962,0,0,0,18,69,47,536870912,2,91,0,2,0,0,58,0,211946,62,45,1,24,13,0,0,0,0,0,18,48,62,20,0,0,1,69,3,1,0,0,159506,1,0,21,1,0,2,71,5,2,45,211946,0,69,0,0,1152,69,1,0,71,502,5,0,0,1,0,0,0,4,0,6,0,73,11,0,-1,20,0,0,3
24564,36592,36592,0,0,0,0,27,1130201,0,2,0,66,1,67,0,0,0,61,0,617,32,-1,58,46,0,0,0,74,14,0,33,31,66,65,9,0,61,55,223101,59,2024,62,69,25,0,0,1528,66,76,0,187,0,0,18,73,160,149862,16,0,0,66,63,74,150994944,2,81,0,2,0,0,61,0,211952,7,31,1,63,64,2,0,0,0,0,46,67,62,52,0,0,1,16,1,0,0,9,160606,1,0,21,2,0,3,68,3,0,54,211952,0,10,0,3,512,66,2,0,65,501,3,0,0,2,0,16,0,30,0,4,0,72,24,0,27,60,1,0,1
31410,38641,38641,0,0,7,0,1,1150101,1,6,255,12,1,38,0,0,0,8,0,65,9,-1,21,19,0,0,0,12,63,0,14,2,10,64,65,0,64,43,223101,31,2025,9,17,15,0,0,1517,65,41,0,185,1,0,-1,53,1,148811,0,0,0,16,64,44,0,2,83,0,2,0,0,43,0,211953,59,39,1,23,12,0,0,0,0,0,30,37,59,14,0,0,1,61,3,0,0,0,160602,1,0,21,1,0,3,52,5,0,36,211953,0,64,0,0,128,61,2,0,64,501,4,0,0,2,0,0,0,14,0,5,0,63,10,0,-1,11,0,0,6
36898,33472,33472,0,0,0,0,13,30301,0,5,38,51,1,57,0,0,0,53,0,284,66,-1,60,47,0,0,0,74,16,0,62,18,57,66,11,0,61,58,223101,51,2024,53,58,64,0,0,3515,59,66,0,188,4,0,10,78,3,149828,5,0,0,60,77,76,0,0,84,0,2,0,0,57,0,211954,11,65,1,63,49,1,0,0,0,0,68,62,58,68,0,0,0,9,1,0,0,0,158776,1,0,21,1,0,3,77,4,0,82,211954,0,10,0,1,1536,63,2,0,66,500,3,0,0,2,0,0,0,0,0,5,0,64,65,0,-1,74,0,0,6
23250,31965,31965,0,0,0,0,3,30301,0,0,30,55,1,80,0,0,0,58,0,71,62,-1,59,48,0,0,0,39,8,0,63,17,63,67,7,0,57,60,220001,62,2025,47,63,61,0,0,4525,64,82,0,178,3,0,2,67,1,150820,3,0,0,60,69,57,67108864,2,73,0,2,0,0,72,0,211966,12,62,1,62,35,1,0,0,0,0,60,81,60,57,0,0,2,13,9,0,0,0,160586,1,0,63,1,0,3,75,2,0,80,211966,0,15,0,1,0,47,8,0,67,502,2,0,0,8,1,0,0,6,0,2,0,82,62,0,-1,29,0,0,0
33958,15492,15492,0,0,0,0,11,1130201,1,7,38,35,1,49,0,0,0,43,0,167,62,-1,55,48,0,0,0,33,8,0,62,0,51,64,10,0,63,48,223101,40,2024,24,46,60,0,0,4000,48,48,0,182,0,0,-1,73,1,150267,5,0,0,50,70,56,0,0,84,0,2,0,0,46,0,211978,15,62,1,58,29,1,0,0,0,0,66,41,50,63,0,0,0,11,1,0,0,0,160038,1,0,25,1,0,2,73,2,0,67,211978,0,11,0,1,0,35,1,0,63,502,2,0,0,1,0,0,0,25,0,2,0,45,63,0,-1,36,0,0,26
27275,27071,27071,0,0,0,0,5,50101,0,5,29,45,1,77,0,0,0,58,0,65,64,-1,54,39,0,0,0,55,13,0,65,12,65,68,13,0,67,58,223101,63,2025,53,67,63,0,0,34,68,57,0,177,3,0,8,54,1,150463,3,0,0,67,63,62,131072,0,68,0,2,0,0,75,0,211982,9,64,1,63,51,1,0,0,0,0,70,78,61,53,0,0,2,10,2,0,0,0,159506,1,0,21,1,0,4,64,2,0,77,211982,0,14,0,2,0,54,2,0,68,502,3,0,0,2,0,0,0,24,0,1,0,66,67,0,3,36,0,0,5
28031,38589,28031,0,0,118,0,1,30301,0,0,0,17,1,64,0,0,0,14,0,65,14,-1,24,18,0,0,0,16,84,0,23,17,15,83,84,0,81,56,224001,46,2027,12,13,12,0,0,2015,84,44,0,190,0,0,-1,68,1,150309,0,0,0,23,78,50,536870912,2,81,1,2,0,0,38,0,211990,66,43,1,27,13,0,4,0,0,0,32,42,66,13,0,0,1,77,4,0,0,0,161029,0,0,22,1,0,3,72,3,3,39,211990,0,78,0,0,0,77,2,0,81,501,2,0,0,4,0,0,0,15,0,4,0,84,17,0,-1,14,0,0,0
31028,19603,19603,0,0,0,0,14,50101,0,3,38,38,1,54,0,0,0,43,0,141,78,-1,64,46,0,0,0,51,9,0,79,31,42,76,8,0,75,67,232001,59,2028,34,57,74,0,0,529,61,65,0,189,0,0,5,83,57,150220,10,0,0,68,83,58,32768,0,86,1,2,0,0,57,0,211999,11,79,2,69,41,1,3,0,0,0,85,53,58,75,0,0,1,13,3,0,0,0,160237,0,0,21,1,0,3,79,2,0,83,211999,0,12,0,1,0,43,4,0,76,500,3,0,0,4,0,0,0,30,0,5,0,60,82,0,-1,29,0,0,0
14840,35910,35910,0,0,0,0,42,30301,0,3,259,35,1,60,0,0,0,76,0,688,18,-1,40,68,0,0,0,58,11,0,20,0,37,69,9,0,69,67,223101,58,2026,76,63,17,0,0,2504,63,55,0,194,3,0,-1,86,1,150364,25,0,0,65,74,66,136314896,0,90,0,2,0,0,55,0,212002,6,29,1,63,42,1,0,0,0,0,50,45,51,78,0,0,0,16,6,0,0,0,160998,1,0,8,1,0,3,82,4,0,66,212002,0,9,0,1,0,69,2,0,69,502,3,0,0,2,0,0,0,25,0,5,0,51,32,0,21,47,0,0,3
4594,39005,39005,0,0,0,0,42,1130201,0,0,0,56,1,90,0,0,0,61,0,123,46,12,54,52,0,0,0,58,10,0,40,13,52,60,16,0,57,57,232001,57,2025,61,60,47,0,0,46,64,82,0,173,3,0,18,48,1,150481,25,0,0,58,52,60,0,0,73,0,2,0,0,88,0,212006,14,42,1,57,45,2,0,0,0,0,43,84,55,51,0,0,0,9,1,0,0,0,160866,1,0,14,1,0,4,61,3,0,64,212006,0,12,0,2,0,59,3,0,60,502,3,0,0,3,0,0,0,25,0,3,0,83,33,0,21,54,0,0,0
19333,3315,3315,0,0,0,0,16,1130201,0,21,29,51,1,74,0,0,0,56,0,16,65,-1,63,52,0,0,0,56,9,0,66,6,46,65,14,0,63,62,244101,58,2024,48,61,63,0,0,505,63,69,0,180,3,0,14,65,1,149345,10,0,0,61,68,60,4096,1,75,0,2,0,0,69,0,212013,6,62,1,65,52,2,0,0,0,0,72,65,58,50,0,0,1,13,9,0,0,0,160607,1,0,195,1,0,4,62,4,0,73,212013,0,16,0,2,0,53,5,0,65,501,4,0,0,5,0,0,0,14,0,1,0,67,61,0,-1,53,0,0,0
16955,20175,16957,20177,0,0,0,12,30301,1,3,0,27,1,59,0,0,0,22,0,9,60,-1,49,32,0,0,0,36,15,0,61,2,25,63,7,0,59,63,221001,49,2028,24,36,62,0,0,543,47,65,0,182,3,0,-1,73,1,149559,5,0,0,53,70,36,17408,0,75,0,1,0,0,64,0,212018,12,61,1,57,30,1,0,0,0,0,65,63,45,68,0,0,0,16,9,0,0,0,159695,1,0,167,1,0,2,74,4,0,68,212018,0,10,0,1,0,29,4,0,63,501,2,0,0,4,0,0,0,14,0,2,0,64,60,0,-1,25,0,0,0
31725,4310,4311,0,0,0,0,42,30301,0,2,287,65,1,58,0,0,0,74,0,77,30,-1,65,71,0,0,0,67,16,0,38,15,52,70,16,0,74,71,232001,69,2025,72,65,23,0,0,7,66,51,0,188,0,0,-1,86,0,149265,25,0,0,70,77,73,0,0,83,0,2,0,0,51,0,212023,15,37,2,65,56,2,0,0,0,0,65,63,63,71,0,0,0,11,2,0,0,0,161187,1,0,44,1,0,3,84,4,0,69,212023,0,12,0,1,512,71,2,0,70,502,4,0,0,2,0,0,0,6,0,5,0,56,38,0,21,69,0,0,1
18593,4067,4067,0,0,0,0,39,1130201,0,0,243,67,1,91,0,0,0,64,0,28,37,2,61,62,0,0,0,67,8,0,45,12,67,69,15,0,64,64,220001,54,2024,66,68,39,0,0,1011,71,87,0,173,3,0,8,56,1,149926,27,0,0,70,62,71,0,0,71,0,2,0,0,79,0,212035,11,45,1,62,73,2,0,0,0,0,55,88,62,64,0,0,0,15,9,0,0,0,160647,1,0,98,1,0,4,76,4,0,75,212035,0,11,0,3,0,67,8,0,69,502,3,0,0,8,0,0,0,24,0,3,0,87,48,0,16,66,0,0,0
298,1129,1135,0,0,118,0,1,50101,1,0,45,18,1,47,0,0,0,13,0,175,16,-1,28,22,0,0,0,14,64,0,18,18,14,61,63,0,60,49,224001,48,2025,16,15,15,0,0,2500,63,50,0,180,3,0,-1,49,1,149376,0,0,0,18,59,43,0,2,79,0,2,0,0,67,0,212038,57,51,1,33,15,0,0,0,0,0,35,51,57,15,0,0,1,57,9,0,0,8,160660,1,0,183,1,0,3,53,3,1,42,212038,0,59,0,0,0,57,5,0,61,502,1,0,0,5,0,9,0,3,0,1,0,64,14,0,-1,19,0,0,0
32655,1182,32549,0,0,0,0,5,30301,1,3,248,69,1,66,0,0,0,62,0,202,58,-1,60,59,0,0,0,47,11,0,56,0,67,65,11,0,58,48,224001,62,2028,43,59,59,0,0,1003,62,71,0,183,3,0,-1,74,1,149165,3,0,0,68,74,50,0,0,77,0,2,0,67108864,67,0,212039,9,56,1,67,45,1,0,0,0,0,68,72,64,57,0,0,2,10,3,0,0,8,161010,1,0,183,1,0,3,66,4,0,80,212039,0,13,0,1,0,47,7,0,65,501,5,0,0,7,0,27,0,28,0,1,0,71,53,0,-1,46,1,0,0
37590,17537,39651,0,0,0,0,13,30301,0,2,0,60,1,48,0,0,0,53,0,118,66,-1,69,44,0,0,0,48,11,0,63,8,60,68,7,0,64,66,223101,54,2026,52,60,63,0,0,58,60,52,0,186,3,0,-1,78,2,151122,5,0,0,65,73,65,0,0,82,0,2,0,0,52,0,212040,8,65,1,68,47,1,0,0,0,0,63,54,62,66,0,0,0,12,1,0,0,0,160793,1,0,36,2,0,3,73,4,0,69,212040,0,14,0,1,0,54,2,0,66,501,3,0,0,2,0,0,0,8,0,5,0,53,65,0,-1,54,0,0,6
25308,16411,16411,0,0,0,0,23,30301,0,1,0,57,1,89,0,0,0,61,0,151,43,25,49,63,0,0,0,61,15,0,43,29,56,64,9,0,58,53,223101,56,2024,64,63,41,0,1,4003,67,78,0,170,3,0,23,55,1,151126,12,0,0,65,57,65,1,0,68,0,2,0,0,85,0,212041,14,42,1,60,55,2,0,0,0,0,49,82,56,44,0,0,1,15,1,0,0,16,160504,1,0,36,2,0,2,60,2,0,66,212041,0,10,0,2,0,63,2,0,64,501,3,0,0,2,0,0,0,15,0,8,0,80,40,0,-1,54,0,0,6
1512,7185,7185,0,0,0,0,23,30301,0,6,253,66,1,70,0,0,0,64,0,65,56,3,60,62,0,0,0,65,12,0,53,7,62,66,11,0,61,68,232001,60,2025,61,63,55,0,1,29,65,71,0,176,0,0,16,64,1,148505,12,0,0,65,69,67,327680,0,73,0,2,0,0,71,0,212048,10,51,1,67,66,2,0,0,0,0,68,75,63,58,0,0,1,16,6,0,0,16,160602,1,0,39,1,0,4,71,3,0,80,212048,0,14,0,2,0,63,2,0,66,503,3,0,0,2,0,0,0,29,0,2,0,73,40,0,23,64,0,0,3
9712,17544,9731,17546,0,0,0,9,30301,0,0,0,45,1,68,0,0,0,67,0,176,61,2,49,40,0,0,0,25,6,0,61,28,64,65,12,0,65,50,232001,59,2028,21,63,65,16,1,513,63,70,0,174,0,0,3,64,1,148798,7,0,0,62,64,32,0,0,68,0,2,0,0,73,0,212065,12,61,1,59,30,1,0,0,0,0,60,70,56,58,0,0,2,15,9,0,1,8,160063,1,0,167,1,0,3,68,3,0,67,212065,0,11,0,1,1024,27,4,0,65,501,3,0,0,4,0,9,0,15,0,2,0,70,60,0,8,25,1,0,0
2094,26628,26628,0,0,0,0,23,30301,0,3,243,67,1,75,0,0,0,64,0,160,50,-1,55,61,0,0,0,67,9,0,44,28,65,66,11,0,61,63,232001,65,2024,62,66,48,0,0,2511,66,79,0,178,3,0,16,83,1,149814,12,0,0,62,79,77,16908292,0,83,0,2,0,0,84,0,212075,11,47,1,60,56,2,0,0,0,0,74,79,61,57,0,0,1,9,3,0,0,0,159957,1,0,195,1,0,3,82,3,0,75,212075,0,14,0,2,0,66,4,0,66,501,4,0,0,4,1,0,0,15,0,3,0,79,42,0,23,56,0,0,6
31499,1686,1686,31513,0,0,0,13,30301,0,0,243,40,1,34,0,0,0,39,0,239,70,-1,44,38,0,0,0,27,8,0,68,12,35,71,16,0,67,65,220001,42,2025,38,51,68,0,0,1003,49,65,0,196,3,0,-1,94,1,150727,5,0,0,49,86,56,134253712,0,100,0,2,0,0,34,0,212090,14,69,1,55,29,1,0,0,0,0,70,70,45,69,0,0,0,14,9,0,0,0,159905,1,0,38,1,0,3,77,2,0,84,212090,0,9,0,1,0,39,9,0,70,502,3,0,0,9,0,0,0,27,0,5,0,67,70,0,-1,29,0,0,0
38455,13910,13910,0,0,0,0,27,30301,0,0,243,89,1,80,0,0,0,81,0,298,31,18,77,90,0,0,0,79,10,0,45,21,88,82,14,0,80,74,223101,81,2028,78,82,30,0,0,2522,81,67,0,180,3,0,21,65,1,149925,16,0,0,83,64,85,17104904,0,76,1,2,0,512,78,0,212096,8,40,2,81,88,3,0,0,0,0,52,75,83,47,0,0,2,12,5,0,0,0,159569,0,0,27,1,0,2,66,2,0,71,212096,0,8,0,2,0,80,3,0,82,503,3,0,0,3,0,0,0,21,0,2,1,71,48,0,27,73,0,0,0
34880,37257,37257,0,0,0,0,18,1130201,0,5,259,65,1,72,0,0,0,65,0,167,73,-1,70,62,0,0,0,70,15,0,73,24,64,72,8,0,71,72,223101,68,2026,59,69,72,0,0,1,71,57,0,174,0,0,10,70,1,150796,14,0,0,72,73,70,0,0,70,0,2,0,0,74,0,212099,11,71,1,72,54,2,0,0,0,0,75,68,68,55,0,0,0,14,1,0,0,0,160967,1,0,36,1,0,4,68,4,0,80,212099,0,15,0,1,64,64,1,0,71,501,3,0,0,1,0,0,0,14,0,2,0,62,71,0,-1,57,0,0,3
24556,22356,22356,0,0,0,0,7,30301,0,0,246,42,1,74,0,0,0,66,0,451,74,-1,66,50,0,0,0,36,12,0,68,13,64,75,9,0,69,63,244101,62,2024,41,74,69,0,0,1502,73,81,0,175,3,0,7,66,1,151420,7,0,0,73,67,62,139264,2,74,1,2,0,0,69,0,212100,8,69,1,67,38,2,0,0,0,0,63,78,63,66,0,0,2,11,3,0,0,0,159940,0,0,14,2,0,3,76,2,0,69,212100,0,13,0,1,0,46,4,0,72,500,2,0,0,6,0,0,0,0,0,1,0,80,66,0,-1,41,0,0,0
